Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,Ancestry,Welsh,1223,"(+/- 860 )",621,"(+/- 303 )",1229,"(+/- 785 )",853,"(+/- 555 )",24,"(+/- 50 )",444,"(+/- 333 )",1348,"(+/- 701 )",745,"(+/- 363 )",1063,"(+/- 514 )",2349,"(+/- 825 )",646,"(+/- 415 )",2137,"(+/- 875 )",1507,"(+/- 703 )",367,"(+/- 263 )",116,"(+/- 188 )",1141,"(+/- 595 )",2218,"(+/- 766 )",2205,"(+/- 863 )",3842,"(+/- 868 )",4706,"(+/- 1081 )",6620,"(+/- 1582 )",12934,"(+/- 2172 )",7689,"(+/- 1349 )",6533,"(+/- 1574 )",4134,"(+/- 1134 )",3590,"(+/- 939 )",4605,"(+/- 1221 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",8513,"(+/- 3099 )",20295,"(+/- 3654 )",12794,"(+/- 4679 )",34248,"(+/- 5244 )",145832,"(+/- 8548 )",8035,"(+/- 2461 )",12240,"(+/- 2527 )",122879,"(+/- 9118 )",156889,"(+/- 10272 )",5424,"(+/- 2019 )",13268,"(+/- 3377 )",6393,"(+/- 2280 )",25272,"(+/- 5087 )",15004,"(+/- 3792 )",30329,"(+/- 6477 )",90986,"(+/- 9532 )",26793,"(+/- 4659 )",13803,"(+/- 3480 )",9990,"(+/- 2691 )",9679,"(+/- 2630 )",3098,"(+/- 1241 )",4184,"(+/- 1332 )",1696,"(+/- 660 )",2884,"(+/- 891 )",10072,"(+/- 3159 )",3369,"(+/- 1254 )",1083,"(+/- 499 )"
People,"Veteran Status","Civilian population 18 years and over",573674,"(+/- 5385 )",560459,"(+/- 9307 )",567282,"(+/- 12714 )",574090,"(+/- 7771 )",621106,"(+/- 13762 )",617806,"(+/- 13577 )",584797,"(+/- 16311 )",618756,"(+/- 12830 )",586577,"(+/- 13312 )",590503,"(+/- 14930 )",586345,"(+/- 8711 )",629325,"(+/- 15496 )",636890,"(+/- 16964 )",557895,"(+/- 14459 )",568671,"(+/- 10605 )",583936,"(+/- 9915 )",561181,"(+/- 5637 )",560907,"(+/- 5625 )",569643,"(+/- 5150 )",587655,"(+/- 3980 )",550073,"(+/- 3754 )",555901,"(+/- 2989 )",561755,"(+/- 3014 )",556219,"(+/- 2408 )",570088,"(+/- 2109 )",569439,"(+/- 4914 )",570646,"(+/- 5229 )"
People,"Veteran Status","Civilian veterans",32539,"(+/- 2700 )",25852,"(+/- 2533 )",22652,"(+/- 2155 )",22491,"(+/- 2408 )",15476,"(+/- 2278 )",12494,"(+/- 1361 )",7125,"(+/- 1256 )",15932,"(+/- 1939 )",10322,"(+/- 1328 )",12753,"(+/- 2062 )",21991,"(+/- 2356 )",14329,"(+/- 2515 )",13517,"(+/- 2522 )",10205,"(+/- 1586 )",9758,"(+/- 1767 )",17204,"(+/- 2132 )",22384,"(+/- 2152 )",31219,"(+/- 2458 )",39472,"(+/- 2795 )",39613,"(+/- 2916 )",51359,"(+/- 2344 )",46699,"(+/- 3003 )",47350,"(+/- 2373 )",42020,"(+/- 2853 )",33427,"(+/- 2576 )",37751,"(+/- 2692 )",43670,"(+/- 2891 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",712390,"(+/- 3740 )",717532,"(+/- 9172 )",718176,"(+/- 14551 )",723415,"(+/- 10203 )",792535,"(+/- 17093 )",757581,"(+/- 17724 )",750781,"(+/- 20384 )",788662,"(+/- 16836 )",746376,"(+/- 17958 )",731216,"(+/- 21174 )",749784,"(+/- 12235 )",709214,"(+/- 19964 )",796564,"(+/- 23653 )",678587,"(+/- 17893 )",778107,"(+/- 14769 )",733882,"(+/- 13168 )",737371,"(+/- 6045 )",713320,"(+/- 6769 )",684702,"(+/- 5896 )",723153,"(+/- 5277 )",672711,"(+/- 5078 )",684367,"(+/- 4288 )",688120,"(+/- 4538 )",697245,"(+/- 3864 )",711780,"(+/- 3621 )",709544,"(+/- 4642 )",700951,"(+/- 6069 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",72048,"(+/- 5073 )",69161,"(+/- 4359 )",61477,"(+/- 4520 )",62973,"(+/- 4479 )",78169,"(+/- 4660 )",64454,"(+/- 4132 )",71076,"(+/- 3838 )",87521,"(+/- 5337 )",73411,"(+/- 4275 )",66584,"(+/- 5800 )",74497,"(+/- 4265 )",48080,"(+/- 4766 )",112664,"(+/- 8656 )",76648,"(+/- 5989 )",135894,"(+/- 6870 )",83761,"(+/- 5374 )",68081,"(+/- 3850 )",79617,"(+/- 4334 )",99077,"(+/- 5656 )",92974,"(+/- 5042 )",97581,"(+/- 4988 )",100492,"(+/- 5174 )",104940,"(+/- 3935 )",94831,"(+/- 4757 )",101165,"(+/- 4928 )",103395,"(+/- 4874 )",85836,"(+/- 4125 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",144187,"(+/- 4596 )",160221,"(+/- 5615 )",157494,"(+/- 7997 )",154362,"(+/- 5726 )",177146,"(+/- 7894 )",143760,"(+/- 7639 )",170731,"(+/- 7977 )",174225,"(+/- 8120 )",163122,"(+/- 9125 )",142723,"(+/- 9811 )",168067,"(+/- 6822 )",84187,"(+/- 7862 )",165456,"(+/- 10156 )",133621,"(+/- 7116 )",211802,"(+/- 7030 )",158178,"(+/- 7236 )",183448,"(+/- 4234 )",164104,"(+/- 3464 )",129373,"(+/- 3152 )",142806,"(+/- 2856 )",144594,"(+/- 2395 )",139960,"(+/- 2079 )",139259,"(+/- 1963 )",150528,"(+/- 1407 )",148360,"(+/- 2069 )",144615,"(+/- 2991 )",146903,"(+/- 3633 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",4509,"(+/- 1248 )",6239,"(+/- 1732 )",2825,"(+/- 801 )",4011,"(+/- 1331 )",5783,"(+/- 1661 )",1977,"(+/- 702 )",5128,"(+/- 1037 )",5811,"(+/- 1475 )",4742,"(+/- 1244 )",3294,"(+/- 986 )",3394,"(+/- 1301 )",1829,"(+/- 867 )",11404,"(+/- 3127 )",6972,"(+/- 1769 )",16860,"(+/- 2963 )",7497,"(+/- 2058 )",4748,"(+/- 1123 )",6652,"(+/- 1231 )",5872,"(+/- 1277 )",7138,"(+/- 1423 )",7229,"(+/- 1431 )",9273,"(+/- 2021 )",8543,"(+/- 1118 )",7962,"(+/- 1285 )",9096,"(+/- 1573 )",7870,"(+/- 1626 )",7104,"(+/- 1313 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",444108,"(+/- 5228 )",454699,"(+/- 8983 )",418259,"(+/- 9159 )",452347,"(+/- 6966 )",509574,"(+/- 12790 )",483950,"(+/- 12609 )",497077,"(+/- 14634 )",506913,"(+/- 12465 )",473813,"(+/- 12510 )",473157,"(+/- 13686 )",464610,"(+/- 7508 )",519912,"(+/- 14362 )",533617,"(+/- 16378 )",449786,"(+/- 12800 )",490994,"(+/- 10791 )",454461,"(+/- 10845 )",439110,"(+/- 5814 )",440797,"(+/- 5394 )",420376,"(+/- 4997 )",462817,"(+/- 4360 )",409854,"(+/- 3844 )",420650,"(+/- 3243 )",425852,"(+/- 3060 )",432088,"(+/- 2892 )",447016,"(+/- 2452 )",449817,"(+/- 5127 )",422648,"(+/- 5493 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",34413,"(+/- 3531 )",33094,"(+/- 3063 )",20607,"(+/- 2340 )",28504,"(+/- 3228 )",36492,"(+/- 3435 )",23648,"(+/- 2928 )",33565,"(+/- 2956 )",42018,"(+/- 3482 )",33670,"(+/- 2533 )",25360,"(+/- 3440 )",34226,"(+/- 3301 )",18572,"(+/- 3202 )",58546,"(+/- 5544 )",38815,"(+/- 4290 )",81444,"(+/- 5344 )",34828,"(+/- 3216 )",29969,"(+/- 2899 )",37880,"(+/- 3402 )",48721,"(+/- 3668 )",49524,"(+/- 3912 )",50682,"(+/- 3352 )",50911,"(+/- 3612 )",54103,"(+/- 3020 )",50128,"(+/- 3493 )",56206,"(+/- 4097 )",54300,"(+/- 3371 )",39348,"(+/- 2902 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",124095,"(+/- 4388 )",102612,"(+/- 4725 )",142423,"(+/- 7293 )",116706,"(+/- 4860 )",105815,"(+/- 3999 )",129871,"(+/- 4788 )",82973,"(+/- 5076 )",107524,"(+/- 5554 )",109441,"(+/- 4734 )",115336,"(+/- 5591 )",117107,"(+/- 3326 )",105115,"(+/- 5175 )",97491,"(+/- 4760 )",95180,"(+/- 4832 )",75311,"(+/- 3610 )",121243,"(+/- 5011 )",114813,"(+/- 3657 )",108419,"(+/- 2737 )",134953,"(+/- 2604 )",117530,"(+/- 2583 )",118263,"(+/- 2192 )",123757,"(+/- 1945 )",123009,"(+/- 1772 )",114629,"(+/- 1622 )",116404,"(+/- 1559 )",115112,"(+/- 3705 )",131400,"(+/- 4074 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",33126,"(+/- 3268 )",29828,"(+/- 2619 )",38045,"(+/- 3639 )",30458,"(+/- 2446 )",35894,"(+/- 2695 )",38829,"(+/- 2493 )",32383,"(+/- 3043 )",39692,"(+/- 3422 )",34999,"(+/- 3155 )",37930,"(+/- 4033 )",36877,"(+/- 2678 )",27679,"(+/- 3098 )",42714,"(+/- 3894 )",30861,"(+/- 2547 )",37590,"(+/- 2520 )",41436,"(+/- 3715 )",33364,"(+/- 2711 )",35085,"(+/- 2961 )",44484,"(+/- 2792 )",36312,"(+/- 2451 )",39670,"(+/- 2496 )",40308,"(+/- 2586 )",42294,"(+/- 2285 )",36741,"(+/- 2274 )",35863,"(+/- 2441 )",41225,"(+/- 2618 )",39384,"(+/- 2979 )"
People,"Residence 1 Year Ago","Population 1 year and over",714233,"(+/- 3827 )",715004,"(+/- 9171 )",719529,"(+/- 14150 )",720291,"(+/- 10125 )",789489,"(+/- 17050 )",753772,"(+/- 17881 )",745241,"(+/- 20799 )",782807,"(+/- 16699 )",741915,"(+/- 17410 )",722358,"(+/- 20525 )",746761,"(+/- 12127 )",707780,"(+/- 19541 )",792953,"(+/- 22877 )",685464,"(+/- 17583 )",770385,"(+/- 14345 )",735738,"(+/- 12695 )",737278,"(+/- 5652 )",723746,"(+/- 6809 )",695481,"(+/- 5914 )",724406,"(+/- 5538 )",696865,"(+/- 4664 )",690253,"(+/- 3873 )",695688,"(+/- 3733 )",700736,"(+/- 3369 )",712630,"(+/- 3802 )",706294,"(+/- 5166 )",711826,"(+/- 5917 )"
People,"Residence 1 Year Ago","Same house",667776,"(+/- 6018 )",662739,"(+/- 10885 )",668275,"(+/- 14640 )",662028,"(+/- 10848 )",730239,"(+/- 17488 )",695182,"(+/- 17949 )",671108,"(+/- 20365 )",715307,"(+/- 16439 )",682356,"(+/- 17545 )",622730,"(+/- 19351 )",688284,"(+/- 12653 )",568565,"(+/- 19852 )",717307,"(+/- 23231 )",624710,"(+/- 17361 )",705798,"(+/- 14860 )",663698,"(+/- 12920 )",667277,"(+/- 7719 )",650473,"(+/- 10072 )",627715,"(+/- 7309 )",615274,"(+/- 9825 )",597122,"(+/- 7224 )",604955,"(+/- 7303 )",602040,"(+/- 6813 )",604043,"(+/- 6921 )",596319,"(+/- 7094 )",603866,"(+/- 7424 )",637847,"(+/- 8320 )"
People,"Residence 1 Year Ago","Different house in the U.S.",43789,"(+/- 4895 )",51081,"(+/- 6235 )",47382,"(+/- 5756 )",56539,"(+/- 6519 )",54485,"(+/- 7006 )",51292,"(+/- 6085 )",67165,"(+/- 6777 )",61682,"(+/- 6852 )",51870,"(+/- 4618 )",87252,"(+/- 8180 )",54695,"(+/- 6354 )",122333,"(+/- 9430 )",68979,"(+/- 6946 )",51859,"(+/- 5822 )",56044,"(+/- 6153 )",64865,"(+/- 6686 )",63969,"(+/- 6262 )",71159,"(+/- 6768 )",66165,"(+/- 5206 )",104315,"(+/- 7391 )",96813,"(+/- 6160 )",82400,"(+/- 6527 )",89651,"(+/- 5951 )",92433,"(+/- 5738 )",111597,"(+/- 7232 )",97742,"(+/- 6987 )",72848,"(+/- 6243 )"
People,"Residence 1 Year Ago","Same county",30891,"(+/- 4542 )",31433,"(+/- 5229 )",25405,"(+/- 4506 )",34175,"(+/- 4427 )",33038,"(+/- 6211 )",37298,"(+/- 4475 )",40033,"(+/- 5932 )",38347,"(+/- 5270 )",33768,"(+/- 3742 )",52840,"(+/- 7448 )",36114,"(+/- 5473 )",63756,"(+/- 6914 )",36408,"(+/- 4912 )",32557,"(+/- 4700 )",36996,"(+/- 6074 )",37411,"(+/- 5329 )",38833,"(+/- 5309 )",41943,"(+/- 5711 )",33546,"(+/- 4573 )",52321,"(+/- 5853 )",45776,"(+/- 4871 )",52044,"(+/- 5225 )",47909,"(+/- 4533 )",60521,"(+/- 5112 )",79215,"(+/- 6360 )",73377,"(+/- 5937 )",45195,"(+/- 4860 )"
People,"Residence 1 Year Ago","Different county",12898,"(+/- 2231 )",19648,"(+/- 3481 )",21977,"(+/- 3439 )",22364,"(+/- 4413 )",21447,"(+/- 3764 )",13994,"(+/- 3141 )",27132,"(+/- 3530 )",23335,"(+/- 3274 )",18102,"(+/- 2871 )",34412,"(+/- 5047 )",18581,"(+/- 3687 )",58577,"(+/- 5794 )",32571,"(+/- 4892 )",19302,"(+/- 2974 )",19048,"(+/- 2928 )",27454,"(+/- 3706 )",25136,"(+/- 3778 )",29216,"(+/- 4566 )",32619,"(+/- 3653 )",51994,"(+/- 5243 )",51037,"(+/- 4076 )",30356,"(+/- 3190 )",41742,"(+/- 3466 )",31912,"(+/- 3228 )",32382,"(+/- 4100 )",24365,"(+/- 3568 )",27653,"(+/- 3960 )"
People,"Residence 1 Year Ago","Same state",7595,"(+/- 1789 )",14084,"(+/- 2847 )",15461,"(+/- 3246 )",17764,"(+/- 4003 )",16726,"(+/- 3603 )",8495,"(+/- 2213 )",17319,"(+/- 2799 )",14026,"(+/- 2232 )",11068,"(+/- 1992 )",12751,"(+/- 2990 )",14302,"(+/- 3387 )",23791,"(+/- 4007 )",16620,"(+/- 3008 )",14096,"(+/- 2284 )",15137,"(+/- 2840 )",19399,"(+/- 3466 )",14952,"(+/- 2973 )",19847,"(+/- 3555 )",23396,"(+/- 2837 )",34876,"(+/- 3729 )",33600,"(+/- 3275 )",20984,"(+/- 2802 )",22484,"(+/- 2375 )",21558,"(+/- 2509 )",17531,"(+/- 2508 )",14657,"(+/- 2682 )",21483,"(+/- 3426 )"
People,"Residence 1 Year Ago","Different state",5303,"(+/- 1403 )",5564,"(+/- 1749 )",6516,"(+/- 1689 )",4600,"(+/- 1368 )",4721,"(+/- 1671 )",5499,"(+/- 2237 )",9813,"(+/- 1696 )",9309,"(+/- 2350 )",7034,"(+/- 1723 )",21661,"(+/- 3972 )",4279,"(+/- 1269 )",34786,"(+/- 4209 )",15951,"(+/- 3728 )",5206,"(+/- 1793 )",3911,"(+/- 1116 )",8055,"(+/- 2194 )",10184,"(+/- 2519 )",9369,"(+/- 2304 )",9223,"(+/- 2291 )",17118,"(+/- 3472 )",17437,"(+/- 2790 )",9372,"(+/- 2189 )",19258,"(+/- 2396 )",10354,"(+/- 2324 )",14851,"(+/- 3335 )",9708,"(+/- 2250 )",6170,"(+/- 2210 )"
People,"Residence 1 Year Ago",Abroad,2668,"(+/- 1029 )",1184,"(+/- 639 )",3872,"(+/- 1766 )",1724,"(+/- 650 )",4765,"(+/- 1511 )",7298,"(+/- 2730 )",6968,"(+/- 1993 )",5818,"(+/- 1870 )",7689,"(+/- 2352 )",12376,"(+/- 2685 )",3782,"(+/- 1276 )",16882,"(+/- 3230 )",6667,"(+/- 1647 )",8895,"(+/- 3071 )",8543,"(+/- 2060 )",7175,"(+/- 1919 )",6032,"(+/- 1621 )",2114,"(+/- 857 )",1601,"(+/- 616 )",4817,"(+/- 2113 )",2930,"(+/- 1014 )",2898,"(+/- 1066 )",3997,"(+/- 1269 )",4260,"(+/- 1387 )",4714,"(+/- 1404 )",4686,"(+/- 1823 )",1131,"(+/- 573 )"
Workers,"Employment Status","Population 16 years and over",593489,"(+/- 5565 )",582194,"(+/- 9440 )",588130,"(+/- 12736 )",592371,"(+/- 8234 )",640213,"(+/- 14138 )",631926,"(+/- 14017 )",600921,"(+/- 16861 )",637269,"(+/- 13414 )",602770,"(+/- 13881 )",603990,"(+/- 15462 )",607150,"(+/- 9029 )",636833,"(+/- 15764 )",653396,"(+/- 17865 )",572793,"(+/- 14796 )",593685,"(+/- 11142 )",603705,"(+/- 9871 )",583555,"(+/- 5755 )",585417,"(+/- 5991 )",587398,"(+/- 5324 )",607527,"(+/- 4205 )",578346,"(+/- 3817 )",573747,"(+/- 3200 )",579905,"(+/- 3109 )",576589,"(+/- 2507 )",587780,"(+/- 2273 )",586835,"(+/- 5517 )",590277,"(+/- 5587 )"
Workers,"Employment Status","In labor force",370844,"(+/- 6386 )",391430,"(+/- 8679 )",361940,"(+/- 8699 )",386095,"(+/- 7602 )",410848,"(+/- 11972 )",394305,"(+/- 12085 )",385834,"(+/- 11860 )",389988,"(+/- 11125 )",390518,"(+/- 10029 )",395709,"(+/- 12645 )",363578,"(+/- 8412 )",461136,"(+/- 12300 )",430766,"(+/- 14354 )",371264,"(+/- 12503 )",346389,"(+/- 9888 )",384842,"(+/- 10359 )",386070,"(+/- 6866 )",375686,"(+/- 6614 )",346195,"(+/- 6578 )",392373,"(+/- 6781 )",339595,"(+/- 5787 )",337067,"(+/- 5446 )",334706,"(+/- 4760 )",353950,"(+/- 5213 )",380708,"(+/- 5067 )",370024,"(+/- 6637 )",366861,"(+/- 6979 )"
Workers,"Employment Status","Civilian labor force",370291,"(+/- 6499 )",390994,"(+/- 8708 )",361487,"(+/- 8732 )",385883,"(+/- 7595 )",410734,"(+/- 11965 )",394201,"(+/- 12095 )",385729,"(+/- 11874 )",389541,"(+/- 11059 )",390295,"(+/- 10005 )",395709,"(+/- 12645 )",363001,"(+/- 8409 )",460562,"(+/- 12186 )",430512,"(+/- 14389 )",371087,"(+/- 12487 )",346024,"(+/- 9899 )",384842,"(+/- 10359 )",385428,"(+/- 6847 )",371350,"(+/- 6681 )",345814,"(+/- 6546 )",391147,"(+/- 6959 )",328971,"(+/- 5839 )",336676,"(+/- 5472 )",334456,"(+/- 4769 )",353121,"(+/- 5261 )",380549,"(+/- 5029 )",369890,"(+/- 6641 )",366144,"(+/- 6983 )"
Workers,"Employment Status",Employed,356411,"(+/- 6246 )",375650,"(+/- 8574 )",348529,"(+/- 8664 )",371947,"(+/- 7562 )",381709,"(+/- 11817 )",379230,"(+/- 11656 )",361014,"(+/- 11325 )",363824,"(+/- 10562 )",361953,"(+/- 10190 )",378274,"(+/- 12341 )",344754,"(+/- 8198 )",445154,"(+/- 12141 )",392275,"(+/- 13283 )",351382,"(+/- 12516 )",299823,"(+/- 8980 )",363078,"(+/- 10102 )",365810,"(+/- 6912 )",354955,"(+/- 6663 )",328567,"(+/- 6752 )",368740,"(+/- 6968 )",312134,"(+/- 5905 )",318330,"(+/- 5324 )",317034,"(+/- 5097 )",332568,"(+/- 4753 )",359402,"(+/- 5129 )",349616,"(+/- 6402 )",352274,"(+/- 6929 )"
Workers,"Employment Status",Unemployed,13880,"(+/- 1991 )",15344,"(+/- 2115 )",12958,"(+/- 1749 )",13936,"(+/- 2027 )",29025,"(+/- 3092 )",14971,"(+/- 2179 )",24715,"(+/- 3252 )",25717,"(+/- 2978 )",28342,"(+/- 2913 )",17435,"(+/- 2744 )",18247,"(+/- 2334 )",15408,"(+/- 2503 )",38237,"(+/- 4499 )",19705,"(+/- 2516 )",46201,"(+/- 4635 )",21764,"(+/- 3095 )",19618,"(+/- 2625 )",16395,"(+/- 2402 )",17247,"(+/- 2235 )",22407,"(+/- 3101 )",16837,"(+/- 1918 )",18346,"(+/- 2238 )",17422,"(+/- 2195 )",20553,"(+/- 2248 )",21147,"(+/- 2455 )",20274,"(+/- 2763 )",13870,"(+/- 1747 )"
Workers,"Employment Status","Armed Forces",553,"(+/- 487 )",436,"(+/- 238 )",453,"(+/- 267 )",212,"(+/- 204 )",114,"(+/- 122 )",104,"(+/- 84 )",105,"(+/- 124 )",447,"(+/- 412 )",223,"(+/- 238 )",0,"(+/- 200 )",577,"(+/- 383 )",574,"(+/- 561 )",254,"(+/- 369 )",177,"(+/- 199 )",365,"(+/- 466 )",0,"(+/- 200 )",642,"(+/- 436 )",4336,"(+/- 1000 )",381,"(+/- 346 )",1226,"(+/- 803 )",10624,"(+/- 1301 )",391,"(+/- 216 )",250,"(+/- 222 )",829,"(+/- 423 )",159,"(+/- 201 )",134,"(+/- 163 )",717,"(+/- 513 )"
Workers,"Employment Status","Not in labor force",222645,"(+/- 7116 )",190764,"(+/- 6436 )",226190,"(+/- 8218 )",206276,"(+/- 6868 )",229365,"(+/- 7018 )",237621,"(+/- 7232 )",215087,"(+/- 9844 )",247281,"(+/- 8322 )",212252,"(+/- 8607 )",208281,"(+/- 8734 )",243572,"(+/- 7323 )",175697,"(+/- 9095 )",222630,"(+/- 10142 )",201529,"(+/- 8263 )",247296,"(+/- 9089 )",218863,"(+/- 6835 )",197485,"(+/- 6634 )",209731,"(+/- 6151 )",241203,"(+/- 6646 )",215154,"(+/- 5884 )",238751,"(+/- 5107 )",236680,"(+/- 5348 )",245199,"(+/- 5415 )",222639,"(+/- 5445 )",207072,"(+/- 4719 )",216811,"(+/- 5932 )",223416,"(+/- 6232 )"
Workers,"Employment Status","Civilian labor force",370291,"(+/- 6499 )",390994,"(+/- 8708 )",361487,"(+/- 8732 )",385883,"(+/- 7595 )",410734,"(+/- 11965 )",394201,"(+/- 12095 )",385729,"(+/- 11874 )",389541,"(+/- 11059 )",390295,"(+/- 10005 )",395709,"(+/- 12645 )",363001,"(+/- 8409 )",460562,"(+/- 12186 )",430512,"(+/- 14389 )",371087,"(+/- 12487 )",346024,"(+/- 9899 )",384842,"(+/- 10359 )",385428,"(+/- 6847 )",371350,"(+/- 6681 )",345814,"(+/- 6546 )",391147,"(+/- 6959 )",328971,"(+/- 5839 )",336676,"(+/- 5472 )",334456,"(+/- 4769 )",353121,"(+/- 5261 )",380549,"(+/- 5029 )",369890,"(+/- 6641 )",366144,"(+/- 6983 )"
Workers,"Employment Status","Unemployment Rate",3.7,"(+/- 0.5 )",3.9,"(+/- 0.5 )",3.6,"(+/- 0.5 )",3.6,"(+/- 0.5 )",7.1,"(+/- 0.7 )",3.8,"(+/- 0.5 )",6.4,"(+/- 0.8 )",6.6,"(+/- 0.7 )",7.3,"(+/- 0.8 )",4.4,"(+/- 0.7 )",5.0,"(+/- 0.6 )",3.3,"(+/- 0.5 )",8.9,"(+/- 1.0 )",5.3,"(+/- 0.7 )",13.4,"(+/- 1.2 )",5.7,"(+/- 0.8 )",5.1,"(+/- 0.7 )",4.4,"(+/- 0.6 )",5.0,"(+/- 0.6 )",5.7,"(+/- 0.8 )",5.1,"(+/- 0.6 )",5.4,"(+/- 0.6 )",5.2,"(+/- 0.7 )",5.8,"(+/- 0.6 )",5.6,"(+/- 0.6 )",5.5,"(+/- 0.7 )",3.8,"(+/- 0.5 )"
Workers,"Commuting to Work","Workers 16 years and over",352903,"(+/- 6320 )",369628,"(+/- 8705 )",341541,"(+/- 8560 )",363966,"(+/- 7513 )",372478,"(+/- 11866 )",367220,"(+/- 11338 )",351979,"(+/- 11202 )",357449,"(+/- 10254 )",351463,"(+/- 10099 )",370278,"(+/- 12405 )",339070,"(+/- 8038 )",437098,"(+/- 12472 )",380115,"(+/- 12497 )",335227,"(+/- 12235 )",287657,"(+/- 9179 )",355979,"(+/- 10243 )",357501,"(+/- 7403 )",351236,"(+/- 6353 )",321182,"(+/- 6743 )",361855,"(+/- 6917 )",315044,"(+/- 6140 )",310576,"(+/- 5258 )",310764,"(+/- 5004 )",326998,"(+/- 4813 )",350521,"(+/- 5163 )",341089,"(+/- 6310 )",346863,"(+/- 6827 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",289346,"(+/- 7359 )",292770,"(+/- 8442 )",232810,"(+/- 7091 )",251066,"(+/- 7862 )",170041,"(+/- 7149 )",113931,"(+/- 5548 )",43736,"(+/- 3600 )",80959,"(+/- 5169 )",67534,"(+/- 3946 )",39987,"(+/- 3002 )",151619,"(+/- 6267 )",32293,"(+/- 4311 )",38296,"(+/- 4015 )",79696,"(+/- 6103 )",51560,"(+/- 4252 )",161484,"(+/- 7731 )",235588,"(+/- 7906 )",265726,"(+/- 6633 )",253504,"(+/- 6161 )",288083,"(+/- 7138 )",255000,"(+/- 5877 )",253361,"(+/- 5742 )",238525,"(+/- 5004 )",263669,"(+/- 5408 )",286319,"(+/- 5449 )",272313,"(+/- 6402 )",298061,"(+/- 6925 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",23763,"(+/- 3124 )",25957,"(+/- 2784 )",21750,"(+/- 2635 )",27004,"(+/- 3796 )",23703,"(+/- 2706 )",27275,"(+/- 3190 )",15254,"(+/- 2751 )",12255,"(+/- 2061 )",11296,"(+/- 1673 )",12868,"(+/- 1731 )",27708,"(+/- 3685 )",7439,"(+/- 2033 )",10439,"(+/- 2166 )",18945,"(+/- 3062 )",9135,"(+/- 1929 )",28164,"(+/- 2939 )",31867,"(+/- 3979 )",26061,"(+/- 3352 )",23697,"(+/- 3101 )",27013,"(+/- 3005 )",26331,"(+/- 3053 )",25465,"(+/- 2532 )",27386,"(+/- 2534 )",24167,"(+/- 3060 )",25646,"(+/- 2666 )",26647,"(+/- 2765 )",22661,"(+/- 2671 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",14397,"(+/- 1931 )",30858,"(+/- 2685 )",57161,"(+/- 3929 )",58741,"(+/- 4071 )",147217,"(+/- 7666 )",183369,"(+/- 8569 )",214518,"(+/- 9123 )",220693,"(+/- 7804 )",221854,"(+/- 8377 )",199652,"(+/- 9049 )",127689,"(+/- 5909 )",247638,"(+/- 10190 )",265164,"(+/- 11546 )",193540,"(+/- 7978 )",186845,"(+/- 8187 )",131422,"(+/- 7204 )",49275,"(+/- 3760 )",25853,"(+/- 2792 )",7941,"(+/- 1687 )",14305,"(+/- 2253 )",1987,"(+/- 807 )",4334,"(+/- 971 )",5131,"(+/- 1279 )",7612,"(+/- 1224 )",8011,"(+/- 1438 )",17205,"(+/- 2368 )",2566,"(+/- 943 )"
