Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",28779,"(+/- 3223 )",22674,"(+/- 2931 )",24818,"(+/- 3491 )",33568,"(+/- 4482 )",43907,"(+/- 3848 )",23457,"(+/- 3507 )",36515,"(+/- 3311 )",28791,"(+/- 2770 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",165338,"(+/- 2131 )",186057,"(+/- 2246 )",176794,"(+/- 4627 )",178837,"(+/- 2612 )",159400,"(+/- 5226 )",190855,"(+/- 3342 )",164853,"(+/- 2491 )",150854,"(+/- 1455 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5002,"(+/- 1112 )",4085,"(+/- 1361 )",6682,"(+/- 1998 )",6006,"(+/- 2122 )",5089,"(+/- 1326 )",4602,"(+/- 1219 )",10831,"(+/- 2038 )",4908,"(+/- 1165 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.7,"(+/- 0.7 )",4.2,"(+/- 0.8 )",3.1,"(+/- 0.6 )",8.1,"(+/- 0.9 )",9.6,"(+/- 1.3 )",3.3,"(+/- 0.7 )",6.3,"(+/- 0.7 )",6.4,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.7,"(+/- 1.5 )",6.4,"(+/- 1.6 )",4.9,"(+/- 1.1 )",13.3,"(+/- 1.7 )",15.9,"(+/- 2.4 )",4.9,"(+/- 1.2 )",10.8,"(+/- 1.5 )",11.9,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.6,"(+/- 4.4 )",2.3,"(+/- 1.7 )",4.1,"(+/- 2.6 )",14.3,"(+/- 4.9 )",14.9,"(+/- 5.7 )",8.7,"(+/- 4.1 )",11.1,"(+/- 3.6 )",16.8,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.9,"(+/- 0.6 )",1.6,"(+/- 0.4 )",1.4,"(+/- 0.4 )",3.7,"(+/- 0.7 )",4.2,"(+/- 0.9 )",1.8,"(+/- 0.5 )",3.3,"(+/- 0.6 )",3.3,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.6,"(+/- 1.3 )",1.4,"(+/- 0.7 )",1.7,"(+/- 0.7 )",6.5,"(+/- 1.5 )",7.2,"(+/- 1.7 )",2.5,"(+/- 1.0 )",4.5,"(+/- 1.2 )",5.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.2,"(+/- 1.1 )",0.2,"(+/- 0.3 )",0.6,"(+/- 0.7 )",8.3,"(+/- 4.8 )",4.7,"(+/- 3.3 )",4.8,"(+/- 4.0 )",3.9,"(+/- 2.5 )",5.6,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",26.3,"(+/- 4.0 )",16.4,"(+/- 4.8 )",12.0,"(+/- 3.5 )",24.2,"(+/- 3.6 )",29.9,"(+/- 4.7 )",13.3,"(+/- 3.9 )",24.9,"(+/- 3.6 )",20.5,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",33.3,"(+/- 5.4 )",22.2,"(+/- 6.5 )",17.5,"(+/- 5.2 )",28.1,"(+/- 4.5 )",38.0,"(+/- 6.3 )",17.2,"(+/- 5.4 )",31.4,"(+/- 4.7 )",27.8,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",59.2,"(+/- 13.2 )",13.5,"(+/- 12.0 )",17.0,"(+/- 13.4 )",27.5,"(+/- 11.3 )",49.4,"(+/- 15.3 )",30.7,"(+/- 14.6 )",39.1,"(+/- 12.6 )",39.8,"(+/- 11.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.3,"(+/- 0.8 )",5.3,"(+/- 0.7 )",5.0,"(+/- 0.7 )",11.7,"(+/- 0.9 )",14.7,"(+/- 1.1 )",5.7,"(+/- 0.7 )",11.0,"(+/- 0.8 )",11.7,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.9,"(+/- 1.6 )",5.6,"(+/- 1.3 )",6.9,"(+/- 1.8 )",16.6,"(+/- 2.2 )",20.8,"(+/- 3.0 )",6.5,"(+/- 1.5 )",12.7,"(+/- 1.5 )",13.9,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.1,"(+/- 1.6 )",5.4,"(+/- 1.3 )",6.7,"(+/- 1.8 )",16.0,"(+/- 2.2 )",20.5,"(+/- 3.0 )",6.2,"(+/- 1.5 )",12.3,"(+/- 1.5 )",13.2,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.4,"(+/- 2.8 )",3.9,"(+/- 1.7 )",6.4,"(+/- 2.3 )",17.0,"(+/- 3.2 )",21.1,"(+/- 4.7 )",7.5,"(+/- 2.8 )",13.4,"(+/- 2.1 )",18.7,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.7,"(+/- 1.8 )",5.8,"(+/- 1.5 )",6.9,"(+/- 2.1 )",15.6,"(+/- 2.7 )",20.2,"(+/- 3.4 )",5.7,"(+/- 1.4 )",11.9,"(+/- 1.6 )",11.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.5,"(+/- 0.7 )",5.2,"(+/- 0.5 )",4.4,"(+/- 0.5 )",10.1,"(+/- 0.7 )",13.1,"(+/- 0.9 )",5.5,"(+/- 0.5 )",10.5,"(+/- 0.7 )",11.1,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.6,"(+/- 1.1 )",5.6,"(+/- 1.1 )",5.2,"(+/- 1.0 )",6.4,"(+/- 1.2 )",10.3,"(+/- 1.6 )",6.0,"(+/- 1.2 )",7.7,"(+/- 0.8 )",7.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.6,"(+/- 0.8 )",3.6,"(+/- 0.7 )",3.7,"(+/- 0.8 )",9.4,"(+/- 1.2 )",11.6,"(+/- 1.5 )",3.6,"(+/- 0.7 )",7.2,"(+/- 0.8 )",7.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.5,"(+/- 1.6 )",14.9,"(+/- 1.6 )",11.6,"(+/- 1.5 )",19.6,"(+/- 1.7 )",20.8,"(+/- 1.4 )",17.3,"(+/- 1.9 )",25.8,"(+/- 1.8 )",27.3,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",173409,"(+/- 3766 )",188954,"(+/- 3550 )",169382,"(+/- 5914 )",190809,"(+/- 4014 )",185899,"(+/- 5485 )",189148,"(+/- 4336 )",156435,"(+/- 3019 )",150069,"(+/- 2537 )"
Education,"School Enrollment","Nursery school, preschool",12178,"(+/- 1222 )",13142,"(+/- 1768 )",16188,"(+/- 2042 )",10772,"(+/- 1429 )",12517,"(+/- 1691 )",11758,"(+/- 1394 )",10190,"(+/- 1103 )",9196,"(+/- 873 )"
Education,"School Enrollment",Kindergarten,8588,"(+/- 1257 )",8814,"(+/- 1351 )",9496,"(+/- 1671 )",9585,"(+/- 1548 )",8306,"(+/- 1385 )",10094,"(+/- 1440 )",8528,"(+/- 1169 )",8201,"(+/- 1084 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70216,"(+/- 2270 )",82783,"(+/- 2326 )",69283,"(+/- 3512 )",73520,"(+/- 2522 )",66463,"(+/- 3433 )",82569,"(+/- 2314 )",69528,"(+/- 1955 )",63691,"(+/- 1737 )"
Education,"School Enrollment","High school (grades 9-12)",34861,"(+/- 1535 )",41142,"(+/- 1639 )",41916,"(+/- 2664 )",38006,"(+/- 2380 )",30164,"(+/- 1887 )",40468,"(+/- 2341 )",36192,"(+/- 1852 )",34472,"(+/- 1510 )"
Education,"School Enrollment","College or graduate school",47566,"(+/- 2864 )",43073,"(+/- 2663 )",32499,"(+/- 2957 )",58926,"(+/- 3729 )",68449,"(+/- 4405 )",44259,"(+/- 3247 )",31997,"(+/- 2606 )",34509,"(+/- 2200 )"
Education,"Educational Attainment","Population 25 years and over",451812,"(+/- 2299 )",470967,"(+/- 2365 )",501934,"(+/- 5948 )",478807,"(+/- 2716 )",493630,"(+/- 6135 )",464213,"(+/- 4528 )",450035,"(+/- 2418 )",467018,"(+/- 1557 )"
Education,"Educational Attainment","Less than 9th grade",15220,"(+/- 1997 )",9918,"(+/- 1926 )",8707,"(+/- 1468 )",24263,"(+/- 2554 )",24217,"(+/- 2765 )",9966,"(+/- 1688 )",13989,"(+/- 1488 )",8157,"(+/- 1331 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",18343,"(+/- 1625 )",16509,"(+/- 2237 )",9750,"(+/- 1928 )",17940,"(+/- 2214 )",20058,"(+/- 2292 )",15750,"(+/- 1799 )",23814,"(+/- 1886 )",25033,"(+/- 2106 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",134827,"(+/- 4371 )",107030,"(+/- 4670 )",89538,"(+/- 4585 )",95755,"(+/- 5254 )",87863,"(+/- 4238 )",128104,"(+/- 4820 )",149459,"(+/- 4021 )",146332,"(+/- 3712 )"
Education,"Educational Attainment","Some college, no degree",93136,"(+/- 3721 )",99724,"(+/- 4221 )",94429,"(+/- 4607 )",89469,"(+/- 3969 )",89466,"(+/- 4758 )",105811,"(+/- 4222 )",99308,"(+/- 2819 )",117645,"(+/- 4151 )"
Education,"Educational Attainment","Associate's degree",57308,"(+/- 3514 )",53018,"(+/- 3128 )",49511,"(+/- 3331 )",43069,"(+/- 3370 )",39969,"(+/- 3220 )",60797,"(+/- 2919 )",63808,"(+/- 3109 )",59280,"(+/- 2924 )"
Education,"Educational Attainment","Bachelor's degree",84479,"(+/- 3470 )",125635,"(+/- 4631 )",157011,"(+/- 5287 )",124879,"(+/- 4280 )",146349,"(+/- 6286 )",101889,"(+/- 4858 )",72411,"(+/- 2754 )",76227,"(+/- 3560 )"
Education,"Educational Attainment","Graduate or professional degree",48499,"(+/- 2889 )",59133,"(+/- 3177 )",92988,"(+/- 4231 )",83432,"(+/- 3028 )",85708,"(+/- 3835 )",41896,"(+/- 2819 )",27246,"(+/- 1678 )",34344,"(+/- 2045 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.6,"(+/- 0.6 )",94.4,"(+/- 0.6 )",96.3,"(+/- 0.4 )",91.2,"(+/- 0.6 )",91.0,"(+/- 0.8 )",94.5,"(+/- 0.5 )",91.6,"(+/- 0.5 )",92.9,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",29.4,"(+/- 1.0 )",39.2,"(+/- 1.0 )",49.8,"(+/- 1.2 )",43.5,"(+/- 1.0 )",47.0,"(+/- 1.2 )",31.0,"(+/- 1.1 )",22.1,"(+/- 0.7 )",23.7,"(+/- 0.9 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",299235,G,269747,G,464287,G,368186,G,510197,G,225187,G,239039,G,215026,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",534,G,124,H,113,H,32,J,a,D,179,G,705,G,970,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",295,H,424,G,186,H,84,H,b,D,252,H,149,G,4264,G
Business,"Paid employees for pay period including March 12",Utilities,951,H,1494,J,1130,J,f,D,3859,J,1633,H,1550,H,2094,H
Business,"Paid employees for pay period including March 12",Construction,11465,G,14377,G,18668,G,12891,G,16424,G,21026,G,12184,G,10792,G
Business,"Paid employees for pay period including March 12",Manufacturing,51065,G,33009,G,61484,G,28301,G,32062,G,35662,G,45401,G,18798,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9700,G,15380,G,32583,G,18327,G,20389,G,10513,G,14871,H,5600,G
Business,"Paid employees for pay period including March 12","Retail trade",39911,G,35714,G,54777,G,37613,G,34085,G,34177,G,36427,G,34526,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9866,G,13054,G,9165,G,8012,G,21048,H,8866,G,7265,G,5073,G
Business,"Paid employees for pay period including March 12",Information,6070,G,9249,H,11517,G,8957,G,12566,G,2883,G,3354,G,3170,G
Business,"Paid employees for pay period including March 12","Finance and insurance",9270,H,13808,H,39088,H,24261,G,46322,G,6947,G,8092,G,8772,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2882,G,3480,G,12759,G,5283,G,8731,G,2574,G,1502,G,2414,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",38520,H,12740,G,41733,G,18440,G,46918,G,7426,G,6527,G,7965,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",5466,H,7833,G,29720,G,31391,G,50337,G,2563,H,2361,H,3155,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",9621,G,11909,G,29108,G,18501,G,27426,G,11148,G,5155,G,6913,G
Business,"Paid employees for pay period including March 12","Educational services",6037,G,8462,H,7942,G,22356,G,14650,G,4643,G,3744,H,4213,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",57230,G,36620,H,49368,G,72646,G,100792,G,37118,G,52037,G,53883,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3560,G,8405,G,8657,G,8325,H,9009,G,4531,G,2017,G,3809,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",24325,G,30059,G,38346,G,32785,G,44052,G,21789,G,23698,G,28120,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12444,G,13572,G,17887,G,18994,G,21422,G,11236,G,11946,G,10466,G
Business,"Paid employees for pay period including March 12","Industries not classified",23,J,34,J,56,G,37,H,62,G,21,J,54,G,29,H
Business,"Annual payroll ($1,000)","Total for all sectors",13287513,G,12783221,G,28499554,G,19615701,G,31534444,G,9515749,G,8809816,G,8225613,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",20251,G,3879,G,3733,G,1460,G,D,D,6464,G,34126,G,37979,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",29628,H,37199,H,15721,J,9038,J,D,D,22149,J,10080,G,307967,G
Business,"Annual payroll ($1,000)",Utilities,77140,H,170447,J,125383,J,D,D,355370,J,172535,H,124208,H,183364,H
Business,"Annual payroll ($1,000)",Construction,678301,G,1071683,G,1377417,G,960932,G,1248489,G,1489725,G,773916,G,750474,G
Business,"Annual payroll ($1,000)",Manufacturing,2534700,G,2054189,G,4288777,G,1802412,G,1971644,G,1914969,G,2157441,G,910618,G
Business,"Annual payroll ($1,000)","Wholesale trade",541363,G,1012304,G,2736782,G,1330640,G,1619098,G,596352,G,773563,G,262394,G
Business,"Annual payroll ($1,000)","Retail trade",950621,G,993204,G,1669547,G,969096,G,1051506,G,858783,G,891183,G,858924,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",363355,G,601528,G,402533,G,334224,G,1192868,H,352674,G,278556,G,227159,G
Business,"Annual payroll ($1,000)",Information,259423,G,760982,H,1061202,G,658441,G,1027004,G,168560,G,150403,G,145471,G
Business,"Annual payroll ($1,000)","Finance and insurance",631295,H,1102804,H,4151441,H,1827931,G,5102996,H,414418,G,411536,G,484920,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",80228,G,144269,G,825496,H,266380,G,433364,G,91610,G,46371,G,70275,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",3280618,H,962137,G,3156542,G,1424038,G,4277468,G,411356,G,322869,G,443457,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",543542,H,740432,G,3095341,G,3997794,G,4621473,G,221579,G,181740,H,190220,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",257424,G,471209,G,1203829,G,629370,G,1030998,G,401830,G,166103,G,231417,G
Business,"Annual payroll ($1,000)","Educational services",154017,G,217423,H,238384,G,563528,G,587842,G,125954,G,73222,H,95912,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2193673,H,1325950,H,2483735,G,3321580,G,4873642,G,1565898,G,1771282,G,2205515,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",49093,G,170987,G,365367,H,251432,H,500795,H,82298,G,34923,G,71119,G
Business,"Annual payroll ($1,000)","Accommodation and food services",350218,G,569333,G,726888,G,565286,G,912277,G,314527,G,356090,G,515859,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",292259,G,372817,G,570165,G,614098,G,722270,G,303788,G,251538,G,232013,G
Business,"Annual payroll ($1,000)","Industries not classified",364,G,445,G,1271,G,1255,H,2609,G,280,G,666,H,556,G
Business,"Total Establishments","Total for all sectors",16844,X,16946,X,23638,X,17725,X,20945,X,16719,X,19329,X,17341,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",92,X,34,X,29,X,15,X,2,X,38,X,150,X,181,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",24,X,19,X,9,X,9,X,4,X,18,X,34,X,39,X
Business,"Total Establishments",Utilities,60,X,28,X,16,X,17,X,38,X,22,X,85,X,68,X
Business,"Total Establishments",Construction,2024,X,2049,X,1928,X,1258,X,1159,X,3026,X,2617,X,2294,X
Business,"Total Establishments",Manufacturing,894,X,773,X,1087,X,695,X,863,X,1084,X,1026,X,830,X
Business,"Total Establishments","Wholesale trade",785,X,1017,X,1813,X,884,X,1092,X,757,X,982,X,566,X
Business,"Total Establishments","Retail trade",2496,X,1955,X,2606,X,2108,X,2068,X,2036,X,2976,X,2758,X
Business,"Total Establishments","Transportation and warehousing",763,X,640,X,400,X,373,X,352,X,610,X,995,X,584,X
Business,"Total Establishments",Information,274,X,262,X,469,X,308,X,521,X,208,X,304,X,283,X
Business,"Total Establishments","Finance and insurance",1099,X,977,X,1884,X,1030,X,1275,X,890,X,1267,X,912,X
Business,"Total Establishments","Real estate and rental and leasing",547,X,817,X,1428,X,936,X,1229,X,767,X,493,X,597,X
Business,"Total Establishments","Professional, scientific, and technical services",1052,X,2121,X,3805,X,2449,X,3645,X,1518,X,1026,X,1082,X
Business,"Total Establishments","Management of companies and enterprises",80,X,183,X,302,X,171,X,273,X,51,X,77,X,68,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",713,X,998,X,1462,X,873,X,1046,X,962,X,720,X,730,X
Business,"Total Establishments","Educational services",180,X,232,X,379,X,325,X,410,X,177,X,115,X,142,X
Business,"Total Establishments","Health care and social assistance",1912,X,1670,X,2297,X,2534,X,2500,X,1477,X,2030,X,2094,X
Business,"Total Establishments","Arts, entertainment, and recreation",348,X,327,X,370,X,334,X,405,X,303,X,389,X,417,X
Business,"Total Establishments","Accommodation and food services",1416,X,1181,X,1452,X,1494,X,1825,X,1069,X,1511,X,1759,X
Business,"Total Establishments","Other services (except public administration)",2060,X,1630,X,1857,X,1883,X,2188,X,1682,X,2499,X,1910,X
Business,"Total Establishments","Industries not classified",25,X,33,X,45,X,29,X,50,X,24,X,33,X,27,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
