Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","No rent paid",8832,"(+/- 1452 )",8441,"(+/- 1720 )",9607,"(+/- 1600 )",6712,"(+/- 1371 )",4590,"(+/- 1229 )",7612,"(+/- 1411 )",9292,"(+/- 1439 )",6677,"(+/- 1170 )",4490,"(+/- 1435 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",289787,"(+/- 4426 )",298668,"(+/- 3744 )",290781,"(+/- 4376 )",289758,"(+/- 4130 )",313397,"(+/- 4234 )",292219,"(+/- 4086 )",284158,"(+/- 4007 )",268254,"(+/- 5292 )",261633,"(+/- 4306 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",21587,"(+/- 2382 )",19961,"(+/- 2042 )",22451,"(+/- 2753 )",17181,"(+/- 2147 )",20479,"(+/- 2556 )",17090,"(+/- 2363 )",20521,"(+/- 2123 )",18742,"(+/- 2443 )",29689,"(+/- 2973 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",22214,"(+/- 2349 )",15262,"(+/- 1881 )",16427,"(+/- 2345 )",15848,"(+/- 2246 )",12393,"(+/- 1709 )",15926,"(+/- 1947 )",11644,"(+/- 1590 )",14521,"(+/- 1877 )",19589,"(+/- 2450 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",38796,"(+/- 2986 )",31064,"(+/- 2586 )",35065,"(+/- 3152 )",26940,"(+/- 2611 )",27209,"(+/- 2802 )",31385,"(+/- 2818 )",29869,"(+/- 3045 )",26769,"(+/- 2547 )",33529,"(+/- 3465 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",37468,"(+/- 3446 )",32245,"(+/- 2711 )",34725,"(+/- 2974 )",32100,"(+/- 2686 )",26014,"(+/- 2809 )",29355,"(+/- 2659 )",25201,"(+/- 1912 )",26770,"(+/- 2528 )",32071,"(+/- 3195 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",44759,"(+/- 3679 )",43455,"(+/- 3384 )",43011,"(+/- 3200 )",38267,"(+/- 3233 )",46238,"(+/- 3500 )",42280,"(+/- 3499 )",36801,"(+/- 2734 )",34233,"(+/- 3172 )",41428,"(+/- 3511 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",54508,"(+/- 3625 )",53021,"(+/- 3268 )",52496,"(+/- 3416 )",59339,"(+/- 3674 )",66150,"(+/- 3685 )",58495,"(+/- 3919 )",49414,"(+/- 3563 )",49686,"(+/- 3889 )",48245,"(+/- 3910 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",28468,"(+/- 2437 )",37917,"(+/- 2473 )",34271,"(+/- 2872 )",38886,"(+/- 3184 )",39895,"(+/- 3506 )",38214,"(+/- 2771 )",36225,"(+/- 2835 )",29871,"(+/- 2638 )",21570,"(+/- 2580 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",27403,"(+/- 2681 )",39335,"(+/- 2490 )",30695,"(+/- 2004 )",39728,"(+/- 3096 )",43192,"(+/- 3080 )",35690,"(+/- 2929 )",37932,"(+/- 3196 )",36575,"(+/- 2948 )",21541,"(+/- 2402 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",7260,"(+/- 1533 )",13618,"(+/- 1696 )",8586,"(+/- 1228 )",12129,"(+/- 1520 )",14432,"(+/- 1945 )",12782,"(+/- 1815 )",16324,"(+/- 2153 )",15064,"(+/- 1847 )",7127,"(+/- 1342 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",7324,"(+/- 1191 )",12790,"(+/- 1680 )",13054,"(+/- 1832 )",9340,"(+/- 1543 )",17395,"(+/- 1792 )",11002,"(+/- 1472 )",20227,"(+/- 1820 )",16023,"(+/- 1787 )",6844,"(+/- 1285 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",42300,"(+/- 1333 )",52025,"(+/- 924 )",47681,"(+/- 1383 )",56304,"(+/- 1606 )",57116,"(+/- 1777 )",53708,"(+/- 1623 )",57852,"(+/- 2099 )",56477,"(+/- 1969 )",40491,"(+/- 1656 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",59688,"(+/- 2056 )",74721,"(+/- 2419 )",68059,"(+/- 2509 )",70906,"(+/- 2183 )",81328,"(+/- 2454 )",70241,"(+/- 1983 )",83926,"(+/- 2522 )",82303,"(+/- 2957 )",55478,"(+/- 1864 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",703985,"(+/- 3047 )",740782,"(+/- 2499 )",722610,"(+/- 4428 )",773701,"(+/- 6742 )",766806,"(+/- 2929 )",764536,"(+/- 3230 )",751675,"(+/- 4610 )",702522,"(+/- 6877 )",685935,"(+/- 6930 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",632991,"(+/- 6540 )",680347,"(+/- 4938 )",655042,"(+/- 7238 )",698894,"(+/- 8944 )",673086,"(+/- 7427 )",701637,"(+/- 6525 )",689533,"(+/- 6662 )",654636,"(+/- 8455 )",597244,"(+/- 9588 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",424046,"(+/- 10918 )",516191,"(+/- 9877 )",469670,"(+/- 10679 )",529712,"(+/- 11920 )",515863,"(+/- 10881 )",511863,"(+/- 10723 )",531480,"(+/- 11469 )",500725,"(+/- 11857 )",381629,"(+/- 11378 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",315145,"(+/- 9012 )",261522,"(+/- 8437 )",284561,"(+/- 8599 )",258290,"(+/- 8829 )",231679,"(+/- 8961 )",287036,"(+/- 9550 )",252419,"(+/- 9196 )",256289,"(+/- 7933 )",285887,"(+/- 9071 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",70994,"(+/- 5795 )",60435,"(+/- 4416 )",67568,"(+/- 6343 )",74807,"(+/- 6714 )",93720,"(+/- 6900 )",62899,"(+/- 5482 )",62142,"(+/- 5060 )",47886,"(+/- 4441 )",88691,"(+/- 7352 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",151146,"(+/- 1967 )",166086,"(+/- 1855 )",161277,"(+/- 2924 )",196064,"(+/- 3802 )",175935,"(+/- 1590 )",184399,"(+/- 2696 )",203838,"(+/- 2425 )",176260,"(+/- 4761 )",185417,"(+/- 4438 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5533,"(+/- 1750 )",4586,"(+/- 1350 )",6225,"(+/- 1718 )",10105,"(+/- 2399 )",13023,"(+/- 2978 )",5832,"(+/- 1999 )",8388,"(+/- 2038 )",5324,"(+/- 1631 )",11763,"(+/- 3196 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.1,"(+/- 1.2 )",9.8,"(+/- 1.1 )",11.6,"(+/- 1.3 )",10.5,"(+/- 1.2 )",10.6,"(+/- 1.4 )",9.0,"(+/- 1.0 )",7.9,"(+/- 0.9 )",10.0,"(+/- 1.1 )",19.2,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.1,"(+/- 2.8 )",17.0,"(+/- 2.0 )",20.1,"(+/- 2.6 )",15.9,"(+/- 2.3 )",18.3,"(+/- 2.7 )",14.4,"(+/- 1.9 )",11.9,"(+/- 1.4 )",15.6,"(+/- 1.9 )",29.4,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.6,"(+/- 6.8 )",16.0,"(+/- 4.7 )",23.7,"(+/- 6.1 )",15.4,"(+/- 5.9 )",16.8,"(+/- 5.2 )",14.0,"(+/- 4.6 )",17.6,"(+/- 4.6 )",17.3,"(+/- 6.1 )",29.7,"(+/- 9.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.6,"(+/- 0.9 )",4.6,"(+/- 0.9 )",6.6,"(+/- 1.2 )",6.0,"(+/- 1.0 )",5.4,"(+/- 1.3 )",4.8,"(+/- 0.9 )",3.8,"(+/- 0.8 )",4.1,"(+/- 0.7 )",7.5,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.4,"(+/- 2.2 )",7.3,"(+/- 1.6 )",10.4,"(+/- 2.7 )",7.8,"(+/- 1.9 )",8.9,"(+/- 2.6 )",6.7,"(+/- 1.8 )",5.1,"(+/- 1.2 )",5.8,"(+/- 1.3 )",13.4,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.2,"(+/- 4.0 )",4.4,"(+/- 3.2 )",9.8,"(+/- 6.1 )",2.2,"(+/- 2.0 )",4.0,"(+/- 2.3 )",3.0,"(+/- 2.2 )",7.4,"(+/- 3.7 )",4.0,"(+/- 2.4 )",7.1,"(+/- 6.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",35.5,"(+/- 4.9 )",30.8,"(+/- 4.5 )",32.1,"(+/- 4.2 )",27.5,"(+/- 4.9 )",25.7,"(+/- 3.9 )",26.8,"(+/- 4.8 )",26.4,"(+/- 4.1 )",33.7,"(+/- 4.5 )",34.3,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",50.7,"(+/- 7.0 )",42.5,"(+/- 5.9 )",45.2,"(+/- 5.7 )",36.5,"(+/- 6.4 )",38.3,"(+/- 5.9 )",34.0,"(+/- 6.4 )",34.1,"(+/- 5.7 )",40.3,"(+/- 6.3 )",43.1,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",50.1,"(+/- 14.0 )",54.2,"(+/- 15.8 )",55.3,"(+/- 14.7 )",51.6,"(+/- 14.7 )",49.8,"(+/- 14.8 )",33.6,"(+/- 13.0 )",49.3,"(+/- 14.7 )",51.5,"(+/- 17.2 )",49.1,"(+/- 11.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.6,"(+/- 1.1 )",14.2,"(+/- 1.1 )",14.9,"(+/- 1.2 )",13.8,"(+/- 1.2 )",14.3,"(+/- 1.4 )",12.8,"(+/- 1.1 )",11.5,"(+/- 0.9 )",13.3,"(+/- 1.1 )",24.0,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",25.6,"(+/- 3.2 )",19.2,"(+/- 2.3 )",20.7,"(+/- 2.6 )",17.7,"(+/- 2.4 )",22.1,"(+/- 3.3 )",17.8,"(+/- 2.5 )",12.6,"(+/- 1.4 )",17.9,"(+/- 2.5 )",38.6,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.3,"(+/- 3.2 )",18.8,"(+/- 2.3 )",20.3,"(+/- 2.6 )",17.5,"(+/- 2.4 )",22.0,"(+/- 3.3 )",17.6,"(+/- 2.5 )",12.4,"(+/- 1.4 )",17.4,"(+/- 2.4 )",38.5,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",29.4,"(+/- 5.8 )",18.2,"(+/- 2.7 )",23.1,"(+/- 4.4 )",21.4,"(+/- 3.8 )",22.1,"(+/- 4.1 )",18.5,"(+/- 4.1 )",13.5,"(+/- 2.5 )",21.9,"(+/- 4.3 )",44.0,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.0,"(+/- 3.1 )",19.1,"(+/- 2.8 )",19.4,"(+/- 3.0 )",16.0,"(+/- 2.6 )",22.0,"(+/- 3.7 )",17.3,"(+/- 2.8 )",12.0,"(+/- 1.7 )",16.0,"(+/- 2.6 )",36.2,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.4,"(+/- 0.8 )",12.8,"(+/- 1.0 )",13.4,"(+/- 1.0 )",12.6,"(+/- 1.1 )",12.2,"(+/- 1.0 )",11.3,"(+/- 0.9 )",11.2,"(+/- 0.9 )",11.9,"(+/- 1.0 )",19.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.2,"(+/- 1.2 )",8.3,"(+/- 1.4 )",8.9,"(+/- 1.5 )",9.6,"(+/- 1.7 )",8.3,"(+/- 1.6 )",9.1,"(+/- 1.2 )",8.8,"(+/- 1.2 )",8.7,"(+/- 1.3 )",14.1,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.2,"(+/- 1.4 )",10.6,"(+/- 1.2 )",12.4,"(+/- 1.4 )",11.3,"(+/- 1.3 )",12.3,"(+/- 1.8 )",10.3,"(+/- 1.2 )",8.3,"(+/- 0.9 )",11.0,"(+/- 1.3 )",22.8,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.0,"(+/- 2.2 )",28.1,"(+/- 2.4 )",25.0,"(+/- 2.2 )",26.6,"(+/- 2.9 )",20.2,"(+/- 1.6 )",26.2,"(+/- 2.3 )",29.5,"(+/- 2.5 )",26.8,"(+/- 2.4 )",28.2,"(+/- 2.3 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",148017,"(+/- 4164 )",174794,"(+/- 3584 )",158729,"(+/- 4682 )",189951,"(+/- 4867 )",184551,"(+/- 4708 )",173648,"(+/- 4800 )",193761,"(+/- 4315 )",175730,"(+/- 6553 )",174198,"(+/- 7006 )"
Education,"School Enrollment","Nursery school, preschool",6328,"(+/- 1082 )",8115,"(+/- 1500 )",8653,"(+/- 1453 )",11035,"(+/- 1794 )",10482,"(+/- 1534 )",8740,"(+/- 1490 )",10468,"(+/- 1630 )",10473,"(+/- 1942 )",8829,"(+/- 1735 )"
Education,"School Enrollment",Kindergarten,7401,"(+/- 1243 )",8456,"(+/- 1272 )",7392,"(+/- 1663 )",8393,"(+/- 1502 )",8291,"(+/- 1521 )",10402,"(+/- 2084 )",12606,"(+/- 2175 )",9741,"(+/- 1713 )",9308,"(+/- 1907 )"
Education,"School Enrollment","Elementary school (grades 1-8)",65495,"(+/- 2216 )",69963,"(+/- 2378 )",71121,"(+/- 2694 )",82604,"(+/- 3299 )",73035,"(+/- 2331 )",74526,"(+/- 3155 )",85130,"(+/- 3135 )",74181,"(+/- 4025 )",74589,"(+/- 3904 )"
Education,"School Enrollment","High school (grades 9-12)",36138,"(+/- 1727 )",35012,"(+/- 2125 )",34681,"(+/- 1939 )",43011,"(+/- 2331 )",34743,"(+/- 2120 )",41831,"(+/- 2493 )",45272,"(+/- 2331 )",42201,"(+/- 3315 )",36972,"(+/- 2706 )"
Education,"School Enrollment","College or graduate school",32655,"(+/- 3461 )",53248,"(+/- 3009 )",36882,"(+/- 3472 )",44908,"(+/- 3410 )",58000,"(+/- 4663 )",38149,"(+/- 2947 )",40285,"(+/- 3650 )",39134,"(+/- 4125 )",44500,"(+/- 4319 )"
Education,"Educational Attainment","Population 25 years and over",511497,"(+/- 2281 )",513879,"(+/- 2185 )",521451,"(+/- 4016 )",518038,"(+/- 5077 )",533877,"(+/- 1478 )",534366,"(+/- 3274 )",518040,"(+/- 3847 )",488157,"(+/- 4901 )",449148,"(+/- 4567 )"
Education,"Educational Attainment","Less than 9th grade",26104,"(+/- 2512 )",19423,"(+/- 2621 )",22165,"(+/- 2627 )",23774,"(+/- 2743 )",22144,"(+/- 2594 )",26109,"(+/- 2559 )",17988,"(+/- 2738 )",20591,"(+/- 2111 )",22238,"(+/- 3104 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",49789,"(+/- 3439 )",33957,"(+/- 3822 )",42847,"(+/- 3371 )",44512,"(+/- 3324 )",32894,"(+/- 3867 )",40619,"(+/- 3355 )",39485,"(+/- 3239 )",33729,"(+/- 2388 )",41516,"(+/- 4259 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",187076,"(+/- 7328 )",154183,"(+/- 6127 )",180708,"(+/- 6084 )",175668,"(+/- 6364 )",130526,"(+/- 6457 )",195076,"(+/- 6049 )",167520,"(+/- 6406 )",155311,"(+/- 5464 )",142012,"(+/- 6585 )"
Education,"Educational Attainment","Some college, no degree",106376,"(+/- 5168 )",107607,"(+/- 4922 )",107423,"(+/- 6049 )",102248,"(+/- 4309 )",105735,"(+/- 4744 )",112510,"(+/- 4649 )",102420,"(+/- 5383 )",102890,"(+/- 4772 )",106525,"(+/- 5197 )"
Education,"Educational Attainment","Associate's degree",40254,"(+/- 3372 )",40666,"(+/- 3151 )",40659,"(+/- 3570 )",41750,"(+/- 3566 )",34956,"(+/- 3555 )",40970,"(+/- 3700 )",33366,"(+/- 3209 )",33700,"(+/- 3064 )",26272,"(+/- 3012 )"
Education,"Educational Attainment","Bachelor's degree",64326,"(+/- 4663 )",96597,"(+/- 4705 )",81719,"(+/- 4176 )",87645,"(+/- 4375 )",134829,"(+/- 5431 )",79436,"(+/- 5371 )",96608,"(+/- 4558 )",84048,"(+/- 4160 )",65632,"(+/- 4656 )"
Education,"Educational Attainment","Graduate or professional degree",37572,"(+/- 3155 )",61446,"(+/- 4328 )",45930,"(+/- 3858 )",42441,"(+/- 3499 )",72793,"(+/- 4311 )",39646,"(+/- 3452 )",60653,"(+/- 3688 )",57888,"(+/- 4684 )",44953,"(+/- 3539 )"
Education,"Educational Attainment","Percent high school graduate or higher",85.2,"(+/- 0.8 )",89.6,"(+/- 0.9 )",87.5,"(+/- 0.8 )",86.8,"(+/- 0.8 )",89.7,"(+/- 0.9 )",87.5,"(+/- 0.9 )",88.9,"(+/- 0.8 )",88.9,"(+/- 0.7 )",85.8,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",19.9,"(+/- 1.1 )",30.8,"(+/- 1.1 )",24.5,"(+/- 1.1 )",25.1,"(+/- 1.0 )",38.9,"(+/- 1.2 )",22.3,"(+/- 1.2 )",30.4,"(+/- 1.0 )",29.1,"(+/- 1.2 )",24.6,"(+/- 1.3 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",239309,G,296881,G,279250,G,240135,G,459060,G,199866,G,231822,G,247418,G,325100,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",55,H,82,J,133,H,148,G,48,H,134,G,1083,J,240,G,a,D
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",243,H,823,G,315,J,419,J,151,J,705,H,321,H,219,H,11,J
Business,"Paid employees for pay period including March 12",Utilities,298,G,222,H,245,G,723,J,299,H,503,H,636,G,332,J,a,D
Business,"Paid employees for pay period including March 12",Construction,9338,G,14392,G,12141,G,12123,H,20728,G,9791,G,9733,G,10179,G,12452,G
Business,"Paid employees for pay period including March 12",Manufacturing,43062,G,25043,G,51572,G,55321,G,23875,G,39599,G,25259,G,33252,G,22450,G
Business,"Paid employees for pay period including March 12","Wholesale trade",6084,G,16026,G,7567,G,11645,G,21794,G,8003,G,6050,G,10673,G,25469,G
Business,"Paid employees for pay period including March 12","Retail trade",39705,G,42227,G,34010,G,34604,G,44887,G,30673,G,33600,G,33514,G,36007,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8381,G,12086,G,14275,G,14091,G,21097,G,11344,G,4214,G,6512,G,47684,H
Business,"Paid employees for pay period including March 12",Information,3694,G,5928,G,4244,H,3195,G,13372,G,2440,G,6441,H,3384,G,5421,H
Business,"Paid employees for pay period including March 12","Finance and insurance",7955,G,14195,G,14963,H,9895,H,28559,G,6488,H,15901,H,11896,G,8679,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3420,G,4082,G,2650,G,2622,G,7804,G,2383,G,2840,G,3563,G,5167,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5933,G,14769,G,17902,G,5226,G,27288,G,7427,G,12785,G,9618,G,10965,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",3133,H,8732,H,5208,H,4947,G,20801,G,3922,G,15039,G,10843,H,16410,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13049,G,35650,H,23384,G,14839,G,34338,G,10527,G,17043,G,18325,G,30822,G
Business,"Paid employees for pay period including March 12","Educational services",2751,H,5473,G,6852,H,3246,H,22409,G,1698,H,3705,G,6175,G,8675,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",41369,G,46768,G,40847,G,28645,G,87343,G,29426,G,37933,G,50214,G,46909,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5895,G,2984,G,3031,G,1686,G,9663,G,2263,H,3199,G,2678,G,3924,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",35970,G,33595,G,28351,G,26387,G,53609,G,23262,G,25528,G,24657,G,28644,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8938,G,13773,G,11534,G,10337,G,20905,G,9255,G,10461,G,11081,G,15375,G
Business,"Paid employees for pay period including March 12","Industries not classified",36,J,31,G,26,J,36,H,90,J,23,H,51,G,63,H,28,J
Business,"Annual payroll ($1,000)","Total for all sectors",9003860,G,12411069,G,11940060,G,9786584,G,24143918,G,7416428,G,10870210,G,10782458,G,16033998,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3574,J,2543,H,4215,H,5140,G,1757,G,4948,H,17225,H,8617,G,D,D
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",14530,G,41641,G,22322,H,24384,J,8268,H,24325,G,21471,H,12306,J,402,J
Business,"Annual payroll ($1,000)",Utilities,20173,G,14649,H,17937,G,49623,H,25796,H,34914,H,47533,G,21394,H,D,D
Business,"Annual payroll ($1,000)",Construction,404151,G,699664,G,678561,G,540120,G,1258739,G,489737,G,521617,G,527710,G,699516,G
Business,"Annual payroll ($1,000)",Manufacturing,2362298,H,1338426,G,2799278,G,3095675,H,1203013,G,1864449,G,1207557,G,1560345,G,1439864,G
Business,"Annual payroll ($1,000)","Wholesale trade",291272,G,1014292,G,420871,G,659492,G,1498729,G,389147,G,423022,G,587542,G,1574992,G
Business,"Annual payroll ($1,000)","Retail trade",924070,G,1158347,G,883454,G,885760,G,1307031,G,774366,G,938630,G,820817,G,1044522,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",391623,G,542395,G,574840,G,619614,G,1023392,G,462487,G,201480,G,277639,G,2225605,H
Business,"Annual payroll ($1,000)",Information,148848,G,435354,H,198017,H,145283,H,892741,G,104533,G,438634,H,147998,G,306048,H
Business,"Annual payroll ($1,000)","Finance and insurance",382589,G,839161,G,992259,H,569630,H,2236481,G,357859,G,1247734,H,1135497,G,670951,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",105697,G,171754,G,136043,G,108596,G,403994,G,108128,H,151030,G,193341,G,259843,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",348675,H,1088303,H,1250121,G,257084,G,2166368,G,351227,G,822939,G,541780,G,661805,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",215132,H,771369,H,320188,G,410205,G,2199776,G,299339,H,1502613,G,1151154,H,2633648,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",342726,G,987175,G,764088,G,426822,G,1220905,G,298316,G,746528,H,540417,G,815705,G
Business,"Annual payroll ($1,000)","Educational services",57573,H,164574,G,181320,H,66353,H,1053737,G,40956,G,95349,G,216416,G,298891,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2004404,G,2163244,G,1891650,G,1231021,G,4918933,G,1170624,G,1667486,G,2349212,G,2214796,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",145337,H,53550,G,63114,G,26471,G,913922,G,46387,G,91378,G,55369,G,199417,H
Business,"Annual payroll ($1,000)","Accommodation and food services",632862,G,569160,G,449153,G,388580,G,1127596,G,349749,G,415098,G,376785,G,458890,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",207738,G,354968,G,292120,G,276277,G,680414,G,244381,G,311716,G,256543,G,528057,G
Business,"Annual payroll ($1,000)","Industries not classified",588,G,500,G,509,G,454,G,2326,G,556,G,1170,G,1576,H,627,G
Business,"Total Establishments","Total for all sectors",13755,X,15973,X,14266,X,13058,X,20831,X,13564,X,15051,X,14857,X,13341,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",12,X,16,X,26,X,26,X,16,X,32,X,62,X,44,X,2,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",22,X,21,X,35,X,29,X,8,X,45,X,23,X,13,X,3,X
Business,"Total Establishments",Utilities,21,X,8,X,13,X,27,X,9,X,25,X,21,X,14,X,2,X
Business,"Total Establishments",Construction,922,X,1235,X,996,X,1035,X,1350,X,1286,X,1109,X,1034,X,758,X
Business,"Total Establishments",Manufacturing,666,X,602,X,740,X,694,X,638,X,786,X,607,X,545,X,445,X
Business,"Total Establishments","Wholesale trade",492,X,942,X,661,X,516,X,1130,X,558,X,604,X,689,X,1014,X
Business,"Total Establishments","Retail trade",2759,X,2551,X,2426,X,2498,X,2819,X,2419,X,2478,X,2540,X,2237,X
