Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",30584,"(+/- 4347 )",17658,"(+/- 2981 )",29810,"(+/- 2495 )",30868,"(+/- 3384 )",28643,"(+/- 2823 )",30798,"(+/- 4069 )",27670,"(+/- 2583 )",22511,"(+/- 2704 )",30324,"(+/- 2926 )",25791,"(+/- 2206 )",29569,"(+/- 3223 )",28038,"(+/- 2869 )",27886,"(+/- 4168 )",29117,"(+/- 3090 )",31803,"(+/- 3019 )",35507,"(+/- 3731 )",34018,"(+/- 3033 )",24577,"(+/- 2557 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",69724,"(+/- 5782 )",79554,"(+/- 5811 )",4078,"(+/- 954 )",3264,"(+/- 832 )",6904,"(+/- 1845 )",7595,"(+/- 1325 )",16572,"(+/- 1749 )",10414,"(+/- 1594 )",2139,"(+/- 765 )",2453,"(+/- 705 )",2595,"(+/- 801 )",7501,"(+/- 1345 )",37519,"(+/- 4035 )",43763,"(+/- 3168 )",4724,"(+/- 1330 )",7027,"(+/- 1561 )",5143,"(+/- 1214 )",12302,"(+/- 1757 )"
Workers,"Commuting to Work",Walked,21644,"(+/- 2140 )",33988,"(+/- 3354 )",9362,"(+/- 1206 )",8531,"(+/- 1555 )",16575,"(+/- 1626 )",9433,"(+/- 1450 )",8091,"(+/- 1079 )",7636,"(+/- 1523 )",8045,"(+/- 1286 )",8983,"(+/- 1197 )",9048,"(+/- 1428 )",6398,"(+/- 1271 )",8559,"(+/- 1873 )",20887,"(+/- 2566 )",8304,"(+/- 1335 )",12942,"(+/- 2151 )",7784,"(+/- 1235 )",7631,"(+/- 1059 )"
Workers,"Commuting to Work","Other means",15397,"(+/- 3247 )",11876,"(+/- 1890 )",2879,"(+/- 622 )",3342,"(+/- 1016 )",6275,"(+/- 1249 )",3923,"(+/- 901 )",4180,"(+/- 1247 )",2787,"(+/- 675 )",2574,"(+/- 581 )",5122,"(+/- 1172 )",3583,"(+/- 928 )",2714,"(+/- 663 )",4778,"(+/- 1379 )",5647,"(+/- 981 )",2697,"(+/- 691 )",6480,"(+/- 1522 )",2525,"(+/- 787 )",2440,"(+/- 631 )"
Workers,"Commuting to Work","Worked at home",12517,"(+/- 1936 )",17344,"(+/- 2303 )",12467,"(+/- 1448 )",15327,"(+/- 2025 )",10733,"(+/- 1569 )",23179,"(+/- 2118 )",25143,"(+/- 2661 )",23137,"(+/- 2556 )",11350,"(+/- 1655 )",17044,"(+/- 1854 )",15111,"(+/- 2057 )",18531,"(+/- 2307 )",15448,"(+/- 1988 )",15978,"(+/- 2325 )",18776,"(+/- 1905 )",18770,"(+/- 2471 )",11934,"(+/- 1550 )",17394,"(+/- 2228 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",31.5,"(+/- 0.8 )",32.0,"(+/- 0.8 )",24.6,"(+/- 0.5 )",26.2,"(+/- 0.7 )",21.5,"(+/- 0.6 )",27.3,"(+/- 0.7 )",29.6,"(+/- 0.7 )",30.1,"(+/- 0.6 )",25.7,"(+/- 0.7 )",27.3,"(+/- 0.8 )",23.5,"(+/- 0.6 )",26.8,"(+/- 0.6 )",32.9,"(+/- 1.0 )",26.2,"(+/- 0.6 )",24.3,"(+/- 0.6 )",23.0,"(+/- 0.5 )",26.5,"(+/- 0.8 )",27.5,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",323732,"(+/- 13104 )",305204,"(+/- 10034 )",318660,"(+/- 4876 )",362603,"(+/- 5988 )",311473,"(+/- 5001 )",379762,"(+/- 7973 )",371422,"(+/- 8444 )",382890,"(+/- 6129 )",305522,"(+/- 5885 )",314034,"(+/- 6684 )",343910,"(+/- 6387 )",332586,"(+/- 6482 )",358810,"(+/- 10598 )",348638,"(+/- 6859 )",360210,"(+/- 7302 )",362814,"(+/- 6960 )",331494,"(+/- 8961 )",359379,"(+/- 6807 )"
Workers,Occupation,"Management, business, science, and arts occupations",128544,"(+/- 6931 )",144172,"(+/- 6266 )",105663,"(+/- 4701 )",131895,"(+/- 5548 )",108105,"(+/- 4311 )",174282,"(+/- 6309 )",178173,"(+/- 5548 )",169445,"(+/- 6170 )",87964,"(+/- 3491 )",96736,"(+/- 3473 )",113378,"(+/- 4610 )",141622,"(+/- 5095 )",152847,"(+/- 6461 )",147692,"(+/- 5013 )",129210,"(+/- 5030 )",118838,"(+/- 5026 )",103782,"(+/- 4257 )",151744,"(+/- 5503 )"
Workers,Occupation,"Service occupations",69498,"(+/- 6494 )",62288,"(+/- 5101 )",60074,"(+/- 3503 )",56330,"(+/- 4205 )",58301,"(+/- 3186 )",51644,"(+/- 4021 )",50532,"(+/- 3434 )",54753,"(+/- 3886 )",60748,"(+/- 3231 )",59610,"(+/- 3981 )",57153,"(+/- 3531 )",52368,"(+/- 3530 )",64485,"(+/- 5137 )",69856,"(+/- 4822 )",61277,"(+/- 4010 )",61719,"(+/- 3526 )",56941,"(+/- 4422 )",51917,"(+/- 3210 )"
Workers,Occupation,"Sales and office occupations",68008,"(+/- 6141 )",62692,"(+/- 5060 )",71119,"(+/- 3459 )",89438,"(+/- 4176 )",66613,"(+/- 3887 )",90718,"(+/- 4454 )",83094,"(+/- 4386 )",90391,"(+/- 4373 )",68402,"(+/- 3580 )",67712,"(+/- 3708 )",82840,"(+/- 4070 )",73316,"(+/- 3713 )",77546,"(+/- 4451 )",77291,"(+/- 4096 )",84733,"(+/- 4859 )",82435,"(+/- 4178 )",80405,"(+/- 5432 )",86235,"(+/- 4348 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",22397,"(+/- 3709 )",10171,"(+/- 1955 )",31090,"(+/- 2621 )",30628,"(+/- 2394 )",27603,"(+/- 1927 )",23157,"(+/- 2138 )",28912,"(+/- 2428 )",31109,"(+/- 2609 )",35651,"(+/- 2653 )",35623,"(+/- 2883 )",31228,"(+/- 2928 )",25244,"(+/- 1926 )",23318,"(+/- 2676 )",18960,"(+/- 2042 )",26623,"(+/- 2854 )",37345,"(+/- 3002 )",30122,"(+/- 2674 )",31423,"(+/- 3058 )"
Workers,Occupation,"Production, transportation, and material moving occupations",35285,"(+/- 4006 )",25881,"(+/- 3322 )",50714,"(+/- 2576 )",54312,"(+/- 3581 )",50851,"(+/- 2782 )",39961,"(+/- 3165 )",30711,"(+/- 3626 )",37192,"(+/- 2805 )",52757,"(+/- 3299 )",54353,"(+/- 3123 )",59311,"(+/- 3862 )",40036,"(+/- 2822 )",40614,"(+/- 3626 )",34839,"(+/- 2827 )",58367,"(+/- 4106 )",62477,"(+/- 3103 )",60244,"(+/- 3528 )",38060,"(+/- 2886 )"
Workers,Industry,"Civilian employed population 16 years and over",323732,"(+/- 13104 )",305204,"(+/- 10034 )",318660,"(+/- 4876 )",362603,"(+/- 5988 )",311473,"(+/- 5001 )",379762,"(+/- 7973 )",371422,"(+/- 8444 )",382890,"(+/- 6129 )",305522,"(+/- 5885 )",314034,"(+/- 6684 )",343910,"(+/- 6387 )",332586,"(+/- 6482 )",358810,"(+/- 10598 )",348638,"(+/- 6859 )",360210,"(+/- 7302 )",362814,"(+/- 6960 )",331494,"(+/- 8961 )",359379,"(+/- 6807 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",691,"(+/- 493 )",220,"(+/- 187 )",4661,"(+/- 818 )",4575,"(+/- 1016 )",6445,"(+/- 1016 )",2946,"(+/- 845 )",5568,"(+/- 1756 )",2060,"(+/- 907 )",9042,"(+/- 1449 )",8043,"(+/- 1124 )",5441,"(+/- 1277 )",2987,"(+/- 819 )",509,"(+/- 333 )",1706,"(+/- 521 )",3303,"(+/- 1003 )",9669,"(+/- 1843 )",3019,"(+/- 695 )",4561,"(+/- 899 )"
Workers,Industry,Construction,14951,"(+/- 2996 )",7236,"(+/- 1528 )",22198,"(+/- 2287 )",23214,"(+/- 2403 )",18879,"(+/- 1879 )",19685,"(+/- 2181 )",22787,"(+/- 2066 )",28405,"(+/- 2922 )",22681,"(+/- 2130 )",24876,"(+/- 2388 )",18144,"(+/- 1906 )",19442,"(+/- 1882 )",18454,"(+/- 2459 )",14313,"(+/- 1662 )",19334,"(+/- 2461 )",26938,"(+/- 2378 )",19305,"(+/- 2235 )",23579,"(+/- 2536 )"
Workers,Industry,Manufacturing,19489,"(+/- 2645 )",13377,"(+/- 1986 )",49907,"(+/- 3200 )",44415,"(+/- 2726 )",46501,"(+/- 2883 )",47666,"(+/- 3882 )",36286,"(+/- 2903 )",49831,"(+/- 3800 )",35672,"(+/- 2456 )",42122,"(+/- 3048 )",41801,"(+/- 3483 )",40569,"(+/- 3099 )",34067,"(+/- 3470 )",25103,"(+/- 2409 )",49907,"(+/- 4065 )",57511,"(+/- 3496 )",45710,"(+/- 3928 )",36123,"(+/- 2552 )"
Workers,Industry,"Wholesale trade",8991,"(+/- 1818 )",4763,"(+/- 1357 )",8479,"(+/- 1101 )",10187,"(+/- 1471 )",6322,"(+/- 1143 )",10834,"(+/- 1706 )",9888,"(+/- 1595 )",12678,"(+/- 1624 )",8712,"(+/- 1490 )",7901,"(+/- 1250 )",8870,"(+/- 1462 )",7870,"(+/- 1114 )",12367,"(+/- 3434 )",5800,"(+/- 1006 )",12448,"(+/- 1903 )",12665,"(+/- 1960 )",7801,"(+/- 1504 )",10405,"(+/- 1483 )"
Workers,Industry,"Retail trade",31455,"(+/- 4191 )",26771,"(+/- 2533 )",37739,"(+/- 2341 )",42669,"(+/- 3132 )",34411,"(+/- 2442 )",40537,"(+/- 2912 )",37101,"(+/- 3107 )",39405,"(+/- 2706 )",39062,"(+/- 2984 )",37877,"(+/- 2948 )",42576,"(+/- 2786 )",35365,"(+/- 3243 )",38617,"(+/- 3370 )",40074,"(+/- 2938 )",41886,"(+/- 3689 )",46621,"(+/- 3946 )",40350,"(+/- 3073 )",40657,"(+/- 3073 )"
Workers,Industry,"Transportation and warehousing, and utilities",20864,"(+/- 3516 )",20402,"(+/- 2488 )",16586,"(+/- 1678 )",22951,"(+/- 2549 )",14911,"(+/- 1336 )",16624,"(+/- 2040 )",17519,"(+/- 2439 )",16037,"(+/- 2321 )",20812,"(+/- 1717 )",17712,"(+/- 1936 )",27718,"(+/- 2363 )",19165,"(+/- 2003 )",18640,"(+/- 2740 )",18524,"(+/- 2102 )",28067,"(+/- 3515 )",17309,"(+/- 1916 )",27235,"(+/- 2602 )",23052,"(+/- 2405 )"
Workers,Industry,Information,6173,"(+/- 1342 )",7232,"(+/- 1653 )",3494,"(+/- 625 )",5493,"(+/- 910 )",2814,"(+/- 634 )",6826,"(+/- 1213 )",7839,"(+/- 1225 )",7812,"(+/- 1450 )",4254,"(+/- 977 )",4520,"(+/- 1363 )",4193,"(+/- 966 )",4966,"(+/- 811 )",7475,"(+/- 1525 )",5615,"(+/- 1071 )",5698,"(+/- 1136 )",3959,"(+/- 990 )",6251,"(+/- 1352 )",5855,"(+/- 1233 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",19277,"(+/- 2465 )",23236,"(+/- 2588 )",15861,"(+/- 1614 )",22208,"(+/- 2300 )",12567,"(+/- 1652 )",37420,"(+/- 2977 )",33159,"(+/- 2302 )",29180,"(+/- 2282 )",10462,"(+/- 1296 )",14703,"(+/- 1688 )",21616,"(+/- 2334 )",25913,"(+/- 2261 )",24740,"(+/- 2562 )",28720,"(+/- 2428 )",17083,"(+/- 1851 )",18391,"(+/- 1930 )",18286,"(+/- 1945 )",27206,"(+/- 2539 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",43776,"(+/- 4672 )",43546,"(+/- 3394 )",24401,"(+/- 2100 )",35760,"(+/- 3199 )",21164,"(+/- 2093 )",56441,"(+/- 4078 )",52132,"(+/- 3020 )",47355,"(+/- 3662 )",21959,"(+/- 2254 )",24881,"(+/- 2453 )",26597,"(+/- 2090 )",36352,"(+/- 2956 )",45911,"(+/- 3888 )",43669,"(+/- 3463 )",33890,"(+/- 2939 )",32451,"(+/- 2805 )",26296,"(+/- 2450 )",43222,"(+/- 2892 )"
Workers,Industry,"Educational services, and health care and social assistance",89460,"(+/- 6147 )",104519,"(+/- 5072 )",81609,"(+/- 2985 )",84119,"(+/- 3657 )",96925,"(+/- 3281 )",89022,"(+/- 4620 )",94556,"(+/- 4021 )",92459,"(+/- 5041 )",78654,"(+/- 3473 )",76619,"(+/- 3654 )",82529,"(+/- 3811 )",90029,"(+/- 4261 )",94261,"(+/- 5791 )",101836,"(+/- 4870 )",88716,"(+/- 5115 )",82319,"(+/- 4600 )",78213,"(+/- 4327 )",86309,"(+/- 3945 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",35435,"(+/- 4441 )",25121,"(+/- 3363 )",25810,"(+/- 2253 )",26554,"(+/- 3060 )",24180,"(+/- 2248 )",27971,"(+/- 3482 )",26385,"(+/- 2319 )",29539,"(+/- 2419 )",25640,"(+/- 2535 )",26382,"(+/- 3185 )",24655,"(+/- 2411 )",22741,"(+/- 2237 )",27824,"(+/- 3218 )",33141,"(+/- 2629 )",34115,"(+/- 3305 )",30591,"(+/- 3102 )",28046,"(+/- 2863 )",30337,"(+/- 2659 )"
Workers,Industry,"Other services, except public administration",16906,"(+/- 2472 )",10808,"(+/- 1664 )",15910,"(+/- 1775 )",17604,"(+/- 1929 )",13672,"(+/- 1610 )",16028,"(+/- 1898 )",16827,"(+/- 2405 )",16830,"(+/- 1999 )",14790,"(+/- 2029 )",15634,"(+/- 1793 )",17630,"(+/- 2360 )",16996,"(+/- 2027 )",18665,"(+/- 2456 )",19033,"(+/- 2276 )",15502,"(+/- 1895 )",16746,"(+/- 2016 )",15289,"(+/- 1986 )",17484,"(+/- 2002 )"
Workers,Industry,"Public administration",16264,"(+/- 2367 )",17973,"(+/- 2634 )",12005,"(+/- 1551 )",22854,"(+/- 2451 )",12682,"(+/- 1637 )",7762,"(+/- 1348 )",11375,"(+/- 1657 )",11299,"(+/- 1641 )",13782,"(+/- 1687 )",12764,"(+/- 1439 )",22140,"(+/- 2558 )",10191,"(+/- 1583 )",17280,"(+/- 2083 )",11104,"(+/- 1584 )",10261,"(+/- 1338 )",7644,"(+/- 1597 )",15693,"(+/- 1900 )",10589,"(+/- 1700 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",323732,"(+/- 13104 )",305204,"(+/- 10034 )",318660,"(+/- 4876 )",362603,"(+/- 5988 )",311473,"(+/- 5001 )",379762,"(+/- 7973 )",371422,"(+/- 8444 )",382890,"(+/- 6129 )",305522,"(+/- 5885 )",314034,"(+/- 6684 )",343910,"(+/- 6387 )",332586,"(+/- 6482 )",358810,"(+/- 10598 )",348638,"(+/- 6859 )",360210,"(+/- 7302 )",362814,"(+/- 6960 )",331494,"(+/- 8961 )",359379,"(+/- 6807 )"
Workers,"Class of Worker","Private wage and salary workers",274530,"(+/- 12354 )",254320,"(+/- 9573 )",266562,"(+/- 4422 )",299167,"(+/- 5898 )",250713,"(+/- 5195 )",328135,"(+/- 7426 )",320807,"(+/- 8399 )",329401,"(+/- 5587 )",250258,"(+/- 5147 )",255890,"(+/- 6265 )",280610,"(+/- 6522 )",286219,"(+/- 6701 )",304765,"(+/- 9584 )",299184,"(+/- 6869 )",309321,"(+/- 6980 )",312483,"(+/- 7376 )",278758,"(+/- 8600 )",312688,"(+/- 7192 )"
Workers,"Class of Worker","Government workers",35257,"(+/- 2979 )",35939,"(+/- 3300 )",32321,"(+/- 2435 )",44488,"(+/- 3442 )",42474,"(+/- 3270 )",30430,"(+/- 3119 )",31347,"(+/- 2423 )",33458,"(+/- 2797 )",38287,"(+/- 2927 )",35414,"(+/- 2286 )",45655,"(+/- 2963 )",29857,"(+/- 2605 )",36731,"(+/- 3674 )",32714,"(+/- 2780 )",31607,"(+/- 2869 )",27960,"(+/- 2874 )",36700,"(+/- 2549 )",29668,"(+/- 2567 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",13773,"(+/- 2191 )",14824,"(+/- 1980 )",19381,"(+/- 2116 )",18202,"(+/- 2134 )",17903,"(+/- 1886 )",20604,"(+/- 2020 )",18713,"(+/- 2040 )",19444,"(+/- 2348 )",16421,"(+/- 2124 )",21727,"(+/- 2226 )",16270,"(+/- 1602 )",16089,"(+/- 1879 )",17184,"(+/- 1845 )",16494,"(+/- 2031 )",18857,"(+/- 2304 )",21585,"(+/- 1982 )",15870,"(+/- 1993 )",16712,"(+/- 1916 )"
Workers,"Class of Worker","Unpaid family workers",172,"(+/- 180 )",121,"(+/- 198 )",396,"(+/- 265 )",746,"(+/- 355 )",383,"(+/- 237 )",593,"(+/- 472 )",555,"(+/- 417 )",587,"(+/- 325 )",556,"(+/- 287 )",1003,"(+/- 499 )",1375,"(+/- 989 )",421,"(+/- 260 )",130,"(+/- 131 )",246,"(+/- 183 )",425,"(+/- 293 )",786,"(+/- 455 )",166,"(+/- 155 )",311,"(+/- 216 )"
Housing,"Housing Occupancy","Total housing units",303600,"(+/- 5629 )",345657,"(+/- 5899 )",322654,"(+/- 2462 )",307291,"(+/- 2447 )",347419,"(+/- 2678 )",294659,"(+/- 3764 )",278294,"(+/- 4378 )",283194,"(+/- 1770 )",324757,"(+/- 2179 )",349392,"(+/- 2953 )",326305,"(+/- 4376 )",325121,"(+/- 4303 )",286117,"(+/- 5407 )",368336,"(+/- 4414 )",295926,"(+/- 3308 )",284323,"(+/- 3211 )",329995,"(+/- 4801 )",321362,"(+/- 3966 )"
Housing,"Housing Occupancy","Occupied housing units",270229,"(+/- 6269 )",297368,"(+/- 6265 )",281083,"(+/- 3275 )",282589,"(+/- 3555 )",263199,"(+/- 3530 )",277795,"(+/- 4337 )",262015,"(+/- 4617 )",270854,"(+/- 2884 )",276921,"(+/- 3319 )",259298,"(+/- 4303 )",280380,"(+/- 4954 )",289930,"(+/- 4446 )",267730,"(+/- 4892 )",316620,"(+/- 4599 )",278641,"(+/- 4104 )",267130,"(+/- 3783 )",274104,"(+/- 5010 )",292865,"(+/- 4302 )"
Housing,"Housing Occupancy","Vacant housing units",33371,"(+/- 3002 )",48289,"(+/- 3368 )",41571,"(+/- 2830 )",24702,"(+/- 2960 )",84220,"(+/- 2742 )",16864,"(+/- 2713 )",16279,"(+/- 2584 )",12340,"(+/- 2280 )",47836,"(+/- 3052 )",90094,"(+/- 3394 )",45925,"(+/- 3557 )",35191,"(+/- 2852 )",18387,"(+/- 2138 )",51716,"(+/- 3580 )",17285,"(+/- 2432 )",17193,"(+/- 2367 )",55891,"(+/- 4059 )",28497,"(+/- 3032 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.2,"(+/- 0.6 )",1.8,"(+/- 0.6 )",1.8,"(+/- 0.5 )",2.0,"(+/- 0.6 )",1.9,"(+/- 0.5 )",1.0,"(+/- 0.4 )",1.3,"(+/- 0.6 )",1.0,"(+/- 0.4 )",1.8,"(+/- 0.6 )",1.5,"(+/- 0.4 )",1.6,"(+/- 0.5 )",1.7,"(+/- 0.5 )",0.8,"(+/- 0.3 )",2.0,"(+/- 0.6 )",1.0,"(+/- 0.4 )",1.5,"(+/- 0.6 )",1.8,"(+/- 0.5 )",1.2,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.8,"(+/- 1.0 )",6.9,"(+/- 1.2 )",5.6,"(+/- 1.3 )",4.8,"(+/- 1.3 )",6.5,"(+/- 1.5 )",6.4,"(+/- 2.1 )",4.9,"(+/- 1.7 )",4.6,"(+/- 1.6 )",6.0,"(+/- 1.5 )",5.9,"(+/- 1.5 )",5.3,"(+/- 1.3 )",8.2,"(+/- 2.0 )",5.8,"(+/- 1.4 )",6.4,"(+/- 1.2 )",5.2,"(+/- 1.5 )",4.5,"(+/- 1.3 )",4.8,"(+/- 1.5 )",6.1,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",270229,"(+/- 6269 )",297368,"(+/- 6265 )",281083,"(+/- 3275 )",282589,"(+/- 3555 )",263199,"(+/- 3530 )",277795,"(+/- 4337 )",262015,"(+/- 4617 )",270854,"(+/- 2884 )",276921,"(+/- 3319 )",259298,"(+/- 4303 )",280380,"(+/- 4954 )",289930,"(+/- 4446 )",267730,"(+/- 4892 )",316620,"(+/- 4599 )",278641,"(+/- 4104 )",267130,"(+/- 3783 )",274104,"(+/- 5010 )",292865,"(+/- 4302 )"
Housing,"Housing Tenure",Owner-occupied,142783,"(+/- 4891 )",134301,"(+/- 4544 )",200475,"(+/- 3623 )",202767,"(+/- 4106 )",186625,"(+/- 3958 )",208412,"(+/- 3732 )",205698,"(+/- 4463 )",208822,"(+/- 3144 )",198083,"(+/- 4030 )",192640,"(+/- 3851 )",199686,"(+/- 4024 )",225645,"(+/- 4114 )",166768,"(+/- 4857 )",173872,"(+/- 4096 )",191071,"(+/- 4173 )",172537,"(+/- 4481 )",186267,"(+/- 4450 )",224565,"(+/- 4409 )"
Housing,"Housing Tenure",Renter-occupied,127446,"(+/- 6252 )",163067,"(+/- 5889 )",80608,"(+/- 3274 )",79822,"(+/- 3590 )",76574,"(+/- 3071 )",69383,"(+/- 4040 )",56317,"(+/- 3582 )",62032,"(+/- 3274 )",78838,"(+/- 3687 )",66658,"(+/- 3590 )",80694,"(+/- 4142 )",64285,"(+/- 3437 )",100962,"(+/- 4841 )",142748,"(+/- 4542 )",87570,"(+/- 4137 )",94593,"(+/- 4222 )",87837,"(+/- 4298 )",68300,"(+/- 3676 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.77,"(+/- 0.08 )",2.62,"(+/- 0.08 )",2.46,"(+/- 0.03 )",2.55,"(+/- 0.04 )",2.56,"(+/- 0.04 )",2.66,"(+/- 0.04 )",2.81,"(+/- 0.05 )",2.75,"(+/- 0.03 )",2.51,"(+/- 0.03 )",2.62,"(+/- 0.04 )",2.48,"(+/- 0.04 )",2.43,"(+/- 0.03 )",2.91,"(+/- 0.07 )",2.24,"(+/- 0.04 )",2.65,"(+/- 0.04 )",2.78,"(+/- 0.05 )",2.56,"(+/- 0.05 )",2.51,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.47,"(+/- 0.09 )",2.08,"(+/- 0.07 )",2.11,"(+/- 0.05 )",2.37,"(+/- 0.08 )",2.25,"(+/- 0.08 )",2.21,"(+/- 0.08 )",2.18,"(+/- 0.11 )",2.07,"(+/- 0.07 )",2.14,"(+/- 0.07 )",2.42,"(+/- 0.09 )",2.21,"(+/- 0.08 )",1.96,"(+/- 0.08 )",2.29,"(+/- 0.10 )",1.89,"(+/- 0.05 )",2.34,"(+/- 0.07 )",2.48,"(+/- 0.07 )",2.24,"(+/- 0.07 )",1.92,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",270229,"(+/- 6269 )",297368,"(+/- 6265 )",281083,"(+/- 3275 )",282589,"(+/- 3555 )",263199,"(+/- 3530 )",277795,"(+/- 4337 )",262015,"(+/- 4617 )",270854,"(+/- 2884 )",276921,"(+/- 3319 )",259298,"(+/- 4303 )",280380,"(+/- 4954 )",289930,"(+/- 4446 )",267730,"(+/- 4892 )",316620,"(+/- 4599 )",278641,"(+/- 4104 )",267130,"(+/- 3783 )",274104,"(+/- 5010 )",292865,"(+/- 4302 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",74321,"(+/- 4299 )",88906,"(+/- 4400 )",61318,"(+/- 3512 )",70035,"(+/- 3785 )",57764,"(+/- 2743 )",65789,"(+/- 3695 )",49697,"(+/- 3136 )",54555,"(+/- 3156 )",54392,"(+/- 2766 )",49206,"(+/- 3424 )",62173,"(+/- 3786 )",54825,"(+/- 3444 )",68418,"(+/- 4175 )",90222,"(+/- 3652 )",69672,"(+/- 3835 )",66979,"(+/- 4166 )",60951,"(+/- 3354 )",62245,"(+/- 3460 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",60262,"(+/- 4060 )",63353,"(+/- 3929 )",51847,"(+/- 2682 )",55795,"(+/- 3405 )",49495,"(+/- 2516 )",55056,"(+/- 3465 )",48056,"(+/- 2776 )",52253,"(+/- 3357 )",50448,"(+/- 2742 )",50110,"(+/- 2705 )",51282,"(+/- 3484 )",53678,"(+/- 3544 )",55025,"(+/- 4034 )",63736,"(+/- 3612 )",52417,"(+/- 3738 )",60676,"(+/- 3939 )",52551,"(+/- 3430 )",54650,"(+/- 3432 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",65104,"(+/- 4131 )",61516,"(+/- 3519 )",68020,"(+/- 2832 )",72266,"(+/- 3345 )",66133,"(+/- 2747 )",71072,"(+/- 3440 )",72119,"(+/- 3506 )",68690,"(+/- 3056 )",65004,"(+/- 3027 )",71412,"(+/- 3156 )",63916,"(+/- 3005 )",67722,"(+/- 2453 )",63951,"(+/- 3180 )",62967,"(+/- 3411 )",72592,"(+/- 3683 )",66849,"(+/- 3078 )",67140,"(+/- 3485 )",70799,"(+/- 3012 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",30926,"(+/- 2610 )",32091,"(+/- 3295 )",40663,"(+/- 2490 )",37081,"(+/- 2480 )",35538,"(+/- 1868 )",41294,"(+/- 2867 )",40680,"(+/- 2763 )",44521,"(+/- 2736 )",40246,"(+/- 2111 )",38168,"(+/- 2020 )",41769,"(+/- 2617 )",42012,"(+/- 2327 )",37870,"(+/- 2666 )",36516,"(+/- 2307 )",34911,"(+/- 2071 )",35406,"(+/- 2591 )",33138,"(+/- 2415 )",41347,"(+/- 2256 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",16647,"(+/- 2003 )",20442,"(+/- 2284 )",25872,"(+/- 1787 )",21335,"(+/- 1897 )",23587,"(+/- 1980 )",21458,"(+/- 1684 )",25656,"(+/- 1858 )",22907,"(+/- 1962 )",23998,"(+/- 1672 )",22613,"(+/- 1711 )",24688,"(+/- 2035 )",27759,"(+/- 1752 )",19240,"(+/- 1965 )",23003,"(+/- 1895 )",21177,"(+/- 2034 )",19552,"(+/- 1719 )",23810,"(+/- 2316 )",26200,"(+/- 2088 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",22969,"(+/- 1926 )",31060,"(+/- 2218 )",33363,"(+/- 2205 )",26077,"(+/- 2325 )",30682,"(+/- 1753 )",23126,"(+/- 1904 )",25807,"(+/- 1800 )",27928,"(+/- 2147 )",42833,"(+/- 2365 )",27789,"(+/- 1971 )",36552,"(+/- 2236 )",43934,"(+/- 2173 )",23226,"(+/- 1776 )",40176,"(+/- 2280 )",27872,"(+/- 1943 )",17668,"(+/- 1700 )",36514,"(+/- 2234 )",37624,"(+/- 2354 )"
Housing,Value,"Owner-occupied units",142783,"(+/- 4891 )",134301,"(+/- 4544 )",200475,"(+/- 3623 )",202767,"(+/- 4106 )",186625,"(+/- 3958 )",208412,"(+/- 3732 )",205698,"(+/- 4463 )",208822,"(+/- 3144 )",198083,"(+/- 4030 )",192640,"(+/- 3851 )",199686,"(+/- 4024 )",225645,"(+/- 4114 )",166768,"(+/- 4857 )",173872,"(+/- 4096 )",191071,"(+/- 4173 )",172537,"(+/- 4481 )",186267,"(+/- 4450 )",224565,"(+/- 4409 )"
