Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,Ancestry,Ukrainian,1886,"(+/- 1285 )",1440,"(+/- 774 )",1020,"(+/- 412 )",2257,"(+/- 1115 )",692,"(+/- 528 )",1826,"(+/- 717 )",2303,"(+/- 897 )",2903,"(+/- 1255 )",576,"(+/- 275 )",1783,"(+/- 1609 )",2902,"(+/- 1294 )",3612,"(+/- 1773 )",1725,"(+/- 872 )",1997,"(+/- 1003 )",800,"(+/- 418 )",4534,"(+/- 1917 )",5566,"(+/- 2511 )",4348,"(+/- 1690 )",3684,"(+/- 1308 )",808,"(+/- 504 )",2997,"(+/- 958 )",3242,"(+/- 1163 )",4337,"(+/- 1480 )",1365,"(+/- 1036 )",863,"(+/- 571 )",2041,"(+/- 1682 )",884,"(+/- 370 )"
People,Ancestry,Welsh,5245,"(+/- 1369 )",3904,"(+/- 1424 )",5519,"(+/- 1899 )",4621,"(+/- 1512 )",2857,"(+/- 815 )",3578,"(+/- 949 )",5021,"(+/- 1261 )",5562,"(+/- 1551 )",3785,"(+/- 1877 )",4958,"(+/- 3275 )",5872,"(+/- 2039 )",4848,"(+/- 1143 )",4660,"(+/- 1320 )",4141,"(+/- 1357 )",3646,"(+/- 1130 )",6964,"(+/- 1732 )",4989,"(+/- 2745 )",2700,"(+/- 988 )",6278,"(+/- 1978 )",910,"(+/- 482 )",1840,"(+/- 758 )",3289,"(+/- 1172 )",740,"(+/- 435 )",431,"(+/- 383 )",821,"(+/- 441 )",1205,"(+/- 666 )",467,"(+/- 262 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",3301,"(+/- 1751 )",7668,"(+/- 3047 )",5054,"(+/- 1404 )",8247,"(+/- 3598 )",17525,"(+/- 5139 )",6444,"(+/- 2103 )",14988,"(+/- 3890 )",18583,"(+/- 3705 )",37671,"(+/- 7090 )",79365,"(+/- 11107 )",10270,"(+/- 3636 )",9376,"(+/- 2368 )",12326,"(+/- 4460 )",20230,"(+/- 3995 )",21299,"(+/- 5465 )",7321,"(+/- 2076 )",15217,"(+/- 3944 )",43771,"(+/- 7916 )",31224,"(+/- 6301 )",181773,"(+/- 13835 )",76289,"(+/- 8567 )",67523,"(+/- 9219 )",60841,"(+/- 9087 )",156922,"(+/- 11881 )",15743,"(+/- 3666 )",24748,"(+/- 6227 )",11247,"(+/- 3200 )"
People,"Veteran Status","Civilian population 18 years and over",585927,"(+/- 2306 )",581909,"(+/- 7186 )",586999,"(+/- 5536 )",623584,"(+/- 9157 )",559502,"(+/- 10329 )",630257,"(+/- 6106 )",619156,"(+/- 10066 )",619270,"(+/- 3193 )",665378,"(+/- 13676 )",631751,"(+/- 13214 )",649520,"(+/- 9272 )",629211,"(+/- 7089 )",608055,"(+/- 7028 )",612517,"(+/- 9776 )",611268,"(+/- 14118 )",652550,"(+/- 9891 )",642799,"(+/- 8647 )",627273,"(+/- 8633 )",679900,"(+/- 8408 )",592995,"(+/- 12894 )",639052,"(+/- 9802 )",621654,"(+/- 11278 )",589968,"(+/- 9653 )",593122,"(+/- 14468 )",630825,"(+/- 13894 )",629303,"(+/- 12688 )",617377,"(+/- 14514 )"
People,"Veteran Status","Civilian veterans",99529,"(+/- 4968 )",73334,"(+/- 3394 )",70085,"(+/- 4752 )",71363,"(+/- 4698 )",50570,"(+/- 3455 )",77773,"(+/- 3849 )",35551,"(+/- 2740 )",82686,"(+/- 4528 )",51157,"(+/- 4615 )",29174,"(+/- 3182 )",89472,"(+/- 4991 )",70123,"(+/- 3067 )",60266,"(+/- 3385 )",43198,"(+/- 3099 )",55589,"(+/- 4229 )",72455,"(+/- 3745 )",77573,"(+/- 3903 )",57630,"(+/- 4092 )",64948,"(+/- 3677 )",23696,"(+/- 2501 )",42237,"(+/- 3089 )",41386,"(+/- 3503 )",25571,"(+/- 2886 )",15436,"(+/- 2107 )",22139,"(+/- 2794 )",21031,"(+/- 2609 )",14365,"(+/- 2220 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",734035,"(+/- 3113 )",692857,"(+/- 8902 )",716458,"(+/- 7753 )",784270,"(+/- 12640 )",702797,"(+/- 13101 )",756868,"(+/- 8536 )",768090,"(+/- 13240 )",751143,"(+/- 3817 )",861529,"(+/- 16824 )",823607,"(+/- 17519 )",754319,"(+/- 13227 )",771149,"(+/- 8390 )",720397,"(+/- 8653 )",771766,"(+/- 12809 )",797287,"(+/- 18864 )",806470,"(+/- 12914 )",763221,"(+/- 10646 )",766237,"(+/- 9797 )",807778,"(+/- 10166 )",762734,"(+/- 15513 )",785291,"(+/- 12011 )",753080,"(+/- 10047 )",750863,"(+/- 8820 )",762181,"(+/- 17076 )",773089,"(+/- 16557 )",788634,"(+/- 16799 )",752554,"(+/- 17262 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",123404,"(+/- 6208 )",126557,"(+/- 5393 )",105470,"(+/- 6507 )",92192,"(+/- 5519 )",106794,"(+/- 6177 )",132480,"(+/- 6480 )",78951,"(+/- 5223 )",129998,"(+/- 7473 )",126687,"(+/- 7835 )",90397,"(+/- 6169 )",147745,"(+/- 6970 )",118059,"(+/- 5907 )",111283,"(+/- 4820 )",93317,"(+/- 5780 )",102883,"(+/- 6531 )",109164,"(+/- 6438 )",139040,"(+/- 6123 )",105898,"(+/- 6592 )",109611,"(+/- 5934 )",84474,"(+/- 6123 )",108644,"(+/- 6430 )",86233,"(+/- 5569 )",69965,"(+/- 5301 )",76433,"(+/- 5968 )",81632,"(+/- 6231 )",72888,"(+/- 5714 )",81279,"(+/- 6555 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",164751,"(+/- 1082 )",145678,"(+/- 3802 )",150212,"(+/- 3707 )",165503,"(+/- 5644 )",166943,"(+/- 5471 )",133558,"(+/- 3491 )",152883,"(+/- 5231 )",135972,"(+/- 1049 )",203016,"(+/- 6669 )",197456,"(+/- 6946 )",120056,"(+/- 6764 )",148971,"(+/- 4079 )",121033,"(+/- 3814 )",161616,"(+/- 6235 )",191914,"(+/- 8178 )",160131,"(+/- 6103 )",133956,"(+/- 6044 )",144333,"(+/- 4975 )",133729,"(+/- 4006 )",182390,"(+/- 8810 )",148919,"(+/- 5954 )",135257,"(+/- 6991 )",162459,"(+/- 6598 )",177177,"(+/- 7633 )",149236,"(+/- 6951 )",165904,"(+/- 8368 )",138161,"(+/- 6966 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",10384,"(+/- 2326 )",9613,"(+/- 1555 )",8117,"(+/- 2212 )",5439,"(+/- 1432 )",10418,"(+/- 2001 )",8367,"(+/- 1741 )",7835,"(+/- 2154 )",7141,"(+/- 2054 )",14423,"(+/- 3140 )",10194,"(+/- 2926 )",7273,"(+/- 1812 )",7248,"(+/- 1421 )",5085,"(+/- 1438 )",7521,"(+/- 1882 )",8273,"(+/- 2110 )",5213,"(+/- 1367 )",7715,"(+/- 1776 )",5368,"(+/- 1947 )",4093,"(+/- 1219 )",6014,"(+/- 1613 )",3832,"(+/- 1109 )",5257,"(+/- 1568 )",5026,"(+/- 1209 )",5477,"(+/- 1334 )",3574,"(+/- 1130 )",5264,"(+/- 1488 )",3788,"(+/- 1308 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",446144,"(+/- 3088 )",407912,"(+/- 7724 )",445963,"(+/- 5775 )",491596,"(+/- 9547 )",444969,"(+/- 10889 )",432198,"(+/- 5828 )",510816,"(+/- 9638 )",430114,"(+/- 3547 )",517315,"(+/- 11753 )",534043,"(+/- 12831 )",357340,"(+/- 8633 )",435965,"(+/- 6148 )",436704,"(+/- 6401 )",508809,"(+/- 8023 )",482527,"(+/- 12548 )",432316,"(+/- 9965 )",388757,"(+/- 8187 )",428412,"(+/- 7528 )",419742,"(+/- 7165 )",475933,"(+/- 12010 )",439822,"(+/- 9540 )",463030,"(+/- 10313 )",461180,"(+/- 9108 )",484565,"(+/- 12496 )",478715,"(+/- 12128 )",507140,"(+/- 11718 )",478720,"(+/- 13427 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",63917,"(+/- 5336 )",64004,"(+/- 4276 )",50674,"(+/- 4103 )",48671,"(+/- 4262 )",59611,"(+/- 5004 )",58087,"(+/- 4668 )",40399,"(+/- 4233 )",58615,"(+/- 6095 )",61279,"(+/- 5505 )",49069,"(+/- 4900 )",47795,"(+/- 3487 )",50066,"(+/- 3680 )",50561,"(+/- 3911 )",49623,"(+/- 3746 )",53796,"(+/- 5033 )",41927,"(+/- 4246 )",52497,"(+/- 4173 )",41638,"(+/- 3856 )",37043,"(+/- 3957 )",41735,"(+/- 4418 )",42163,"(+/- 5133 )",34401,"(+/- 3407 )",27119,"(+/- 3387 )",38193,"(+/- 4319 )",31288,"(+/- 4486 )",33654,"(+/- 3893 )",30536,"(+/- 4223 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",123140,"(+/- 1533 )",139267,"(+/- 3132 )",120283,"(+/- 2750 )",127171,"(+/- 3508 )",90885,"(+/- 3470 )",191112,"(+/- 3697 )",104391,"(+/- 3404 )",185057,"(+/- 1717 )",141198,"(+/- 5890 )",92108,"(+/- 3759 )",276923,"(+/- 4590 )",186213,"(+/- 4286 )",162660,"(+/- 4282 )",101341,"(+/- 4571 )",122846,"(+/- 5748 )",214023,"(+/- 5273 )",240508,"(+/- 5550 )",193492,"(+/- 4527 )",254307,"(+/- 4705 )",104411,"(+/- 4748 )",196550,"(+/- 5442 )",154793,"(+/- 6305 )",127224,"(+/- 5031 )",100439,"(+/- 5243 )",145138,"(+/- 6986 )",115590,"(+/- 6441 )",135673,"(+/- 5640 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",49103,"(+/- 3049 )",52940,"(+/- 2776 )",46679,"(+/- 2870 )",38082,"(+/- 3287 )",36765,"(+/- 3219 )",66026,"(+/- 3453 )",30717,"(+/- 3237 )",64242,"(+/- 3422 )",50985,"(+/- 4191 )",31134,"(+/- 3001 )",92677,"(+/- 5415 )",60745,"(+/- 3828 )",55637,"(+/- 3375 )",36173,"(+/- 2877 )",40814,"(+/- 3407 )",62024,"(+/- 3786 )",78828,"(+/- 4194 )",58892,"(+/- 4688 )",68475,"(+/- 4127 )",36725,"(+/- 3182 )",62649,"(+/- 3743 )",46575,"(+/- 3605 )",37820,"(+/- 3548 )",32763,"(+/- 3401 )",46770,"(+/- 4154 )",33970,"(+/- 3422 )",46955,"(+/- 3565 )"
People,"Residence 1 Year Ago","Population 1 year and over",760680,"(+/- 2061 )",724403,"(+/- 8928 )",733061,"(+/- 7186 )",791629,"(+/- 12513 )",718450,"(+/- 12907 )",757259,"(+/- 7788 )",764786,"(+/- 13101 )",752510,"(+/- 3801 )",859420,"(+/- 16726 )",819215,"(+/- 16773 )",765345,"(+/- 12580 )",772254,"(+/- 8701 )",724564,"(+/- 8827 )",767224,"(+/- 12708 )",796389,"(+/- 18735 )",805673,"(+/- 12656 )",771593,"(+/- 10757 )",766647,"(+/- 9793 )",807968,"(+/- 10113 )",764529,"(+/- 15433 )",778928,"(+/- 12005 )",751438,"(+/- 9985 )",746386,"(+/- 9159 )",762312,"(+/- 17591 )",771892,"(+/- 16383 )",790716,"(+/- 16746 )",747100,"(+/- 17071 )"
People,"Residence 1 Year Ago","Same house",617721,"(+/- 8489 )",603007,"(+/- 9665 )",605494,"(+/- 11144 )",646135,"(+/- 16720 )",569069,"(+/- 13300 )",643874,"(+/- 10914 )",647268,"(+/- 13320 )",646247,"(+/- 8449 )",741589,"(+/- 19006 )",680635,"(+/- 19245 )",652581,"(+/- 13443 )",650264,"(+/- 9629 )",614406,"(+/- 10009 )",603896,"(+/- 15741 )",672495,"(+/- 19753 )",681531,"(+/- 13177 )",665859,"(+/- 11136 )",657475,"(+/- 14657 )",690248,"(+/- 12590 )",648126,"(+/- 17731 )",666616,"(+/- 15693 )",616908,"(+/- 12899 )",643101,"(+/- 13291 )",663744,"(+/- 17818 )",676979,"(+/- 17518 )",705086,"(+/- 19785 )",643994,"(+/- 18056 )"
People,"Residence 1 Year Ago","Different house in the U.S.",138465,"(+/- 8441 )",120133,"(+/- 8647 )",121595,"(+/- 9847 )",138631,"(+/- 12185 )",145215,"(+/- 10685 )",107861,"(+/- 8329 )",108427,"(+/- 8884 )",101773,"(+/- 8328 )",101530,"(+/- 9841 )",119816,"(+/- 12649 )",110502,"(+/- 9793 )",118079,"(+/- 9376 )",104608,"(+/- 8305 )",151703,"(+/- 10470 )",112653,"(+/- 11751 )",118271,"(+/- 9287 )",101936,"(+/- 8003 )",103525,"(+/- 11115 )",111326,"(+/- 10124 )",103755,"(+/- 8748 )",101747,"(+/- 10175 )",118762,"(+/- 10211 )",87308,"(+/- 8824 )",85707,"(+/- 9958 )",79137,"(+/- 8798 )",73273,"(+/- 9216 )",83119,"(+/- 7795 )"
People,"Residence 1 Year Ago","Same county",69105,"(+/- 6396 )",62090,"(+/- 6569 )",52484,"(+/- 6061 )",72878,"(+/- 8942 )",95967,"(+/- 10189 )",51924,"(+/- 6287 )",53656,"(+/- 7039 )",56826,"(+/- 7383 )",50753,"(+/- 7360 )",74846,"(+/- 9523 )",47125,"(+/- 6085 )",62979,"(+/- 7077 )",71336,"(+/- 6751 )",104320,"(+/- 10387 )",61711,"(+/- 8513 )",68696,"(+/- 7933 )",48282,"(+/- 5801 )",54964,"(+/- 8239 )",66088,"(+/- 9217 )",78262,"(+/- 8833 )",65635,"(+/- 7899 )",77482,"(+/- 8240 )",51343,"(+/- 7439 )",67865,"(+/- 9512 )",58393,"(+/- 8025 )",57061,"(+/- 8209 )",64235,"(+/- 7287 )"
People,"Residence 1 Year Ago","Different county",69360,"(+/- 6704 )",58043,"(+/- 4906 )",69111,"(+/- 6622 )",65753,"(+/- 8921 )",49248,"(+/- 6436 )",55937,"(+/- 5564 )",54771,"(+/- 5393 )",44947,"(+/- 5965 )",50777,"(+/- 6094 )",44970,"(+/- 7572 )",63377,"(+/- 8192 )",55100,"(+/- 5445 )",33272,"(+/- 4252 )",47383,"(+/- 5481 )",50942,"(+/- 7409 )",49575,"(+/- 4778 )",53654,"(+/- 5636 )",48561,"(+/- 7328 )",45238,"(+/- 5846 )",25493,"(+/- 4587 )",36112,"(+/- 4200 )",41280,"(+/- 5477 )",35965,"(+/- 5600 )",17842,"(+/- 3402 )",20744,"(+/- 5118 )",16212,"(+/- 3709 )",18884,"(+/- 3298 )"
People,"Residence 1 Year Ago","Same state",23884,"(+/- 2757 )",39794,"(+/- 3848 )",53437,"(+/- 5668 )",33830,"(+/- 7937 )",35209,"(+/- 5152 )",32062,"(+/- 4360 )",37165,"(+/- 4240 )",18763,"(+/- 3922 )",29019,"(+/- 5261 )",24766,"(+/- 5513 )",36054,"(+/- 6768 )",27789,"(+/- 4505 )",12393,"(+/- 2391 )",24120,"(+/- 3770 )",27126,"(+/- 5706 )",21252,"(+/- 2633 )",26435,"(+/- 3916 )",29132,"(+/- 5968 )",15439,"(+/- 4026 )",15653,"(+/- 3663 )",15976,"(+/- 3134 )",20421,"(+/- 3892 )",20516,"(+/- 4354 )",11794,"(+/- 2685 )",9223,"(+/- 2986 )",7731,"(+/- 2181 )",7092,"(+/- 1674 )"
People,"Residence 1 Year Ago","Different state",45476,"(+/- 6160 )",18249,"(+/- 3215 )",15674,"(+/- 4057 )",31923,"(+/- 4257 )",14039,"(+/- 2792 )",23875,"(+/- 3567 )",17606,"(+/- 3315 )",26184,"(+/- 4395 )",21758,"(+/- 4332 )",20204,"(+/- 4582 )",27323,"(+/- 4804 )",27311,"(+/- 3606 )",20879,"(+/- 3265 )",23263,"(+/- 3727 )",23816,"(+/- 4800 )",28323,"(+/- 4102 )",27219,"(+/- 4581 )",19429,"(+/- 4216 )",29799,"(+/- 4641 )",9840,"(+/- 2670 )",20136,"(+/- 3424 )",20859,"(+/- 3969 )",15449,"(+/- 3536 )",6048,"(+/- 1637 )",11521,"(+/- 4391 )",8481,"(+/- 2464 )",11792,"(+/- 2938 )"
People,"Residence 1 Year Ago",Abroad,4494,"(+/- 2224 )",1263,"(+/- 670 )",5972,"(+/- 1799 )",6863,"(+/- 2574 )",4166,"(+/- 1732 )",5524,"(+/- 2369 )",9091,"(+/- 3145 )",4490,"(+/- 1472 )",16301,"(+/- 4727 )",18764,"(+/- 4950 )",2262,"(+/- 1040 )",3911,"(+/- 1454 )",5550,"(+/- 2067 )",11625,"(+/- 3000 )",11241,"(+/- 4047 )",5871,"(+/- 2028 )",3798,"(+/- 1461 )",5647,"(+/- 2392 )",6394,"(+/- 2182 )",12648,"(+/- 4286 )",10565,"(+/- 3129 )",15768,"(+/- 4091 )",15977,"(+/- 4474 )",12861,"(+/- 3761 )",15776,"(+/- 3748 )",12357,"(+/- 2970 )",19987,"(+/- 4082 )"
Workers,"Employment Status","Population 16 years and over",623465,"(+/- 1948 )",603330,"(+/- 7758 )",606247,"(+/- 6093 )",653863,"(+/- 9542 )",580687,"(+/- 10701 )",647241,"(+/- 7024 )",639338,"(+/- 10322 )",637227,"(+/- 3366 )",691506,"(+/- 14385 )",653650,"(+/- 13485 )",665423,"(+/- 9829 )",649733,"(+/- 7391 )",622623,"(+/- 7108 )",633499,"(+/- 10423 )",633739,"(+/- 14481 )",671572,"(+/- 10147 )",658352,"(+/- 8571 )",645623,"(+/- 8987 )",697046,"(+/- 9043 )",612886,"(+/- 13403 )",655913,"(+/- 10310 )",637488,"(+/- 11408 )",613041,"(+/- 9119 )",613731,"(+/- 15065 )",646506,"(+/- 13948 )",653192,"(+/- 13001 )",633711,"(+/- 14948 )"
Workers,"Employment Status","In labor force",378058,"(+/- 5268 )",313921,"(+/- 8049 )",341809,"(+/- 8499 )",426864,"(+/- 10557 )",348372,"(+/- 10588 )",334012,"(+/- 8191 )",408455,"(+/- 9287 )",336636,"(+/- 7702 )",410698,"(+/- 11963 )",444900,"(+/- 12307 )",274328,"(+/- 10252 )",353977,"(+/- 7872 )",366981,"(+/- 7797 )",414812,"(+/- 8258 )",388256,"(+/- 11670 )",361356,"(+/- 10519 )",304289,"(+/- 8659 )",360267,"(+/- 8645 )",359344,"(+/- 8326 )",396377,"(+/- 10455 )",384227,"(+/- 9094 )",409596,"(+/- 11175 )",386254,"(+/- 9623 )",380518,"(+/- 11016 )",397831,"(+/- 11428 )",411525,"(+/- 12131 )",399822,"(+/- 11710 )"
Workers,"Employment Status","Civilian labor force",358862,"(+/- 5401 )",310533,"(+/- 7955 )",340385,"(+/- 8541 )",415847,"(+/- 10565 )",346156,"(+/- 10606 )",333652,"(+/- 8136 )",407928,"(+/- 9385 )",335405,"(+/- 7823 )",410315,"(+/- 11977 )",444351,"(+/- 12362 )",274220,"(+/- 10304 )",353232,"(+/- 7831 )",365525,"(+/- 7661 )",412239,"(+/- 8179 )",387376,"(+/- 11604 )",360190,"(+/- 10502 )",304128,"(+/- 8661 )",359890,"(+/- 8640 )",358993,"(+/- 8256 )",396261,"(+/- 10451 )",383991,"(+/- 9099 )",409374,"(+/- 11158 )",384962,"(+/- 9624 )",380497,"(+/- 11014 )",397330,"(+/- 11554 )",409666,"(+/- 12153 )",399679,"(+/- 11737 )"
Workers,"Employment Status",Employed,339861,"(+/- 5650 )",290713,"(+/- 7648 )",321154,"(+/- 8617 )",396928,"(+/- 10071 )",318365,"(+/- 10442 )",317464,"(+/- 7787 )",390986,"(+/- 9191 )",320196,"(+/- 7614 )",390469,"(+/- 11638 )",420067,"(+/- 12434 )",254073,"(+/- 10311 )",334278,"(+/- 7296 )",345555,"(+/- 7620 )",388857,"(+/- 7997 )",369385,"(+/- 11088 )",343667,"(+/- 10474 )",287683,"(+/- 8472 )",342418,"(+/- 8472 )",341618,"(+/- 8645 )",369464,"(+/- 10460 )",361532,"(+/- 9245 )",385718,"(+/- 10958 )",363808,"(+/- 9172 )",344706,"(+/- 10955 )",381212,"(+/- 11018 )",387160,"(+/- 11686 )",381405,"(+/- 11387 )"
Workers,"Employment Status",Unemployed,19001,"(+/- 2548 )",19820,"(+/- 3133 )",19231,"(+/- 2769 )",18919,"(+/- 3049 )",27791,"(+/- 3567 )",16188,"(+/- 2388 )",16942,"(+/- 2474 )",15209,"(+/- 2518 )",19846,"(+/- 3187 )",24284,"(+/- 3653 )",20147,"(+/- 3485 )",18954,"(+/- 2344 )",19970,"(+/- 2774 )",23382,"(+/- 2854 )",17991,"(+/- 2782 )",16523,"(+/- 2268 )",16445,"(+/- 2989 )",17472,"(+/- 2409 )",17375,"(+/- 2522 )",26797,"(+/- 3481 )",22459,"(+/- 3155 )",23656,"(+/- 2680 )",21154,"(+/- 3374 )",35791,"(+/- 4214 )",16118,"(+/- 2918 )",22506,"(+/- 3288 )",18274,"(+/- 2704 )"
Workers,"Employment Status","Armed Forces",19196,"(+/- 1795 )",3388,"(+/- 807 )",1424,"(+/- 679 )",11017,"(+/- 1855 )",2216,"(+/- 1382 )",360,"(+/- 357 )",527,"(+/- 433 )",1231,"(+/- 500 )",383,"(+/- 354 )",549,"(+/- 446 )",108,"(+/- 167 )",745,"(+/- 527 )",1456,"(+/- 640 )",2573,"(+/- 866 )",880,"(+/- 485 )",1166,"(+/- 465 )",161,"(+/- 200 )",377,"(+/- 298 )",351,"(+/- 384 )",116,"(+/- 143 )",236,"(+/- 212 )",222,"(+/- 178 )",1292,"(+/- 638 )",21,"(+/- 36 )",501,"(+/- 532 )",1859,"(+/- 790 )",143,"(+/- 161 )"
Workers,"Employment Status","Not in labor force",245407,"(+/- 5408 )",289409,"(+/- 7276 )",264438,"(+/- 8431 )",226999,"(+/- 8331 )",232315,"(+/- 7764 )",313229,"(+/- 6857 )",230883,"(+/- 8245 )",300591,"(+/- 7837 )",280808,"(+/- 9303 )",208750,"(+/- 8065 )",391095,"(+/- 9507 )",295756,"(+/- 7617 )",255642,"(+/- 6859 )",218687,"(+/- 8114 )",245483,"(+/- 9996 )",310216,"(+/- 9201 )",354063,"(+/- 8315 )",285356,"(+/- 8374 )",337702,"(+/- 7717 )",216509,"(+/- 9110 )",271686,"(+/- 7663 )",227892,"(+/- 8405 )",226787,"(+/- 7613 )",233213,"(+/- 8881 )",248675,"(+/- 10857 )",241667,"(+/- 9968 )",233889,"(+/- 9717 )"
Workers,"Employment Status","Civilian labor force",358862,"(+/- 5401 )",310533,"(+/- 7955 )",340385,"(+/- 8541 )",415847,"(+/- 10565 )",346156,"(+/- 10606 )",333652,"(+/- 8136 )",407928,"(+/- 9385 )",335405,"(+/- 7823 )",410315,"(+/- 11977 )",444351,"(+/- 12362 )",274220,"(+/- 10304 )",353232,"(+/- 7831 )",365525,"(+/- 7661 )",412239,"(+/- 8179 )",387376,"(+/- 11604 )",360190,"(+/- 10502 )",304128,"(+/- 8661 )",359890,"(+/- 8640 )",358993,"(+/- 8256 )",396261,"(+/- 10451 )",383991,"(+/- 9099 )",409374,"(+/- 11158 )",384962,"(+/- 9624 )",380497,"(+/- 11014 )",397330,"(+/- 11554 )",409666,"(+/- 12153 )",399679,"(+/- 11737 )"
Workers,"Employment Status","Unemployment Rate",5.3,"(+/- 0.7 )",6.4,"(+/- 1.0 )",5.6,"(+/- 0.8 )",4.5,"(+/- 0.7 )",8.0,"(+/- 1.0 )",4.9,"(+/- 0.7 )",4.2,"(+/- 0.6 )",4.5,"(+/- 0.7 )",4.8,"(+/- 0.8 )",5.5,"(+/- 0.8 )",7.3,"(+/- 1.2 )",5.4,"(+/- 0.6 )",5.5,"(+/- 0.7 )",5.7,"(+/- 0.7 )",4.6,"(+/- 0.7 )",4.6,"(+/- 0.6 )",5.4,"(+/- 1.0 )",4.9,"(+/- 0.7 )",4.8,"(+/- 0.7 )",6.8,"(+/- 0.9 )",5.8,"(+/- 0.8 )",5.8,"(+/- 0.6 )",5.5,"(+/- 0.8 )",9.4,"(+/- 1.1 )",4.1,"(+/- 0.7 )",5.5,"(+/- 0.8 )",4.6,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",351250,"(+/- 6034 )",287497,"(+/- 7816 )",314640,"(+/- 8733 )",401327,"(+/- 10236 )",315606,"(+/- 10490 )",312854,"(+/- 7762 )",384760,"(+/- 9331 )",315583,"(+/- 7432 )",378894,"(+/- 11038 )",411599,"(+/- 12373 )",249763,"(+/- 10147 )",329573,"(+/- 7504 )",340581,"(+/- 7918 )",381285,"(+/- 8027 )",363832,"(+/- 10868 )",339663,"(+/- 10552 )",283126,"(+/- 8464 )",334815,"(+/- 8502 )",334702,"(+/- 8753 )",363165,"(+/- 10473 )",355372,"(+/- 9325 )",377432,"(+/- 11041 )",356854,"(+/- 9273 )",338943,"(+/- 11093 )",375213,"(+/- 10946 )",380758,"(+/- 11298 )",375994,"(+/- 11342 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",280642,"(+/- 7009 )",237582,"(+/- 6883 )",249005,"(+/- 8334 )",327834,"(+/- 9491 )",248267,"(+/- 9137 )",255636,"(+/- 7961 )",310893,"(+/- 9423 )",252841,"(+/- 7493 )",309493,"(+/- 10437 )",314503,"(+/- 10614 )",198955,"(+/- 9332 )",264441,"(+/- 6573 )",261206,"(+/- 7168 )",302150,"(+/- 8093 )",300509,"(+/- 9111 )",270558,"(+/- 9856 )",228857,"(+/- 8253 )",267877,"(+/- 8779 )",265386,"(+/- 9341 )",294702,"(+/- 10440 )",271043,"(+/- 8640 )",299092,"(+/- 10210 )",295292,"(+/- 9556 )",264935,"(+/- 9410 )",287374,"(+/- 10068 )",299560,"(+/- 11244 )",265301,"(+/- 10345 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",34592,"(+/- 4347 )",27621,"(+/- 3799 )",24628,"(+/- 2888 )",30224,"(+/- 4638 )",32011,"(+/- 4310 )",25112,"(+/- 3384 )",34166,"(+/- 4232 )",24970,"(+/- 3705 )",36704,"(+/- 5442 )",41828,"(+/- 5226 )",23893,"(+/- 3288 )",26716,"(+/- 3335 )",30335,"(+/- 3438 )",34224,"(+/- 3002 )",30280,"(+/- 4006 )",29459,"(+/- 3939 )",26959,"(+/- 3551 )",32554,"(+/- 4299 )",33342,"(+/- 4781 )",35140,"(+/- 4503 )",40448,"(+/- 4606 )",31785,"(+/- 4247 )",27260,"(+/- 3164 )",27119,"(+/- 3813 )",41772,"(+/- 4750 )",39451,"(+/- 5077 )",27836,"(+/- 3426 )"
