Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",73315,"(+/- 6719 )",28970,"(+/- 4703 )",56247,"(+/- 5373 )",78714,"(+/- 6278 )",90095,"(+/- 6570 )",56652,"(+/- 4893 )",82963,"(+/- 6344 )",81315,"(+/- 4898 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",168684,"(+/- 5225 )",170513,"(+/- 6427 )",198362,"(+/- 5177 )",184146,"(+/- 3543 )",186550,"(+/- 3814 )",193057,"(+/- 4522 )",189529,"(+/- 2620 )",173884,"(+/- 2962 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6765,"(+/- 2228 )",4928,"(+/- 2231 )",7472,"(+/- 1697 )",12725,"(+/- 2417 )",12032,"(+/- 3220 )",8488,"(+/- 1566 )",13232,"(+/- 2953 )",8864,"(+/- 1764 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.1,"(+/- 1.7 )",4.1,"(+/- 0.8 )",6.7,"(+/- 1.0 )",8.7,"(+/- 1.1 )",10.7,"(+/- 1.2 )",6.8,"(+/- 0.8 )",10.3,"(+/- 1.1 )",14.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.5,"(+/- 2.9 )",6.1,"(+/- 1.4 )",11.8,"(+/- 2.0 )",14.1,"(+/- 2.0 )",17.9,"(+/- 2.3 )",10.5,"(+/- 1.6 )",17.6,"(+/- 1.9 )",23.4,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",24.8,"(+/- 6.7 )",9.4,"(+/- 4.3 )",11.1,"(+/- 4.3 )",10.9,"(+/- 4.1 )",11.7,"(+/- 4.2 )",11.8,"(+/- 3.6 )",18.5,"(+/- 5.2 )",26.6,"(+/- 5.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.4,"(+/- 1.2 )",2.1,"(+/- 0.6 )",2.7,"(+/- 0.7 )",4.3,"(+/- 0.8 )",4.2,"(+/- 0.8 )",3.7,"(+/- 0.7 )",5.2,"(+/- 1.0 )",7.4,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.2,"(+/- 2.5 )",2.3,"(+/- 0.9 )",3.4,"(+/- 1.2 )",6.1,"(+/- 1.5 )",5.4,"(+/- 1.8 )",4.8,"(+/- 1.2 )",7.4,"(+/- 1.8 )",9.2,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.2,"(+/- 5.0 )",2.2,"(+/- 1.7 )",2.3,"(+/- 2.2 )",5.8,"(+/- 3.2 )",1.9,"(+/- 1.7 )",6.4,"(+/- 3.7 )",4.2,"(+/- 3.2 )",7.3,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",25.7,"(+/- 4.0 )",15.0,"(+/- 4.3 )",28.0,"(+/- 4.9 )",25.7,"(+/- 3.9 )",28.6,"(+/- 4.0 )",21.2,"(+/- 3.3 )",32.3,"(+/- 4.3 )",39.2,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",34.3,"(+/- 5.3 )",19.3,"(+/- 6.0 )",40.1,"(+/- 6.3 )",31.9,"(+/- 5.4 )",39.6,"(+/- 5.5 )",26.7,"(+/- 4.4 )",43.5,"(+/- 5.8 )",51.9,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",49.5,"(+/- 12.7 )",42.8,"(+/- 26.1 )",44.8,"(+/- 15.1 )",32.3,"(+/- 16.4 )",41.3,"(+/- 13.5 )",20.7,"(+/- 9.3 )",51.9,"(+/- 16.6 )",61.2,"(+/- 14.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.8,"(+/- 1.5 )",5.8,"(+/- 0.8 )",9.8,"(+/- 1.0 )",14.0,"(+/- 0.9 )",14.7,"(+/- 1.1 )",10.8,"(+/- 0.8 )",15.1,"(+/- 1.1 )",20.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",25.6,"(+/- 3.6 )",6.2,"(+/- 1.4 )",14.5,"(+/- 2.3 )",17.6,"(+/- 2.2 )",23.3,"(+/- 3.1 )",13.2,"(+/- 1.8 )",21.6,"(+/- 2.5 )",27.7,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.1,"(+/- 3.6 )",6.1,"(+/- 1.4 )",13.5,"(+/- 2.3 )",17.2,"(+/- 2.2 )",23.2,"(+/- 3.0 )",12.8,"(+/- 1.8 )",21.1,"(+/- 2.5 )",27.1,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",28.1,"(+/- 6.0 )",6.9,"(+/- 2.3 )",15.4,"(+/- 3.2 )",17.3,"(+/- 3.8 )",20.5,"(+/- 3.3 )",18.0,"(+/- 2.8 )",25.8,"(+/- 4.0 )",31.7,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",23.8,"(+/- 3.7 )",5.8,"(+/- 1.5 )",12.9,"(+/- 2.5 )",17.1,"(+/- 2.4 )",24.2,"(+/- 3.5 )",11.0,"(+/- 1.8 )",19.3,"(+/- 2.9 )",25.5,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.7,"(+/- 1.2 )",5.7,"(+/- 0.7 )",8.3,"(+/- 0.8 )",12.9,"(+/- 0.8 )",12.1,"(+/- 0.8 )",10.0,"(+/- 0.7 )",13.2,"(+/- 1.0 )",17.9,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.6,"(+/- 1.6 )",5.5,"(+/- 0.9 )",6.7,"(+/- 1.2 )",7.4,"(+/- 1.2 )",9.4,"(+/- 1.4 )",8.1,"(+/- 1.1 )",8.1,"(+/- 1.5 )",14.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.9,"(+/- 2.0 )",4.1,"(+/- 0.8 )",7.2,"(+/- 1.0 )",9.9,"(+/- 1.1 )",12.6,"(+/- 1.4 )",7.7,"(+/- 0.9 )",11.8,"(+/- 1.3 )",16.3,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.7,"(+/- 2.2 )",13.6,"(+/- 1.7 )",22.9,"(+/- 2.2 )",29.3,"(+/- 2.0 )",20.7,"(+/- 1.5 )",24.5,"(+/- 2.0 )",28.9,"(+/- 2.0 )",36.4,"(+/- 2.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",181147,"(+/- 6586 )",177635,"(+/- 8025 )",193654,"(+/- 6491 )",195929,"(+/- 4637 )",180274,"(+/- 5216 )",193836,"(+/- 5731 )",195371,"(+/- 4850 )",166388,"(+/- 4346 )"
Education,"School Enrollment","Nursery school, preschool",12992,"(+/- 2156 )",13532,"(+/- 1908 )",12392,"(+/- 1800 )",11876,"(+/- 1811 )",14646,"(+/- 1946 )",11658,"(+/- 1810 )",10695,"(+/- 2079 )",8562,"(+/- 1294 )"
Education,"School Enrollment",Kindergarten,5910,"(+/- 1418 )",7858,"(+/- 1179 )",9815,"(+/- 1738 )",7474,"(+/- 1186 )",9653,"(+/- 1571 )",9388,"(+/- 1402 )",9826,"(+/- 1852 )",9049,"(+/- 1270 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71389,"(+/- 3379 )",72584,"(+/- 3871 )",87510,"(+/- 3736 )",77189,"(+/- 3390 )",81439,"(+/- 3093 )",81356,"(+/- 3377 )",77891,"(+/- 2668 )",74170,"(+/- 2907 )"
Education,"School Enrollment","High school (grades 9-12)",35060,"(+/- 2491 )",42064,"(+/- 2635 )",43972,"(+/- 2813 )",39279,"(+/- 3218 )",34621,"(+/- 2104 )",42829,"(+/- 2222 )",39387,"(+/- 2145 )",37244,"(+/- 2239 )"
Education,"School Enrollment","College or graduate school",55796,"(+/- 4414 )",41597,"(+/- 4042 )",39965,"(+/- 3930 )",60111,"(+/- 3688 )",39915,"(+/- 3005 )",48605,"(+/- 3707 )",57572,"(+/- 3479 )",37363,"(+/- 3449 )"
Education,"Educational Attainment","Population 25 years and over",496026,"(+/- 6921 )",547053,"(+/- 7704 )",537319,"(+/- 5703 )",501284,"(+/- 4631 )",525717,"(+/- 4865 )",518640,"(+/- 5669 )",516816,"(+/- 2880 )",507420,"(+/- 4130 )"
Education,"Educational Attainment","Less than 9th grade",12643,"(+/- 1652 )",9311,"(+/- 1498 )",13075,"(+/- 2416 )",18235,"(+/- 2600 )",17078,"(+/- 2062 )",13684,"(+/- 1743 )",15087,"(+/- 2049 )",29959,"(+/- 2877 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",40037,"(+/- 4011 )",15780,"(+/- 2432 )",38735,"(+/- 4387 )",35886,"(+/- 2755 )",40614,"(+/- 3435 )",31474,"(+/- 2792 )",42396,"(+/- 3825 )",53545,"(+/- 3755 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",129961,"(+/- 6040 )",99695,"(+/- 5473 )",172964,"(+/- 5449 )",170832,"(+/- 6468 )",163700,"(+/- 6556 )",177164,"(+/- 5397 )",165408,"(+/- 5335 )",197781,"(+/- 6453 )"
Education,"Educational Attainment","Some college, no degree",116076,"(+/- 6285 )",110211,"(+/- 5478 )",117457,"(+/- 5170 )",105420,"(+/- 5253 )",122222,"(+/- 5382 )",114576,"(+/- 3924 )",122269,"(+/- 5208 )",104731,"(+/- 4996 )"
Education,"Educational Attainment","Associate's degree",39092,"(+/- 4005 )",41354,"(+/- 2815 )",49859,"(+/- 3540 )",40576,"(+/- 3432 )",36418,"(+/- 3134 )",38352,"(+/- 2769 )",42255,"(+/- 3435 )",38524,"(+/- 2946 )"
Education,"Educational Attainment","Bachelor's degree",88670,"(+/- 3990 )",156037,"(+/- 5541 )",95236,"(+/- 5362 )",79926,"(+/- 5358 )",93044,"(+/- 4798 )",90204,"(+/- 4485 )",86411,"(+/- 5274 )",54269,"(+/- 4110 )"
Education,"Educational Attainment","Graduate or professional degree",69547,"(+/- 4405 )",114665,"(+/- 4866 )",49993,"(+/- 3515 )",50409,"(+/- 3164 )",52641,"(+/- 3223 )",53186,"(+/- 3255 )",42990,"(+/- 3683 )",28611,"(+/- 3023 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.4,"(+/- 0.9 )",95.4,"(+/- 0.5 )",90.4,"(+/- 0.9 )",89.2,"(+/- 0.7 )",89.0,"(+/- 0.8 )",91.3,"(+/- 0.7 )",88.9,"(+/- 0.8 )",83.5,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.9,"(+/- 1.2 )",49.5,"(+/- 1.2 )",27.0,"(+/- 1.0 )",26.0,"(+/- 1.1 )",27.7,"(+/- 1.1 )",27.6,"(+/- 0.9 )",25.0,"(+/- 1.1 )",16.3,"(+/- 0.8 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",420406,G,449312,G,235609,G,206614,G,396409,G,221379,G,304304,G,206587,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",e,D,72,H,85,G,181,H,107,H,216,H,178,H,478,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",45,J,244,H,471,G,280,H,337,J,290,G,369,G,1456,H
Business,"Paid employees for pay period including March 12",Utilities,4259,J,1131,H,2298,J,1561,G,g,D,1380,H,1408,G,1551,J
Business,"Paid employees for pay period including March 12",Construction,19886,G,20283,G,18014,G,10552,G,21247,G,10710,G,11824,G,8934,G
Business,"Paid employees for pay period including March 12",Manufacturing,45102,G,18055,G,33316,G,25364,G,31375,G,37652,G,36887,G,32700,G
Business,"Paid employees for pay period including March 12","Wholesale trade",26204,G,18749,G,10613,G,6222,G,27322,H,9248,G,17185,G,8462,G
Business,"Paid employees for pay period including March 12","Retail trade",32063,G,56425,G,39522,G,36992,G,43516,G,35966,G,44751,G,35225,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",18113,G,5985,G,8081,G,7078,G,14156,G,8992,G,16582,G,8135,G
Business,"Paid employees for pay period including March 12",Information,9322,G,14326,G,4288,G,3262,G,12589,H,3513,G,7316,H,2685,G
Business,"Paid employees for pay period including March 12","Finance and insurance",18061,H,34824,G,8145,G,12237,G,25371,G,9158,G,11172,G,7534,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5905,G,8414,G,2551,G,2631,G,6160,G,3172,G,5472,G,2586,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",23197,G,42418,G,10102,G,8140,G,41520,G,7366,G,12646,G,4603,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",25498,G,36883,H,2746,H,997,G,7837,G,2547,G,7962,G,1907,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",30120,G,30902,G,11526,G,8070,G,22318,G,9488,G,18530,G,6640,G
Business,"Paid employees for pay period including March 12","Educational services",31943,H,11769,G,6528,H,4172,G,8600,G,4841,G,5049,G,816,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",67028,G,72614,H,33979,G,41444,G,65237,G,36620,G,51859,G,50029,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",7903,G,10376,G,3708,G,2041,H,6542,G,3318,G,5361,G,1779,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",37931,G,44955,G,27850,G,26311,G,39972,G,26074,G,35452,G,21675,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",17231,G,20761,G,11700,G,8966,G,20103,G,10685,G,14011,G,8914,G
Business,"Paid employees for pay period including March 12","Industries not classified",299,J,126,J,86,J,113,J,128,J,143,J,290,J,478,J
Business,"Annual payroll ($1,000)","Total for all sectors",22980021,G,23972703,G,9003811,G,7008651,G,20048329,G,8606739,G,11398689,G,6766860,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,1257,G,1666,H,5504,G,4485,H,10281,G,3726,G,21421,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",2518,G,16260,H,25690,G,14808,H,31252,J,15765,G,16137,G,89023,H
Business,"Annual payroll ($1,000)",Utilities,477921,J,108771,H,257566,J,127303,G,D,D,128706,H,118103,G,120733,H
Business,"Annual payroll ($1,000)",Construction,1475189,G,1294191,G,918757,G,504230,G,1451481,G,581082,G,530370,G,397394,G
Business,"Annual payroll ($1,000)",Manufacturing,3228804,H,1037742,G,1912899,G,1042555,G,1776168,H,2122047,G,1605362,G,1329712,G
Business,"Annual payroll ($1,000)","Wholesale trade",1706964,G,1502968,G,536930,G,278070,G,1148654,G,500556,G,820274,G,371351,G
Business,"Annual payroll ($1,000)","Retail trade",990311,G,1545073,G,988627,G,895600,G,1152419,G,869082,G,1116021,G,849962,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",818706,G,289178,G,354008,G,240565,G,600051,G,356450,H,687895,G,328261,G
Business,"Annual payroll ($1,000)",Information,699866,H,1171659,G,203593,G,132684,G,967163,H,130652,G,349809,H,117694,H
Business,"Annual payroll ($1,000)","Finance and insurance",1417223,H,3183630,G,401133,G,768911,G,2062663,G,491775,G,530267,G,349889,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",267235,G,478204,G,90806,G,82257,G,325281,G,112976,G,177851,G,71657,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1855012,G,3187503,G,422528,G,359452,G,3616051,H,352861,G,679469,G,166765,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",2785294,H,3146225,H,235586,H,61793,G,666832,G,305919,H,712652,G,105433,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",803116,G,1271616,G,353813,G,217956,G,677601,G,319843,G,489693,G,170100,G
Business,"Annual payroll ($1,000)","Educational services",1929612,H,364098,G,156538,H,96082,H,271810,G,132207,G,122953,H,17130,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2550489,H,3775781,H,1307977,G,1575292,G,3187458,G,1442150,G,2390005,G,1733899,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",658490,G,197741,G,67460,G,31315,G,551328,G,53914,G,115725,G,38232,H
Business,"Annual payroll ($1,000)","Accommodation and food services",677958,G,780486,G,439774,G,373455,G,747939,G,406258,G,588794,G,286948,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",624658,G,618291,G,327564,G,199743,G,607091,G,272970,G,341967,G,199135,G
Business,"Annual payroll ($1,000)","Industries not classified",3489,G,2029,G,896,G,1076,G,1543,G,1245,G,1616,G,2121,G
Business,"Total Establishments","Total for all sectors",24963,X,25312,X,17725,X,16471,X,21603,X,16496,X,19520,X,18215,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",2,X,11,X,26,X,53,X,15,X,46,X,25,X,106,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,12,X,44,X,44,X,15,X,43,X,31,X,64,X
Business,"Total Establishments",Utilities,32,X,24,X,52,X,58,X,27,X,61,X,47,X,74,X
Business,"Total Establishments",Construction,1028,X,1817,X,2427,X,1782,X,1480,X,1635,X,1673,X,1414,X
Business,"Total Establishments",Manufacturing,822,X,610,X,791,X,622,X,769,X,541,X,815,X,863,X
Business,"Total Establishments","Wholesale trade",1162,X,1437,X,787,X,593,X,1169,X,766,X,905,X,708,X
Business,"Total Establishments","Retail trade",2116,X,2956,X,2555,X,2538,X,2557,X,2418,X,3051,X,2831,X
Business,"Total Establishments","Transportation and warehousing",530,X,469,X,534,X,524,X,535,X,652,X,709,X,761,X
Business,"Total Establishments",Information,320,X,465,X,242,X,270,X,397,X,263,X,296,X,265,X
Business,"Total Establishments","Finance and insurance",806,X,2484,X,1158,X,1102,X,1359,X,1249,X,1328,X,1180,X
Business,"Total Establishments","Real estate and rental and leasing",744,X,1225,X,662,X,661,X,869,X,667,X,905,X,566,X
Business,"Total Establishments","Professional, scientific, and technical services",1822,X,3290,X,1361,X,1167,X,2478,X,1294,X,1522,X,930,X
Business,"Total Establishments","Management of companies and enterprises",298,X,581,X,72,X,59,X,195,X,75,X,137,X,78,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",915,X,1501,X,1010,X,775,X,1046,X,772,X,928,X,555,X
Business,"Total Establishments","Educational services",278,X,343,X,183,X,141,X,269,X,163,X,155,X,95,X
Business,"Total Establishments","Health care and social assistance",9797,X,3661,X,2123,X,2435,X,4224,X,2317,X,2521,X,3925,X
Business,"Total Establishments","Arts, entertainment, and recreation",222,X,404,X,277,X,225,X,257,X,266,X,340,X,190,X
Business,"Total Establishments","Accommodation and food services",1771,X,1778,X,1430,X,1479,X,1700,X,1302,X,1819,X,1316,X
Business,"Total Establishments","Other services (except public administration)",1929,X,2093,X,1886,X,1837,X,2116,X,1834,X,2034,X,1806,X
Business,"Total Establishments","Industries not classified",364,X,151,X,105,X,106,X,126,X,132,X,279,X,488,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
