Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","With public coverage",259942,"(+/- 8310 )",263321,"(+/- 12188 )",221151,"(+/- 11062 )",235657,"(+/- 9005 )",209024,"(+/- 9674 )",233411,"(+/- 11008 )",286246,"(+/- 11813 )",209118,"(+/- 8995 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",34665,"(+/- 4281 )",43479,"(+/- 5514 )",44416,"(+/- 5730 )",67501,"(+/- 7283 )",48377,"(+/- 5328 )",49089,"(+/- 5914 )",32792,"(+/- 4244 )",45278,"(+/- 5434 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",167388,"(+/- 4359 )",185039,"(+/- 8711 )",168259,"(+/- 9805 )",182977,"(+/- 6179 )",187102,"(+/- 5380 )",186624,"(+/- 6044 )",162645,"(+/- 7343 )",179506,"(+/- 7022 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5631,"(+/- 1772 )",5445,"(+/- 2145 )",8009,"(+/- 2374 )",9001,"(+/- 2163 )",9454,"(+/- 2368 )",8131,"(+/- 2377 )",4734,"(+/- 1752 )",3671,"(+/- 1323 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.7,"(+/- 0.8 )",7.2,"(+/- 1.2 )",4.9,"(+/- 0.9 )",5.9,"(+/- 0.9 )",4.0,"(+/- 0.7 )",7.3,"(+/- 1.0 )",11.5,"(+/- 1.3 )",4.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.8,"(+/- 1.6 )",9.7,"(+/- 1.9 )",6.6,"(+/- 1.6 )",7.8,"(+/- 1.4 )",6.4,"(+/- 1.4 )",11.2,"(+/- 2.1 )",18.5,"(+/- 2.4 )",5.9,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.6,"(+/- 3.6 )",7.2,"(+/- 3.6 )",5.2,"(+/- 2.8 )",9.3,"(+/- 3.7 )",6.8,"(+/- 4.1 )",8.7,"(+/- 4.0 )",17.4,"(+/- 5.3 )",3.7,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.7,"(+/- 0.6 )",3.3,"(+/- 0.8 )",2.6,"(+/- 0.6 )",2.5,"(+/- 0.7 )",1.5,"(+/- 0.5 )",3.4,"(+/- 0.8 )",2.7,"(+/- 1.0 )",2.2,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.7,"(+/- 1.2 )",3.6,"(+/- 1.2 )",3.1,"(+/- 1.1 )",2.9,"(+/- 1.1 )",1.5,"(+/- 0.7 )",4.3,"(+/- 1.4 )",2.7,"(+/- 1.7 )",2.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.2,"(+/- 2.6 )",4.5,"(+/- 2.9 )",2.2,"(+/- 1.9 )",2.7,"(+/- 2.7 )",1.1,"(+/- 1.2 )",2.7,"(+/- 2.2 )",1.0,"(+/- 0.9 )",0.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",18.4,"(+/- 3.6 )",17.0,"(+/- 3.5 )",13.6,"(+/- 4.0 )",12.6,"(+/- 2.6 )",11.4,"(+/- 2.9 )",22.8,"(+/- 4.3 )",26.6,"(+/- 3.3 )",14.4,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",25.5,"(+/- 4.7 )",21.5,"(+/- 4.7 )",16.1,"(+/- 5.9 )",18.1,"(+/- 4.0 )",17.6,"(+/- 4.4 )",33.2,"(+/- 6.8 )",37.0,"(+/- 4.9 )",23.4,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",25.2,"(+/- 15.2 )",18.7,"(+/- 12.3 )",11.4,"(+/- 10.1 )",27.3,"(+/- 9.2 )",18.1,"(+/- 14.8 )",34.2,"(+/- 15.6 )",48.9,"(+/- 12.4 )",22.2,"(+/- 13.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.6,"(+/- 0.8 )",10.5,"(+/- 1.1 )",7.8,"(+/- 1.0 )",8.0,"(+/- 0.8 )",7.1,"(+/- 0.9 )",9.9,"(+/- 1.1 )",16.6,"(+/- 1.3 )",6.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.9,"(+/- 1.9 )",12.8,"(+/- 2.5 )",9.5,"(+/- 2.4 )",10.7,"(+/- 2.1 )",8.2,"(+/- 1.9 )",14.0,"(+/- 2.5 )",23.7,"(+/- 3.1 )",7.2,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.6,"(+/- 1.9 )",12.6,"(+/- 2.5 )",9.2,"(+/- 2.4 )",10.3,"(+/- 2.1 )",7.8,"(+/- 1.9 )",13.7,"(+/- 2.6 )",23.4,"(+/- 3.1 )",7.0,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.1,"(+/- 3.6 )",14.9,"(+/- 3.5 )",8.7,"(+/- 3.7 )",13.0,"(+/- 3.3 )",7.2,"(+/- 2.8 )",15.2,"(+/- 3.8 )",28.3,"(+/- 4.6 )",7.1,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.4,"(+/- 2.1 )",11.7,"(+/- 2.5 )",9.3,"(+/- 2.8 )",9.1,"(+/- 2.1 )",8.0,"(+/- 2.0 )",13.1,"(+/- 2.6 )",21.7,"(+/- 3.2 )",6.9,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.0,"(+/- 0.7 )",9.8,"(+/- 1.0 )",7.4,"(+/- 0.8 )",7.2,"(+/- 0.7 )",6.7,"(+/- 0.8 )",8.6,"(+/- 0.8 )",14.6,"(+/- 1.1 )",6.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.8,"(+/- 1.1 )",8.8,"(+/- 1.5 )",8.2,"(+/- 1.7 )",6.5,"(+/- 1.2 )",5.7,"(+/- 1.2 )",8.5,"(+/- 1.3 )",13.9,"(+/- 1.9 )",6.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.0,"(+/- 0.8 )",7.9,"(+/- 1.3 )",5.4,"(+/- 1.1 )",6.2,"(+/- 0.9 )",4.7,"(+/- 0.9 )",7.8,"(+/- 1.2 )",13.3,"(+/- 1.4 )",4.3,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.1,"(+/- 2.2 )",21.0,"(+/- 1.9 )",16.6,"(+/- 1.8 )",16.3,"(+/- 1.5 )",20.1,"(+/- 2.4 )",20.7,"(+/- 2.1 )",27.8,"(+/- 2.2 )",15.9,"(+/- 1.8 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",179145,"(+/- 5412 )",187316,"(+/- 8901 )",193649,"(+/- 10216 )",184952,"(+/- 7198 )",213533,"(+/- 7199 )",198953,"(+/- 6460 )",188629,"(+/- 8567 )",190332,"(+/- 6936 )"
Education,"School Enrollment","Nursery school, preschool",9977,"(+/- 1564 )",9637,"(+/- 1485 )",13314,"(+/- 2291 )",10948,"(+/- 1769 )",12486,"(+/- 1524 )",14800,"(+/- 2231 )",13157,"(+/- 2217 )",13607,"(+/- 1688 )"
Education,"School Enrollment",Kindergarten,7866,"(+/- 1384 )",9030,"(+/- 1860 )",6664,"(+/- 1498 )",9101,"(+/- 1849 )",9619,"(+/- 1908 )",8855,"(+/- 1876 )",7902,"(+/- 1388 )",9500,"(+/- 1541 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71411,"(+/- 2909 )",81353,"(+/- 5669 )",69185,"(+/- 5271 )",77608,"(+/- 4304 )",78618,"(+/- 4281 )",79795,"(+/- 4033 )",67210,"(+/- 4384 )",74614,"(+/- 3785 )"
Education,"School Enrollment","High school (grades 9-12)",41009,"(+/- 2941 )",33669,"(+/- 3294 )",37394,"(+/- 3541 )",39026,"(+/- 3016 )",42696,"(+/- 2569 )",42626,"(+/- 2490 )",37302,"(+/- 2771 )",40812,"(+/- 2747 )"
Education,"School Enrollment","College or graduate school",48882,"(+/- 3308 )",53627,"(+/- 4134 )",67092,"(+/- 4480 )",48269,"(+/- 4142 )",70114,"(+/- 4830 )",52877,"(+/- 3744 )",63058,"(+/- 4559 )",51799,"(+/- 3777 )"
Education,"Educational Attainment","Population 25 years and over",512720,"(+/- 6580 )",519484,"(+/- 11558 )",533567,"(+/- 13325 )",521552,"(+/- 8910 )",517356,"(+/- 8296 )",534396,"(+/- 8512 )",497086,"(+/- 9928 )",531443,"(+/- 9582 )"
Education,"Educational Attainment","Less than 9th grade",15570,"(+/- 2409 )",18007,"(+/- 2784 )",18482,"(+/- 2803 )",30071,"(+/- 3058 )",19492,"(+/- 3177 )",23743,"(+/- 3207 )",18692,"(+/- 2450 )",21448,"(+/- 2615 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",35009,"(+/- 3218 )",40785,"(+/- 3560 )",28462,"(+/- 3744 )",34771,"(+/- 3679 )",25500,"(+/- 3009 )",32023,"(+/- 3663 )",37001,"(+/- 3791 )",20953,"(+/- 2628 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",152081,"(+/- 5605 )",150255,"(+/- 6575 )",106652,"(+/- 6778 )",140089,"(+/- 6136 )",137254,"(+/- 5764 )",122236,"(+/- 5399 )",124693,"(+/- 6465 )",87568,"(+/- 5076 )"
Education,"Educational Attainment","Some college, no degree",106329,"(+/- 4931 )",105343,"(+/- 5125 )",90093,"(+/- 6369 )",109421,"(+/- 5257 )",111530,"(+/- 5279 )",91798,"(+/- 4817 )",97904,"(+/- 4970 )",76390,"(+/- 4104 )"
Education,"Educational Attainment","Associate's degree",42057,"(+/- 2575 )",35557,"(+/- 3259 )",32400,"(+/- 3557 )",34841,"(+/- 3449 )",38540,"(+/- 3230 )",39772,"(+/- 3521 )",29797,"(+/- 3042 )",32415,"(+/- 2496 )"
Education,"Educational Attainment","Bachelor's degree",97110,"(+/- 4738 )",100401,"(+/- 5837 )",132208,"(+/- 5642 )",97977,"(+/- 4825 )",105769,"(+/- 5236 )",116301,"(+/- 5671 )",99715,"(+/- 5132 )",139609,"(+/- 5580 )"
Education,"Educational Attainment","Graduate or professional degree",64564,"(+/- 3842 )",69136,"(+/- 4777 )",125270,"(+/- 6159 )",74382,"(+/- 4720 )",79271,"(+/- 4991 )",108523,"(+/- 4889 )",89284,"(+/- 3889 )",153060,"(+/- 4745 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.1,"(+/- 0.6 )",88.7,"(+/- 0.8 )",91.2,"(+/- 0.8 )",87.6,"(+/- 0.9 )",91.3,"(+/- 0.8 )",89.6,"(+/- 0.9 )",88.8,"(+/- 0.8 )",92.0,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.5,"(+/- 1.1 )",32.6,"(+/- 1.2 )",48.3,"(+/- 1.4 )",33.0,"(+/- 1.2 )",35.8,"(+/- 1.3 )",42.1,"(+/- 1.1 )",38.0,"(+/- 1.2 )",55.1,"(+/- 1.1 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",196831,G,341450,G,382835,G,198099,G,208343,G,290187,G,300115,G,320828,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",498,G,e,D,20,J,6,J,93,G,147,H,50,H,74,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",200,J,231,J,b,D,a,D,98,H,348,G,5,J,106,J
Business,"Paid employees for pay period including March 12",Utilities,891,H,483,H,1430,J,383,J,2022,G,569,H,h,D,445,J
Business,"Paid employees for pay period including March 12",Construction,14503,G,23664,G,19822,G,16995,G,26037,G,18682,G,8461,G,21676,G
Business,"Paid employees for pay period including March 12",Manufacturing,17191,G,28761,G,10852,G,4595,G,4480,G,18465,G,6477,H,6663,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7558,G,24305,G,16322,G,8526,G,6650,H,10747,G,6734,G,7309,G
Business,"Paid employees for pay period including March 12","Retail trade",34660,G,45889,G,44382,G,32474,G,32736,G,44956,G,26849,G,32153,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7016,G,18708,G,13845,G,10526,H,5034,G,8991,G,4467,G,3014,G
Business,"Paid employees for pay period including March 12",Information,2135,G,6545,G,12955,H,3907,G,3298,H,8461,G,5472,G,9293,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5398,G,15241,H,15147,G,5091,G,4071,G,15737,G,20517,H,16231,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2663,G,6450,G,7752,G,5270,G,4744,H,4330,G,6416,G,7624,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",8598,G,41806,G,49572,H,20041,G,32793,G,35113,G,33419,G,47809,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1500,G,9128,G,17157,G,1199,H,1715,G,6531,G,6663,H,12071,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",10362,G,27259,G,25438,G,15459,G,16688,G,20823,G,16789,G,35698,G
Business,"Paid employees for pay period including March 12","Educational services",5141,H,4973,H,19054,H,4447,G,2779,G,5914,H,31321,H,10061,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",35681,G,38903,G,61357,G,27675,G,26957,G,42289,G,80207,H,56200,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4266,G,3450,G,7469,G,4455,H,2429,G,4663,G,6070,G,6533,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28208,G,33343,G,39978,G,24461,G,24896,G,30561,G,23134,G,26572,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10331,G,11928,G,20163,G,12551,G,10800,G,12837,G,13952,G,21183,G
Business,"Paid employees for pay period including March 12","Industries not classified",31,J,16,J,63,J,33,J,23,J,23,J,18,J,113,H
Business,"Annual payroll ($1,000)","Total for all sectors",7615467,G,18882358,G,21093788,G,8801195,G,9840392,G,14572857,G,18207264,G,20160001,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",18672,G,D,D,391,H,231,H,2678,G,7205,H,1212,G,2969,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",11952,H,14829,J,D,D,D,D,5848,G,23056,H,189,J,5095,J
Business,"Annual payroll ($1,000)",Utilities,80026,H,46370,H,179075,J,34551,J,235135,G,53424,G,D,D,47523,J
Business,"Annual payroll ($1,000)",Construction,695611,G,1521589,G,1226035,G,1069462,G,1595145,G,1091609,G,484828,G,1237974,G
Business,"Annual payroll ($1,000)",Manufacturing,938190,H,2223514,H,590057,G,264149,G,258056,G,1289566,G,363509,H,361060,G
Business,"Annual payroll ($1,000)","Wholesale trade",401213,G,1557306,G,1178717,G,532162,G,371365,G,898197,G,554324,H,727760,G
Business,"Annual payroll ($1,000)","Retail trade",903041,G,1305849,G,1272743,G,893401,G,918122,G,1267715,G,700879,G,987205,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",299167,G,1030665,G,863505,H,445839,H,198946,G,381285,G,183635,G,128205,G
Business,"Annual payroll ($1,000)",Information,118029,G,473223,G,1139073,H,336265,G,229329,H,602843,G,413083,G,857044,G
Business,"Annual payroll ($1,000)","Finance and insurance",313584,G,1185334,H,1388496,G,337987,G,273558,G,1010728,G,2564170,H,2259782,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",98893,G,355097,G,490958,G,249990,G,267646,H,223821,G,402915,G,695336,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",483004,G,3965604,G,4497825,H,1572384,G,2532073,G,3117211,G,2916949,G,4340624,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",136927,H,931536,G,1292893,H,121147,G,141944,G,564762,G,675677,H,1615287,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",381630,G,1065729,G,988870,G,593708,G,640312,G,818991,G,696486,G,1472082,G
Business,"Annual payroll ($1,000)","Educational services",148275,G,161692,G,858098,H,132029,G,93161,G,193219,H,2033663,J,425952,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1637600,G,1851596,H,3129192,G,1198089,G,1206698,G,1946183,G,4480881,H,3079864,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",100936,G,67483,G,388388,H,84020,H,58215,G,91652,G,336890,H,163259,G
Business,"Annual payroll ($1,000)","Accommodation and food services",569413,G,655835,G,817695,G,501979,G,423195,G,547060,G,472048,G,544294,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",278603,G,454851,G,767597,G,433041,G,388612,G,443858,G,478822,G,1205807,G
Business,"Annual payroll ($1,000)","Industries not classified",701,G,279,G,1360,G,553,G,354,H,472,G,306,H,2879,G
Business,"Total Establishments","Total for all sectors",17649,X,16457,X,21075,X,12929,X,14122,X,18921,X,15662,X,21085,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",86,X,5,X,9,X,5,X,19,X,49,X,12,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",20,X,8,X,6,X,2,X,9,X,15,X,3,X,5,X
Business,"Total Establishments",Utilities,29,X,17,X,18,X,9,X,14,X,23,X,22,X,18,X
Business,"Total Establishments",Construction,2567,X,1520,X,1707,X,1416,X,1935,X,1766,X,1018,X,2157,X
Business,"Total Establishments",Manufacturing,502,X,498,X,464,X,210,X,256,X,468,X,237,X,312,X
Business,"Total Establishments","Wholesale trade",719,X,996,X,983,X,517,X,463,X,791,X,474,X,592,X
Business,"Total Establishments","Retail trade",2477,X,2364,X,2557,X,2011,X,1933,X,2536,X,2250,X,2068,X
Business,"Total Establishments","Transportation and warehousing",634,X,646,X,467,X,345,X,412,X,447,X,228,X,294,X
Business,"Total Establishments",Information,248,X,242,X,462,X,198,X,254,X,337,X,310,X,483,X
Business,"Total Establishments","Finance and insurance",852,X,890,X,1185,X,595,X,610,X,955,X,979,X,1262,X
Business,"Total Establishments","Real estate and rental and leasing",839,X,725,X,1060,X,644,X,557,X,789,X,762,X,1128,X
Business,"Total Establishments","Professional, scientific, and technical services",1671,X,2201,X,3447,X,1638,X,1952,X,2896,X,2728,X,4123,X
Business,"Total Establishments","Management of companies and enterprises",60,X,175,X,174,X,71,X,61,X,408,X,135,X,180,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1112,X,996,X,1169,X,809,X,822,X,1226,X,873,X,1290,X
Business,"Total Establishments","Educational services",213,X,180,X,391,X,199,X,195,X,280,X,272,X,430,X
Business,"Total Establishments","Health care and social assistance",1822,X,1764,X,2683,X,1444,X,1731,X,2269,X,2056,X,2778,X
Business,"Total Establishments","Arts, entertainment, and recreation",358,X,214,X,343,X,173,X,200,X,247,X,249,X,332,X
Business,"Total Establishments","Accommodation and food services",1576,X,1488,X,1927,X,1133,X,1232,X,1581,X,1433,X,1422,X
Business,"Total Establishments","Other services (except public administration)",1839,X,1513,X,1979,X,1484,X,1454,X,1814,X,1600,X,2108,X
Business,"Total Establishments","Industries not classified",25,X,15,X,44,X,26,X,13,X,24,X,21,X,84,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
