Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.1,"(+/- 0.7 )",11.3,"(+/- 0.7 )",13.0,"(+/- 0.9 )",8.5,"(+/- 0.7 )",9.8,"(+/- 0.9 )",7.2,"(+/- 0.8 )",8.8,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.3,"(+/- 1.8 )",5.7,"(+/- 1.1 )",9.3,"(+/- 1.4 )",8.7,"(+/- 1.2 )",7.3,"(+/- 1.4 )",6.4,"(+/- 1.6 )",6.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.7,"(+/- 1.1 )",4.8,"(+/- 0.9 )",10.5,"(+/- 1.2 )",6.2,"(+/- 1.0 )",8.7,"(+/- 1.1 )",5.6,"(+/- 0.9 )",7.1,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.8,"(+/- 1.2 )",26.2,"(+/- 1.7 )",25.5,"(+/- 2.0 )",23.5,"(+/- 1.7 )",20.5,"(+/- 1.8 )",16.8,"(+/- 1.7 )",18.7,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",184074,"(+/- 4966 )",217012,"(+/- 5742 )",173899,"(+/- 5106 )",210672,"(+/- 5296 )",204261,"(+/- 4533 )",212929,"(+/- 5287 )",191716,"(+/- 4982 )"
Education,"School Enrollment","Nursery school, preschool",12287,"(+/- 1533 )",10456,"(+/- 1438 )",9709,"(+/- 1327 )",13946,"(+/- 1804 )",10813,"(+/- 1934 )",14142,"(+/- 1905 )",11980,"(+/- 1756 )"
Education,"School Enrollment",Kindergarten,9238,"(+/- 1399 )",9680,"(+/- 1429 )",8907,"(+/- 1508 )",11914,"(+/- 1554 )",9959,"(+/- 1220 )",10554,"(+/- 1855 )",9391,"(+/- 1436 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70486,"(+/- 2710 )",69388,"(+/- 3195 )",74703,"(+/- 2879 )",94688,"(+/- 3132 )",86186,"(+/- 2310 )",94232,"(+/- 3166 )",81014,"(+/- 3744 )"
Education,"School Enrollment","High school (grades 9-12)",34029,"(+/- 2068 )",36005,"(+/- 2532 )",40953,"(+/- 3327 )",46910,"(+/- 2626 )",41349,"(+/- 2027 )",48490,"(+/- 3234 )",45512,"(+/- 2809 )"
Education,"School Enrollment","College or graduate school",58034,"(+/- 4144 )",91483,"(+/- 4638 )",39627,"(+/- 3296 )",43214,"(+/- 3246 )",55954,"(+/- 3963 )",45511,"(+/- 3682 )",43819,"(+/- 2908 )"
Education,"Educational Attainment","Population 25 years and over",595966,"(+/- 3501 )",542196,"(+/- 5612 )",521500,"(+/- 4428 )",540652,"(+/- 4152 )",530722,"(+/- 2324 )",545122,"(+/- 5573 )",545910,"(+/- 4557 )"
Education,"Educational Attainment","Less than 9th grade",30910,"(+/- 3333 )",7540,"(+/- 1700 )",18668,"(+/- 2322 )",21582,"(+/- 2286 )",11445,"(+/- 2030 )",18743,"(+/- 2741 )",20463,"(+/- 2909 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",31893,"(+/- 3147 )",12346,"(+/- 2175 )",29395,"(+/- 3043 )",28938,"(+/- 2899 )",22903,"(+/- 2684 )",26926,"(+/- 2387 )",37884,"(+/- 3525 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",105269,"(+/- 5866 )",81487,"(+/- 4750 )",135099,"(+/- 5674 )",126249,"(+/- 5134 )",115552,"(+/- 4444 )",113747,"(+/- 5079 )",138192,"(+/- 5709 )"
Education,"Educational Attainment","Some college, no degree",102519,"(+/- 6518 )",96067,"(+/- 5077 )",130702,"(+/- 5052 )",118520,"(+/- 5206 )",129728,"(+/- 5265 )",105494,"(+/- 5127 )",115801,"(+/- 5027 )"
Education,"Educational Attainment","Associate's degree",34428,"(+/- 3287 )",38775,"(+/- 3240 )",45975,"(+/- 4088 )",50550,"(+/- 3485 )",53589,"(+/- 4019 )",45083,"(+/- 3275 )",44909,"(+/- 3045 )"
Education,"Educational Attainment","Bachelor's degree",179623,"(+/- 5236 )",180378,"(+/- 6592 )",108366,"(+/- 4860 )",129984,"(+/- 4326 )",118935,"(+/- 4166 )",154614,"(+/- 4932 )",122994,"(+/- 4917 )"
Education,"Educational Attainment","Graduate or professional degree",111324,"(+/- 4367 )",125603,"(+/- 5605 )",53295,"(+/- 3813 )",64829,"(+/- 3304 )",78570,"(+/- 4406 )",80515,"(+/- 4573 )",65667,"(+/- 3540 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.5,"(+/- 0.8 )",96.3,"(+/- 0.5 )",90.8,"(+/- 0.7 )",90.7,"(+/- 0.7 )",93.5,"(+/- 0.6 )",91.6,"(+/- 0.7 )",89.3,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",48.8,"(+/- 1.0 )",56.4,"(+/- 1.3 )",31.0,"(+/- 1.1 )",36.0,"(+/- 1.0 )",37.2,"(+/- 0.9 )",43.1,"(+/- 1.0 )",34.6,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",496227,G,356951,G,252456,G,241416,G,255960,G,326513,G,269887,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",147,G,131,G,618,G,837,H,65,J,56,J,73,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",3876,G,1729,H,5199,G,5079,G,936,J,945,H,811,G
Business,"Paid employees for pay period including March 12",Utilities,3955,J,715,H,2341,H,1353,H,308,J,448,J,1744,J
Business,"Paid employees for pay period including March 12",Construction,24520,G,19063,G,23133,G,22054,G,14437,G,18625,G,30042,G
Business,"Paid employees for pay period including March 12",Manufacturing,20503,G,25609,G,11299,G,27407,H,11577,G,8210,G,16823,G
Business,"Paid employees for pay period including March 12","Wholesale trade",25450,G,18154,G,7420,G,9259,G,6746,G,19240,G,14342,G
Business,"Paid employees for pay period including March 12","Retail trade",42167,G,47188,G,39906,G,36556,G,36239,G,39679,G,39571,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",25543,H,4722,G,7338,G,5191,G,5328,G,6491,G,12825,G
Business,"Paid employees for pay period including March 12",Information,16052,G,12949,G,4365,G,10167,H,9575,G,26551,H,6109,G
Business,"Paid employees for pay period including March 12","Finance and insurance",26499,G,10564,G,7182,G,11134,G,11292,H,26935,H,9853,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",12157,G,7633,G,7075,G,3159,G,4941,G,5794,G,4645,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",46974,G,39983,G,10971,G,14801,G,23221,G,25683,G,22136,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",19937,G,9771,G,1495,G,3837,G,2050,G,15198,H,7754,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",46552,G,16685,G,12121,G,16765,G,21059,G,30036,G,17331,G
Business,"Paid employees for pay period including March 12","Educational services",18846,G,6174,G,3110,G,3188,G,7411,H,6900,G,5125,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",65382,G,44026,G,43780,G,31520,G,40545,G,47444,G,34968,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",12420,G,21948,H,8574,G,2566,G,4607,G,4754,G,3217,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",61542,G,54742,G,45477,G,25909,G,33441,G,31212,G,30078,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",23650,G,15102,G,10994,G,10539,G,22136,G,12287,G,12411,G
Business,"Paid employees for pay period including March 12","Industries not classified",55,J,63,H,58,J,95,J,46,J,25,J,29,G
Business,"Annual payroll ($1,000)","Total for all sectors",28878089,G,18241295,G,9777300,G,12338851,G,11176491,G,19111742,G,12820694,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3458,G,4313,H,19111,G,26033,G,2573,J,5853,J,5188,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",540824,G,110561,H,443506,G,381491,G,76067,J,87341,G,80485,H
Business,"Annual payroll ($1,000)",Utilities,304660,J,59779,H,207215,H,113888,H,22773,J,45293,J,171157,J
Business,"Annual payroll ($1,000)",Construction,1501757,G,1092722,G,1263337,G,1337951,G,757302,G,1176233,G,1734594,G
Business,"Annual payroll ($1,000)",Manufacturing,1028276,G,1716825,G,527690,G,1970057,H,688811,H,456851,G,1029413,G
Business,"Annual payroll ($1,000)","Wholesale trade",1722665,G,1985381,G,364774,G,576951,G,439015,G,1599650,G,877168,G
Business,"Annual payroll ($1,000)","Retail trade",1294614,G,1336447,G,1137306,G,1023728,G,1021206,G,1229577,G,1209068,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",1595406,H,198958,G,305388,G,251025,G,245372,G,331661,G,651544,G
Business,"Annual payroll ($1,000)",Information,1582633,G,1241315,G,173753,G,829729,H,553898,G,2283409,G,471856,G
Business,"Annual payroll ($1,000)","Finance and insurance",3059190,G,851020,G,422976,G,879073,H,714571,H,2410257,H,659566,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",770590,G,354928,G,261435,G,138086,G,188184,G,313644,G,202796,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",4412812,G,3409979,G,642756,G,1417282,G,1768065,G,2167887,G,1618055,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",2590962,G,859846,G,100700,G,443918,G,127653,H,1686080,H,647715,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",1625405,G,602804,G,410978,G,591496,G,948249,H,1169143,G,698105,G
Business,"Annual payroll ($1,000)","Educational services",625666,G,163866,G,92600,G,91616,G,251318,H,256145,G,147190,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3416511,G,2098750,G,2004878,G,1480136,G,1862430,G,2528697,G,1587138,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",632323,G,472619,H,197364,G,57158,G,95723,G,331410,J,70986,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1354438,G,1135476,G,872863,G,424275,G,620932,G,595309,G,561320,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",814287,G,543895,G,327529,G,303087,G,791544,G,436251,G,396748,G
Business,"Annual payroll ($1,000)","Industries not classified",1612,G,1811,G,1141,H,1871,G,805,G,1051,H,602,G
Business,"Total Establishments","Total for all sectors",29618,X,30011,X,25551,X,19686,X,19829,X,20336,X,19500,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",8,X,56,X,87,X,128,X,22,X,6,X,13,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",276,X,104,X,307,X,267,X,24,X,116,X,94,X
Business,"Total Establishments",Utilities,28,X,48,X,131,X,105,X,25,X,18,X,33,X
Business,"Total Establishments",Construction,2019,X,3068,X,3791,X,2425,X,2140,X,1802,X,2479,X
Business,"Total Establishments",Manufacturing,943,X,1070,X,724,X,690,X,528,X,354,X,718,X
Business,"Total Establishments","Wholesale trade",1656,X,1109,X,848,X,931,X,623,X,940,X,1057,X
Business,"Total Establishments","Retail trade",2870,X,3327,X,3488,X,2360,X,2396,X,2058,X,2285,X
Business,"Total Establishments","Transportation and warehousing",567,X,379,X,712,X,685,X,350,X,483,X,558,X
Business,"Total Establishments",Information,690,X,623,X,400,X,355,X,346,X,571,X,310,X
Business,"Total Establishments","Finance and insurance",1915,X,1515,X,1186,X,1251,X,1523,X,1778,X,1166,X
Business,"Total Establishments","Real estate and rental and leasing",2108,X,2239,X,1814,X,1055,X,1407,X,1436,X,1100,X
Business,"Total Establishments","Professional, scientific, and technical services",5485,X,5760,X,2880,X,2583,X,2899,X,3435,X,2668,X
Business,"Total Establishments","Management of companies and enterprises",313,X,139,X,78,X,83,X,86,X,213,X,140,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1559,X,1592,X,1363,X,1052,X,1034,X,1175,X,1073,X
Business,"Total Establishments","Educational services",538,X,564,X,270,X,266,X,308,X,356,X,315,X
Business,"Total Establishments","Health care and social assistance",2851,X,2862,X,2247,X,1878,X,2287,X,2197,X,1894,X
Business,"Total Establishments","Arts, entertainment, and recreation",488,X,674,X,576,X,260,X,338,X,262,X,269,X
Business,"Total Establishments","Accommodation and food services",2609,X,2493,X,2410,X,1475,X,1586,X,1466,X,1528,X
Business,"Total Establishments","Other services (except public administration)",2640,X,2332,X,2205,X,1790,X,1877,X,1647,X,1766,X
Business,"Total Establishments","Industries not classified",55,X,57,X,34,X,47,X,30,X,23,X,34,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
