Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.2,"(+/- 1.6 )",7.9,"(+/- 1.5 )",9.3,"(+/- 1.2 )",6.8,"(+/- 1.3 )",6.3,"(+/- 1.0 )",15.3,"(+/- 1.7 )",7.9,"(+/- 1.0 )",16.3,"(+/- 1.7 )",12.8,"(+/- 1.7 )",11.1,"(+/- 1.4 )",7.4,"(+/- 1.2 )",5.7,"(+/- 1.3 )",10.1,"(+/- 1.3 )",3.9,"(+/- 1.0 )",3.4,"(+/- 0.6 )",24.0,"(+/- 1.9 )",4.1,"(+/- 0.9 )",3.1,"(+/- 0.7 )",6.5,"(+/- 1.1 )",8.2,"(+/- 1.2 )",23.1,"(+/- 1.6 )",16.3,"(+/- 1.9 )",15.0,"(+/- 1.8 )",8.3,"(+/- 1.3 )",11.0,"(+/- 1.5 )",7.5,"(+/- 1.2 )",7.0,"(+/- 1.1 )",10.9,"(+/- 1.4 )",13.1,"(+/- 1.3 )",6.5,"(+/- 1.1 )",13.2,"(+/- 1.6 )",9.1,"(+/- 1.2 )",4.5,"(+/- 1.0 )",18.8,"(+/- 1.6 )",14.4,"(+/- 1.6 )",14.2,"(+/- 1.7 )",14.2,"(+/- 1.6 )",8.0,"(+/- 1.2 )",7.7,"(+/- 1.3 )",20.9,"(+/- 1.5 )",11.2,"(+/- 1.4 )",6.6,"(+/- 1.0 )",14.4,"(+/- 1.7 )",16.8,"(+/- 1.6 )",5.9,"(+/- 1.2 )",14.8,"(+/- 1.5 )",13.2,"(+/- 1.7 )",7.5,"(+/- 0.9 )",5.3,"(+/- 1.2 )",7.9,"(+/- 1.2 )",18.2,"(+/- 1.8 )",4.0,"(+/- 1.2 )",10.0,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",33.1,"(+/- 2.1 )",25.7,"(+/- 1.9 )",31.4,"(+/- 2.5 )",22.9,"(+/- 2.2 )",23.3,"(+/- 2.0 )",27.0,"(+/- 1.8 )",21.8,"(+/- 1.9 )",28.5,"(+/- 2.9 )",28.5,"(+/- 2.5 )",25.0,"(+/- 2.7 )",21.3,"(+/- 2.2 )",17.3,"(+/- 1.3 )",24.2,"(+/- 1.7 )",16.9,"(+/- 1.7 )",15.9,"(+/- 1.6 )",42.1,"(+/- 2.9 )",18.9,"(+/- 3.3 )",17.2,"(+/- 1.8 )",22.3,"(+/- 3.1 )",27.4,"(+/- 2.4 )",38.3,"(+/- 3.4 )",26.4,"(+/- 2.2 )",33.3,"(+/- 2.9 )",29.5,"(+/- 2.4 )",28.0,"(+/- 2.9 )",18.9,"(+/- 2.4 )",26.8,"(+/- 2.3 )",20.8,"(+/- 1.5 )",32.4,"(+/- 2.5 )",19.6,"(+/- 2.1 )",32.0,"(+/- 2.7 )",30.1,"(+/- 3.6 )",17.5,"(+/- 1.8 )",32.1,"(+/- 2.1 )",31.6,"(+/- 2.6 )",31.7,"(+/- 2.1 )",29.0,"(+/- 2.1 )",27.9,"(+/- 3.3 )",26.0,"(+/- 2.9 )",37.2,"(+/- 3.0 )",32.7,"(+/- 3.2 )",24.1,"(+/- 2.4 )",26.9,"(+/- 2.6 )",33.7,"(+/- 2.7 )",24.2,"(+/- 2.4 )",28.0,"(+/- 2.7 )",25.8,"(+/- 2.1 )",18.1,"(+/- 1.8 )",18.7,"(+/- 2.5 )",23.2,"(+/- 2.4 )",30.6,"(+/- 2.8 )",20.6,"(+/- 2.2 )",23.8,"(+/- 2.3 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",167392,"(+/- 4259 )",163313,"(+/- 4394 )",214542,"(+/- 5310 )",174109,"(+/- 4657 )",175444,"(+/- 5872 )",199336,"(+/- 7786 )",192164,"(+/- 6694 )",193661,"(+/- 8315 )",221852,"(+/- 5702 )",209472,"(+/- 5629 )",193158,"(+/- 6447 )",128834,"(+/- 5463 )",192365,"(+/- 5995 )",181684,"(+/- 4800 )",199959,"(+/- 6018 )",223091,"(+/- 7388 )",181299,"(+/- 6981 )",193662,"(+/- 7373 )",210276,"(+/- 6377 )",222066,"(+/- 5314 )",217910,"(+/- 8058 )",231289,"(+/- 8352 )",207194,"(+/- 8789 )",217528,"(+/- 5589 )",207860,"(+/- 7532 )",192811,"(+/- 4521 )",175113,"(+/- 8053 )",143405,"(+/- 6836 )",189781,"(+/- 9460 )",189938,"(+/- 8604 )",226902,"(+/- 9061 )",191989,"(+/- 7454 )",174408,"(+/- 7262 )",189224,"(+/- 11287 )",226083,"(+/- 7012 )",158470,"(+/- 7604 )",180185,"(+/- 8340 )",177770,"(+/- 6938 )",203607,"(+/- 7025 )",230582,"(+/- 7855 )",233395,"(+/- 7937 )",250801,"(+/- 10000 )",192609,"(+/- 9032 )",208018,"(+/- 8780 )",217867,"(+/- 7133 )",211262,"(+/- 7246 )",194624,"(+/- 7539 )",170817,"(+/- 6428 )",185196,"(+/- 7869 )",198640,"(+/- 8244 )",210158,"(+/- 7973 )",204586,"(+/- 10052 )",208214,"(+/- 10025 )"
Education,"School Enrollment","Nursery school, preschool",8506,"(+/- 1385 )",10796,"(+/- 1540 )",10220,"(+/- 1903 )",11286,"(+/- 1533 )",8967,"(+/- 1644 )",11533,"(+/- 1819 )",9376,"(+/- 1614 )",7889,"(+/- 1829 )",12618,"(+/- 2441 )",10745,"(+/- 1420 )",13319,"(+/- 2012 )",9889,"(+/- 1486 )",14980,"(+/- 1642 )",13440,"(+/- 1708 )",13847,"(+/- 1700 )",14539,"(+/- 2352 )",13248,"(+/- 1446 )",14964,"(+/- 2149 )",14649,"(+/- 2035 )",10124,"(+/- 1790 )",8135,"(+/- 1470 )",11226,"(+/- 1388 )",6376,"(+/- 1555 )",10000,"(+/- 1872 )",10947,"(+/- 1455 )",13304,"(+/- 1805 )",12421,"(+/- 1979 )",8895,"(+/- 1545 )",11165,"(+/- 1792 )",12380,"(+/- 1974 )",11539,"(+/- 2032 )",8700,"(+/- 1718 )",9992,"(+/- 1807 )",10729,"(+/- 1663 )",12228,"(+/- 1918 )",7000,"(+/- 1318 )",9634,"(+/- 1678 )",9049,"(+/- 1686 )",13998,"(+/- 2212 )",13164,"(+/- 2012 )",8804,"(+/- 1611 )",10727,"(+/- 2032 )",14885,"(+/- 2581 )",11958,"(+/- 1946 )",15794,"(+/- 2695 )",9897,"(+/- 1550 )",8474,"(+/- 1684 )",11270,"(+/- 1827 )",13936,"(+/- 2339 )",13919,"(+/- 2124 )",10303,"(+/- 2026 )",13561,"(+/- 2492 )",10220,"(+/- 2232 )"
Education,"School Enrollment",Kindergarten,8068,"(+/- 1297 )",8037,"(+/- 1783 )",10211,"(+/- 1659 )",9232,"(+/- 1437 )",10332,"(+/- 1815 )",11263,"(+/- 1898 )",10536,"(+/- 1646 )",9095,"(+/- 1804 )",12757,"(+/- 2006 )",10252,"(+/- 1380 )",9454,"(+/- 1205 )",5125,"(+/- 1165 )",7945,"(+/- 1506 )",12041,"(+/- 1585 )",11834,"(+/- 1694 )",12496,"(+/- 1962 )",8259,"(+/- 1338 )",8865,"(+/- 1623 )",11145,"(+/- 2323 )",12194,"(+/- 2095 )",14140,"(+/- 1966 )",15128,"(+/- 2060 )",10561,"(+/- 2000 )",8853,"(+/- 1344 )",11322,"(+/- 2029 )",8542,"(+/- 1699 )",8253,"(+/- 1600 )",5733,"(+/- 1362 )",9809,"(+/- 1609 )",8176,"(+/- 1503 )",10983,"(+/- 1864 )",9264,"(+/- 1435 )",8371,"(+/- 1416 )",12523,"(+/- 2325 )",9601,"(+/- 1675 )",8091,"(+/- 1724 )",6555,"(+/- 1403 )",6518,"(+/- 1063 )",9427,"(+/- 1489 )",13742,"(+/- 1700 )",11455,"(+/- 1890 )",13512,"(+/- 2287 )",12333,"(+/- 2314 )",9182,"(+/- 1407 )",9189,"(+/- 1746 )",8087,"(+/- 1748 )",9749,"(+/- 1544 )",6799,"(+/- 1310 )",10610,"(+/- 1980 )",9278,"(+/- 1538 )",11460,"(+/- 1914 )",9512,"(+/- 1868 )",10491,"(+/- 1733 )"
Education,"School Enrollment","Elementary school (grades 1-8)",63554,"(+/- 2513 )",66633,"(+/- 2974 )",78146,"(+/- 3409 )",72298,"(+/- 3262 )",65824,"(+/- 3592 )",83573,"(+/- 4787 )",74176,"(+/- 4113 )",87338,"(+/- 4590 )",94058,"(+/- 4422 )",92031,"(+/- 3487 )",76103,"(+/- 3752 )",39749,"(+/- 2476 )",62442,"(+/- 3500 )",64292,"(+/- 2586 )",82035,"(+/- 3625 )",92908,"(+/- 4741 )",67285,"(+/- 4189 )",72687,"(+/- 3490 )",79601,"(+/- 3937 )",81047,"(+/- 2708 )",99297,"(+/- 5330 )",100496,"(+/- 5611 )",88564,"(+/- 5325 )",67744,"(+/- 2276 )",80165,"(+/- 4746 )",77253,"(+/- 2643 )",54948,"(+/- 4032 )",47189,"(+/- 3993 )",71011,"(+/- 4742 )",68946,"(+/- 4960 )",87856,"(+/- 4580 )",68643,"(+/- 4505 )",56553,"(+/- 4075 )",65538,"(+/- 5204 )",85798,"(+/- 4564 )",66170,"(+/- 5119 )",56462,"(+/- 4443 )",64239,"(+/- 3994 )",68842,"(+/- 4613 )",92924,"(+/- 4942 )",91313,"(+/- 5586 )",104666,"(+/- 7038 )",73728,"(+/- 4991 )",86983,"(+/- 5254 )",74831,"(+/- 5313 )",81412,"(+/- 4708 )",68494,"(+/- 5471 )",61362,"(+/- 4515 )",71805,"(+/- 4604 )",77376,"(+/- 5197 )",85151,"(+/- 4473 )",65287,"(+/- 4960 )",64275,"(+/- 5841 )"
Education,"School Enrollment","High school (grades 9-12)",34098,"(+/- 2291 )",33798,"(+/- 2382 )",38991,"(+/- 2393 )",39822,"(+/- 2511 )",36243,"(+/- 2802 )",35373,"(+/- 2739 )",44079,"(+/- 2616 )",44737,"(+/- 3677 )",52715,"(+/- 3314 )",47977,"(+/- 2951 )",38448,"(+/- 2956 )",20128,"(+/- 1706 )",29479,"(+/- 2185 )",33724,"(+/- 1995 )",39986,"(+/- 2678 )",49500,"(+/- 2768 )",35357,"(+/- 2705 )",36433,"(+/- 3028 )",41271,"(+/- 3232 )",43620,"(+/- 2559 )",54301,"(+/- 3701 )",48087,"(+/- 3153 )",50609,"(+/- 3920 )",35631,"(+/- 2307 )",46423,"(+/- 3245 )",41495,"(+/- 2277 )",34599,"(+/- 3098 )",26385,"(+/- 2737 )",40494,"(+/- 3128 )",31633,"(+/- 3152 )",45828,"(+/- 3721 )",38612,"(+/- 2758 )",32305,"(+/- 2979 )",37943,"(+/- 3457 )",50219,"(+/- 4164 )",39064,"(+/- 3140 )",31961,"(+/- 3104 )",37894,"(+/- 2886 )",40858,"(+/- 2687 )",52256,"(+/- 3224 )",49217,"(+/- 3606 )",56812,"(+/- 4208 )",36730,"(+/- 3277 )",44339,"(+/- 4226 )",38968,"(+/- 3378 )",43943,"(+/- 3337 )",34359,"(+/- 2886 )",35754,"(+/- 3031 )",40196,"(+/- 4138 )",43507,"(+/- 3898 )",44843,"(+/- 2798 )",32384,"(+/- 3137 )",35387,"(+/- 3255 )"
Education,"School Enrollment","College or graduate school",53166,"(+/- 3409 )",44049,"(+/- 3158 )",76974,"(+/- 3852 )",41471,"(+/- 3470 )",54078,"(+/- 4085 )",57594,"(+/- 4863 )",53997,"(+/- 3660 )",44602,"(+/- 5259 )",49704,"(+/- 3352 )",48467,"(+/- 4098 )",55834,"(+/- 4574 )",53943,"(+/- 4361 )",77519,"(+/- 4049 )",58187,"(+/- 3704 )",52257,"(+/- 3655 )",53648,"(+/- 3503 )",57150,"(+/- 4880 )",60713,"(+/- 4008 )",63610,"(+/- 3620 )",75081,"(+/- 4293 )",42037,"(+/- 4397 )",56352,"(+/- 4832 )",51084,"(+/- 4484 )",95300,"(+/- 4736 )",59003,"(+/- 4268 )",52217,"(+/- 2999 )",64892,"(+/- 5177 )",55203,"(+/- 4683 )",57302,"(+/- 4186 )",68803,"(+/- 5360 )",70696,"(+/- 6868 )",66770,"(+/- 4757 )",67187,"(+/- 4385 )",62491,"(+/- 5438 )",68237,"(+/- 4314 )",38145,"(+/- 3607 )",75573,"(+/- 4857 )",60070,"(+/- 3999 )",70482,"(+/- 4622 )",58496,"(+/- 4208 )",72606,"(+/- 5704 )",65084,"(+/- 5445 )",54933,"(+/- 3806 )",55556,"(+/- 4418 )",79085,"(+/- 4962 )",67923,"(+/- 5364 )",73548,"(+/- 5182 )",55632,"(+/- 4115 )",48649,"(+/- 4486 )",54560,"(+/- 4940 )",58401,"(+/- 4280 )",83842,"(+/- 7170 )",87841,"(+/- 6653 )"
Education,"Educational Attainment","Population 25 years and over",507479,"(+/- 4583 )",518399,"(+/- 4388 )",484173,"(+/- 4712 )",537601,"(+/- 4903 )",519017,"(+/- 5613 )",509335,"(+/- 7149 )",516818,"(+/- 7236 )",452217,"(+/- 7777 )",492275,"(+/- 7544 )",482620,"(+/- 4145 )",531499,"(+/- 6087 )",621755,"(+/- 6231 )",544624,"(+/- 5106 )",545541,"(+/- 7510 )",549097,"(+/- 7719 )",435916,"(+/- 5966 )",553859,"(+/- 7969 )",523869,"(+/- 9876 )",518223,"(+/- 8310 )",474411,"(+/- 4242 )",425708,"(+/- 7963 )",462009,"(+/- 8617 )",476101,"(+/- 8431 )",472284,"(+/- 1615 )",464028,"(+/- 9532 )",489894,"(+/- 2944 )",524061,"(+/- 8941 )",558504,"(+/- 10123 )",479758,"(+/- 13509 )",558189,"(+/- 13259 )",483320,"(+/- 9640 )",491380,"(+/- 8247 )",510900,"(+/- 10411 )",525068,"(+/- 14582 )",463044,"(+/- 9707 )",529247,"(+/- 7846 )",502220,"(+/- 11351 )",486540,"(+/- 10944 )",505035,"(+/- 8587 )",443236,"(+/- 9225 )",463603,"(+/- 8556 )",516546,"(+/- 8492 )",502930,"(+/- 10612 )",442085,"(+/- 10960 )",539150,"(+/- 7929 )",467178,"(+/- 8697 )",497002,"(+/- 9414 )",523762,"(+/- 8335 )",504444,"(+/- 8101 )",507596,"(+/- 9458 )",468453,"(+/- 11066 )",541371,"(+/- 11588 )",535899,"(+/- 13842 )"
Education,"Educational Attainment","Less than 9th grade",18053,"(+/- 2371 )",18573,"(+/- 2588 )",38957,"(+/- 3588 )",11757,"(+/- 2188 )",34495,"(+/- 3886 )",42929,"(+/- 4119 )",25381,"(+/- 2938 )",28477,"(+/- 3824 )",46678,"(+/- 4835 )",49771,"(+/- 3939 )",37254,"(+/- 4055 )",43317,"(+/- 3984 )",44002,"(+/- 4432 )",36723,"(+/- 4467 )",23010,"(+/- 3201 )",82084,"(+/- 5659 )",22402,"(+/- 2908 )",18043,"(+/- 3892 )",52775,"(+/- 3950 )",82387,"(+/- 4266 )",102432,"(+/- 6584 )",46725,"(+/- 3899 )",39033,"(+/- 4278 )",42410,"(+/- 3794 )",28373,"(+/- 3002 )",50138,"(+/- 4290 )",45578,"(+/- 4392 )",37699,"(+/- 4423 )",83300,"(+/- 5075 )",30634,"(+/- 4071 )",35031,"(+/- 3941 )",69382,"(+/- 4879 )",11326,"(+/- 2334 )",104369,"(+/- 7515 )",66622,"(+/- 4817 )",52915,"(+/- 4860 )",59464,"(+/- 4903 )",51958,"(+/- 4161 )",29007,"(+/- 3719 )",121970,"(+/- 5104 )",59295,"(+/- 4591 )",29079,"(+/- 3465 )",62967,"(+/- 4343 )",84334,"(+/- 5478 )",17491,"(+/- 3072 )",87597,"(+/- 5500 )",52593,"(+/- 3888 )",26651,"(+/- 3095 )",30005,"(+/- 4316 )",35912,"(+/- 4194 )",69612,"(+/- 4813 )",11168,"(+/- 2211 )",27855,"(+/- 3669 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",32842,"(+/- 2881 )",24849,"(+/- 2636 )",39348,"(+/- 3853 )",23438,"(+/- 2637 )",28437,"(+/- 3210 )",32131,"(+/- 3325 )",27552,"(+/- 3147 )",48121,"(+/- 4345 )",40355,"(+/- 4155 )",42033,"(+/- 3877 )",29083,"(+/- 3107 )",26319,"(+/- 3650 )",38055,"(+/- 4048 )",22224,"(+/- 2547 )",29970,"(+/- 3415 )",61090,"(+/- 3976 )",22806,"(+/- 2847 )",14863,"(+/- 2789 )",39110,"(+/- 3735 )",31862,"(+/- 2951 )",62314,"(+/- 4639 )",37174,"(+/- 3939 )",48452,"(+/- 4489 )",26186,"(+/- 3171 )",36497,"(+/- 3102 )",27977,"(+/- 2268 )",28634,"(+/- 3580 )",27301,"(+/- 3499 )",54809,"(+/- 4398 )",27808,"(+/- 3091 )",56945,"(+/- 4150 )",45684,"(+/- 3692 )",11916,"(+/- 1898 )",63514,"(+/- 4778 )",63493,"(+/- 3302 )",44858,"(+/- 3377 )",34631,"(+/- 4090 )",35227,"(+/- 2942 )",29117,"(+/- 3136 )",67378,"(+/- 4463 )",52725,"(+/- 4061 )",34551,"(+/- 3472 )",48037,"(+/- 3965 )",70384,"(+/- 4821 )",16307,"(+/- 2543 )",64793,"(+/- 5436 )",38474,"(+/- 3460 )",26195,"(+/- 3295 )",21256,"(+/- 3952 )",26994,"(+/- 3236 )",63724,"(+/- 4020 )",13191,"(+/- 2307 )",28275,"(+/- 3750 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",127359,"(+/- 5013 )",92059,"(+/- 4935 )",115632,"(+/- 6629 )",114800,"(+/- 5429 )",106461,"(+/- 5268 )",125112,"(+/- 6269 )",106920,"(+/- 6070 )",135135,"(+/- 6467 )",134410,"(+/- 5732 )",145722,"(+/- 6694 )",85337,"(+/- 5885 )",69525,"(+/- 4792 )",79580,"(+/- 5170 )",82959,"(+/- 4615 )",106621,"(+/- 6337 )",104195,"(+/- 6209 )",86440,"(+/- 6031 )",54469,"(+/- 5432 )",99462,"(+/- 5500 )",95993,"(+/- 5493 )",118619,"(+/- 5998 )",105019,"(+/- 6279 )",130765,"(+/- 7502 )",87611,"(+/- 5320 )",105201,"(+/- 5938 )",91925,"(+/- 5060 )",95701,"(+/- 4936 )",104630,"(+/- 6770 )",120289,"(+/- 6643 )",89995,"(+/- 5791 )",118946,"(+/- 7574 )",127345,"(+/- 6457 )",51536,"(+/- 3997 )",107682,"(+/- 5609 )",123058,"(+/- 7287 )",155990,"(+/- 6449 )",86750,"(+/- 5466 )",131005,"(+/- 6810 )",92619,"(+/- 5553 )",112153,"(+/- 6240 )",130589,"(+/- 6935 )",130267,"(+/- 7258 )",109256,"(+/- 4900 )",116316,"(+/- 5481 )",65516,"(+/- 4067 )",109890,"(+/- 5265 )",92089,"(+/- 4900 )",81400,"(+/- 5429 )",81278,"(+/- 5818 )",120235,"(+/- 5912 )",125808,"(+/- 6016 )",57866,"(+/- 5210 )",95642,"(+/- 6510 )"
Education,"Educational Attainment","Some college, no degree",150312,"(+/- 5640 )",120650,"(+/- 6503 )",124665,"(+/- 5269 )",149488,"(+/- 6291 )",129875,"(+/- 5005 )",119402,"(+/- 5865 )",131808,"(+/- 5154 )",125797,"(+/- 6006 )",115719,"(+/- 5909 )",123398,"(+/- 5841 )",103792,"(+/- 5275 )",83891,"(+/- 4674 )",89556,"(+/- 5157 )",99128,"(+/- 4779 )",100907,"(+/- 4772 )",101275,"(+/- 6177 )",74833,"(+/- 4785 )",70340,"(+/- 4479 )",100149,"(+/- 5029 )",94048,"(+/- 5606 )",82597,"(+/- 5430 )",113335,"(+/- 5655 )",115772,"(+/- 6336 )",110016,"(+/- 5611 )",121339,"(+/- 5818 )",112711,"(+/- 5572 )",83309,"(+/- 5087 )",94167,"(+/- 5349 )",91174,"(+/- 4520 )",114770,"(+/- 6063 )",111989,"(+/- 6373 )",101028,"(+/- 6203 )",79090,"(+/- 4241 )",78709,"(+/- 4540 )",105549,"(+/- 6045 )",129106,"(+/- 6308 )",100775,"(+/- 5502 )",110644,"(+/- 5766 )",100033,"(+/- 4463 )",74713,"(+/- 4413 )",106084,"(+/- 7094 )",133684,"(+/- 6481 )",107581,"(+/- 5850 )",83170,"(+/- 4340 )",99515,"(+/- 6471 )",84908,"(+/- 3943 )",110357,"(+/- 5652 )",112377,"(+/- 6350 )",101858,"(+/- 5498 )",130486,"(+/- 4847 )",108302,"(+/- 6109 )",95214,"(+/- 5399 )",128486,"(+/- 6950 )"
Education,"Educational Attainment","Associate's degree",53162,"(+/- 3808 )",43125,"(+/- 3137 )",44126,"(+/- 3680 )",61076,"(+/- 3726 )",51440,"(+/- 3572 )",45087,"(+/- 3326 )",52396,"(+/- 3675 )",42849,"(+/- 3760 )",50308,"(+/- 4267 )",35182,"(+/- 3056 )",41382,"(+/- 4263 )",28212,"(+/- 2980 )",31120,"(+/- 3128 )",37892,"(+/- 3268 )",36453,"(+/- 2779 )",34725,"(+/- 2670 )",35054,"(+/- 2866 )",28477,"(+/- 2421 )",37588,"(+/- 3076 )",37198,"(+/- 2786 )",24552,"(+/- 2705 )",43260,"(+/- 3222 )",43478,"(+/- 3804 )",41018,"(+/- 3185 )",44596,"(+/- 3526 )",42767,"(+/- 3470 )",44513,"(+/- 3630 )",42232,"(+/- 4232 )",35299,"(+/- 3222 )",43288,"(+/- 3126 )",38965,"(+/- 3486 )",36604,"(+/- 3713 )",30430,"(+/- 2744 )",25329,"(+/- 2529 )",30552,"(+/- 2924 )",37235,"(+/- 3467 )",24998,"(+/- 2317 )",38060,"(+/- 3096 )",43604,"(+/- 3236 )",20109,"(+/- 2150 )",34062,"(+/- 3754 )",51357,"(+/- 4480 )",36380,"(+/- 2921 )",29052,"(+/- 2808 )",43894,"(+/- 3897 )",30717,"(+/- 3056 )",39170,"(+/- 3062 )",40684,"(+/- 3137 )",38648,"(+/- 3817 )",44616,"(+/- 3851 )",31709,"(+/- 3412 )",43704,"(+/- 4113 )",48927,"(+/- 3905 )"
Education,"Educational Attainment","Bachelor's degree",80208,"(+/- 4767 )",130849,"(+/- 5552 )",77875,"(+/- 4921 )",113952,"(+/- 5760 )",110380,"(+/- 5317 )",91235,"(+/- 4686 )",115002,"(+/- 5486 )",47299,"(+/- 4250 )",73590,"(+/- 4672 )",59643,"(+/- 4009 )",147607,"(+/- 4901 )",224026,"(+/- 6742 )",148009,"(+/- 5701 )",156745,"(+/- 5179 )",152333,"(+/- 6210 )",37895,"(+/- 3774 )",156445,"(+/- 5933 )",160229,"(+/- 6127 )",118794,"(+/- 5245 )",79630,"(+/- 3655 )",26453,"(+/- 2932 )",76592,"(+/- 5100 )",62950,"(+/- 4061 )",97223,"(+/- 4499 )",86297,"(+/- 3930 )",105787,"(+/- 4163 )",135722,"(+/- 5188 )",171740,"(+/- 6872 )",72449,"(+/- 4426 )",163639,"(+/- 6520 )",78709,"(+/- 5403 )",76480,"(+/- 4767 )",188944,"(+/- 6838 )",104732,"(+/- 5820 )",54696,"(+/- 3771 )",68045,"(+/- 4213 )",114963,"(+/- 6595 )",80987,"(+/- 5180 )",138331,"(+/- 6255 )",33995,"(+/- 3269 )",50049,"(+/- 5256 )",93231,"(+/- 5145 )",95068,"(+/- 4468 )",46003,"(+/- 3806 )",181043,"(+/- 6503 )",66978,"(+/- 4910 )",109402,"(+/- 5003 )",152939,"(+/- 5886 )",135826,"(+/- 7613 )",99452,"(+/- 4899 )",50630,"(+/- 4035 )",181021,"(+/- 8059 )",134327,"(+/- 6968 )"
Education,"Educational Attainment","Graduate or professional degree",45543,"(+/- 3576 )",88294,"(+/- 4610 )",43570,"(+/- 3240 )",63090,"(+/- 3924 )",57929,"(+/- 4138 )",53439,"(+/- 3913 )",57759,"(+/- 3468 )",24539,"(+/- 2711 )",31215,"(+/- 3215 )",26871,"(+/- 2810 )",87044,"(+/- 4097 )",146465,"(+/- 4921 )",114302,"(+/- 5259 )",109870,"(+/- 4171 )",99803,"(+/- 4722 )",14652,"(+/- 1976 )",155879,"(+/- 7351 )",177448,"(+/- 6019 )",70345,"(+/- 3919 )",53293,"(+/- 3788 )",8741,"(+/- 1566 )",39904,"(+/- 3442 )",35651,"(+/- 3504 )",67820,"(+/- 3589 )",41725,"(+/- 3313 )",58589,"(+/- 3518 )",90604,"(+/- 5148 )",80735,"(+/- 4881 )",22438,"(+/- 2009 )",88055,"(+/- 5665 )",42735,"(+/- 3523 )",34857,"(+/- 3143 )",137658,"(+/- 5718 )",40733,"(+/- 2682 )",19074,"(+/- 2458 )",41098,"(+/- 3388 )",80639,"(+/- 5320 )",38659,"(+/- 3696 )",72324,"(+/- 3539 )",12918,"(+/- 1791 )",30799,"(+/- 3023 )",44377,"(+/- 3679 )",43641,"(+/- 3715 )",12826,"(+/- 1879 )",115384,"(+/- 6276 )",22295,"(+/- 3056 )",54917,"(+/- 3776 )",83516,"(+/- 4933 )",95573,"(+/- 4590 )",49901,"(+/- 3571 )",18668,"(+/- 2368 )",139207,"(+/- 6720 )",72387,"(+/- 4000 )"
