Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.9,"(+/- 0.9 )",11.3,"(+/- 1.2 )",14.9,"(+/- 0.9 )",11.1,"(+/- 0.8 )",13.1,"(+/- 1.0 )",20.6,"(+/- 1.4 )",15.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.0,"(+/- 1.1 )",6.9,"(+/- 1.5 )",9.8,"(+/- 1.5 )",9.5,"(+/- 1.4 )",10.6,"(+/- 1.6 )",14.6,"(+/- 2.0 )",8.9,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.3,"(+/- 1.4 )",11.5,"(+/- 1.5 )",13.6,"(+/- 1.1 )",10.3,"(+/- 1.3 )",12.4,"(+/- 1.3 )",20.1,"(+/- 1.9 )",17.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.5,"(+/- 2.5 )",20.6,"(+/- 2.1 )",30.6,"(+/- 2.5 )",24.7,"(+/- 1.9 )",27.8,"(+/- 2.5 )",35.9,"(+/- 2.7 )",28.4,"(+/- 2.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",179311,"(+/- 5956 )",167711,"(+/- 6598 )",164962,"(+/- 4248 )",175981,"(+/- 3997 )",169024,"(+/- 4052 )",171694,"(+/- 8102 )",154832,"(+/- 3696 )"
Education,"School Enrollment","Nursery school, preschool",12004,"(+/- 1724 )",8309,"(+/- 1237 )",7057,"(+/- 1332 )",8378,"(+/- 1383 )",9129,"(+/- 1554 )",6526,"(+/- 1417 )",7466,"(+/- 1457 )"
Education,"School Enrollment",Kindergarten,8510,"(+/- 1722 )",11884,"(+/- 1827 )",10325,"(+/- 1367 )",10694,"(+/- 1745 )",9611,"(+/- 1591 )",8882,"(+/- 1536 )",9346,"(+/- 1550 )"
Education,"School Enrollment","Elementary school (grades 1-8)",77118,"(+/- 3985 )",75488,"(+/- 3399 )",66417,"(+/- 3077 )",76025,"(+/- 2844 )",74805,"(+/- 2931 )",63498,"(+/- 4971 )",69657,"(+/- 2362 )"
Education,"School Enrollment","High school (grades 9-12)",39067,"(+/- 3187 )",35126,"(+/- 2821 )",34964,"(+/- 2193 )",35700,"(+/- 1633 )",39626,"(+/- 2354 )",29847,"(+/- 2835 )",34851,"(+/- 2051 )"
Education,"School Enrollment","College or graduate school",42612,"(+/- 3789 )",36904,"(+/- 3806 )",46199,"(+/- 2912 )",45184,"(+/- 2971 )",35853,"(+/- 2949 )",62941,"(+/- 5184 )",33512,"(+/- 2827 )"
Education,"Educational Attainment","Population 25 years and over",551470,"(+/- 5658 )",485522,"(+/- 7017 )",469719,"(+/- 4587 )",497018,"(+/- 4619 )",490372,"(+/- 4294 )",438713,"(+/- 8897 )",511037,"(+/- 3052 )"
Education,"Educational Attainment","Less than 9th grade",12151,"(+/- 2478 )",16087,"(+/- 2291 )",25345,"(+/- 3104 )",20114,"(+/- 2364 )",21096,"(+/- 2511 )",24032,"(+/- 2395 )",20484,"(+/- 2123 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",25343,"(+/- 2843 )",32472,"(+/- 3112 )",53861,"(+/- 4846 )",39296,"(+/- 3606 )",44290,"(+/- 3229 )",50206,"(+/- 3584 )",50071,"(+/- 4257 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",131118,"(+/- 6489 )",133997,"(+/- 5648 )",147415,"(+/- 5713 )",124548,"(+/- 6243 )",151048,"(+/- 6047 )",152066,"(+/- 7184 )",175880,"(+/- 6249 )"
Education,"Educational Attainment","Some college, no degree",108488,"(+/- 6067 )",99126,"(+/- 5785 )",88909,"(+/- 4422 )",104179,"(+/- 5493 )",102576,"(+/- 5033 )",87777,"(+/- 5324 )",107383,"(+/- 4447 )"
Education,"Educational Attainment","Associate's degree",53991,"(+/- 3876 )",40032,"(+/- 3124 )",50656,"(+/- 3438 )",51820,"(+/- 3623 )",48104,"(+/- 4045 )",40260,"(+/- 3653 )",45290,"(+/- 3961 )"
Education,"Educational Attainment","Bachelor's degree",135941,"(+/- 6680 )",104275,"(+/- 4136 )",63939,"(+/- 4055 )",96373,"(+/- 4079 )",81465,"(+/- 5348 )",52283,"(+/- 3747 )",72748,"(+/- 4489 )"
Education,"Educational Attainment","Graduate or professional degree",84438,"(+/- 5716 )",59533,"(+/- 4153 )",39594,"(+/- 3066 )",60688,"(+/- 3540 )",41793,"(+/- 3305 )",32089,"(+/- 3053 )",39181,"(+/- 3155 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.2,"(+/- 0.6 )",90.0,"(+/- 0.7 )",83.1,"(+/- 1.1 )",88.0,"(+/- 0.9 )",86.7,"(+/- 0.8 )",83.1,"(+/- 1.0 )",86.2,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",40.0,"(+/- 1.3 )",33.7,"(+/- 1.2 )",22.0,"(+/- 1.1 )",31.6,"(+/- 1.0 )",25.1,"(+/- 1.1 )",19.2,"(+/- 1.2 )",21.9,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",232495,G,205060,G,176201,G,333855,G,190182,G,287278,G,228453,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",76,H,335,G,523,G,78,J,709,G,1306,G,889,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",31,J,201,H,c,D,188,H,352,H,136,G,145,H
Business,"Paid employees for pay period including March 12",Utilities,628,J,2662,J,1921,H,618,J,3084,G,1608,J,1450,J
Business,"Paid employees for pay period including March 12",Construction,11923,G,10952,G,7767,G,13703,G,9517,G,14931,G,10528,G
Business,"Paid employees for pay period including March 12",Manufacturing,8911,G,21359,G,45992,G,50916,H,38273,G,37786,G,25030,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5022,G,8945,G,6467,G,18770,G,8353,G,16763,G,6895,G
Business,"Paid employees for pay period including March 12","Retail trade",43184,G,35720,G,26952,G,39233,G,28321,G,29428,G,42017,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6760,G,10098,G,7478,H,12219,G,8219,G,9089,G,6466,G
Business,"Paid employees for pay period including March 12",Information,7523,G,3858,G,1398,G,9133,G,3098,G,6680,G,3538,H
Business,"Paid employees for pay period including March 12","Finance and insurance",7679,G,6450,G,3478,H,11027,G,9112,H,20140,G,8744,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5248,G,2660,G,1427,G,4097,G,1721,G,4821,G,6082,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",14577,G,8943,G,5092,G,20547,G,8322,H,17485,G,7569,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2616,J,2953,G,1198,H,10800,H,4050,H,2627,G,2124,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15309,G,18372,G,8177,G,37154,G,9637,G,23434,G,11349,G
Business,"Paid employees for pay period including March 12","Educational services",4457,G,2038,G,3485,H,10411,G,2857,G,7265,G,1764,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",31060,G,27149,G,23376,G,42785,H,21754,G,49614,G,34689,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",7064,G,2854,G,1805,G,3685,G,2327,G,2838,G,6708,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",46675,G,27459,G,19250,G,33617,G,20804,G,29926,G,42687,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13665,G,12025,G,10243,G,14847,G,9637,G,11360,G,9760,G
Business,"Paid employees for pay period including March 12","Industries not classified",87,H,27,J,56,J,27,J,35,J,41,J,19,J
Business,"Annual payroll ($1,000)","Total for all sectors",8948602,G,7796928,G,6499728,G,14732686,G,7546336,G,12852860,G,7747324,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3294,H,15416,G,18878,G,2150,H,29513,G,56186,G,35630,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",2371,H,12887,H,D,D,8502,G,29704,H,9671,G,4152,H
Business,"Annual payroll ($1,000)",Utilities,42936,J,224162,J,216656,H,58544,H,320968,G,124650,H,139147,J
Business,"Annual payroll ($1,000)",Construction,565831,G,530217,G,313743,G,746542,G,444555,G,758541,G,423001,G
Business,"Annual payroll ($1,000)",Manufacturing,503338,G,1169298,G,2246055,G,2942215,H,1876897,G,2277095,G,1299204,G
Business,"Annual payroll ($1,000)","Wholesale trade",292163,G,502029,G,342691,G,1108870,G,457487,G,951819,G,314001,G
Business,"Annual payroll ($1,000)","Retail trade",1113054,G,849526,G,622362,G,1008114,G,665377,G,754056,G,974712,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",283370,G,438536,G,281341,H,546783,G,336636,G,387393,G,234716,G
Business,"Annual payroll ($1,000)",Information,646670,H,187316,G,68276,G,515864,G,171411,G,357618,G,142228,G
Business,"Annual payroll ($1,000)","Finance and insurance",547025,G,341151,G,159560,G,725973,G,532224,H,1390572,G,409707,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",256685,G,101307,G,50743,G,186686,G,75705,G,214040,H,202593,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1089832,G,536892,G,217013,G,1366542,G,537594,H,1186847,G,333262,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",175582,H,117328,H,108618,H,970807,H,357248,G,188396,G,193635,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",460048,G,898481,H,235188,G,1159617,G,271137,G,682706,G,283148,G
Business,"Annual payroll ($1,000)","Educational services",127287,G,48189,G,74610,H,271407,G,68812,G,213631,G,42354,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1394088,G,1089554,H,934929,H,2109142,H,785747,G,2448239,G,1579749,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",155950,G,48174,G,30648,G,66190,G,42903,G,51214,G,129936,G
Business,"Annual payroll ($1,000)","Accommodation and food services",914171,G,391233,G,270561,G,523551,G,280398,G,475024,G,770891,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",372814,G,294494,G,300133,G,414612,G,261577,G,324677,G,234889,G
Business,"Annual payroll ($1,000)","Industries not classified",2093,G,738,G,729,G,575,G,443,G,485,G,369,G
Business,"Total Establishments","Total for all sectors",19171,X,13298,X,11384,X,17984,X,11987,X,15201,X,16335,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",29,X,68,X,82,X,17,X,82,X,140,X,98,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",6,X,14,X,11,X,10,X,14,X,10,X,15,X
Business,"Total Establishments",Utilities,23,X,82,X,42,X,25,X,62,X,73,X,44,X
Business,"Total Establishments",Construction,1921,X,1235,X,1154,X,1455,X,1075,X,1135,X,1425,X
Business,"Total Establishments",Manufacturing,335,X,360,X,638,X,830,X,591,X,599,X,429,X
Business,"Total Establishments","Wholesale trade",623,X,544,X,473,X,1148,X,529,X,832,X,613,X
Business,"Total Establishments","Retail trade",2872,X,2264,X,2035,X,2667,X,2086,X,2456,X,3253,X
Business,"Total Establishments","Transportation and warehousing",441,X,325,X,293,X,480,X,284,X,549,X,342,X
Business,"Total Establishments",Information,270,X,159,X,117,X,284,X,176,X,259,X,186,X
Business,"Total Establishments","Finance and insurance",1191,X,1013,X,757,X,1344,X,871,X,1014,X,1026,X
Business,"Total Establishments","Real estate and rental and leasing",1430,X,621,X,430,X,885,X,498,X,660,X,936,X
Business,"Total Establishments","Professional, scientific, and technical services",2394,X,1307,X,821,X,2049,X,985,X,1575,X,1256,X
Business,"Total Establishments","Management of companies and enterprises",87,X,73,X,66,X,192,X,57,X,101,X,80,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1220,X,748,X,545,X,1039,X,585,X,785,X,870,X
Business,"Total Establishments","Educational services",234,X,160,X,90,X,247,X,125,X,200,X,111,X
Business,"Total Establishments","Health care and social assistance",2034,X,1300,X,1025,X,1642,X,1138,X,1537,X,1651,X
Business,"Total Establishments","Arts, entertainment, and recreation",388,X,194,X,159,X,241,X,174,X,153,X,358,X
Business,"Total Establishments","Accommodation and food services",1931,X,1250,X,1091,X,1613,X,1059,X,1463,X,2018,X
Business,"Total Establishments","Other services (except public administration)",1700,X,1552,X,1504,X,1788,X,1565,X,1639,X,1606,X
Business,"Total Establishments","Industries not classified",42,X,29,X,51,X,28,X,31,X,21,X,18,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
