Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","Median (dollars)",870,"(+/- 19 )",1028,"(+/- 27 )",1151,"(+/- 26 )",1225,"(+/- 57 )",1624,"(+/- 39 )",1232,"(+/- 38 )",1513,"(+/- 42 )",1471,"(+/- 42 )",953,"(+/- 27 )"
Housing,"Gross Rent","No rent paid",4055,"(+/- 893 )",4084,"(+/- 1206 )",2210,"(+/- 678 )",2636,"(+/- 809 )",2791,"(+/- 641 )",2886,"(+/- 953 )",3963,"(+/- 1087 )",3130,"(+/- 916 )",3996,"(+/- 1010 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",288980,"(+/- 3054 )",278430,"(+/- 3912 )",274965,"(+/- 4418 )",279277,"(+/- 3914 )",289174,"(+/- 4600 )",294151,"(+/- 4266 )",303513,"(+/- 5099 )",298060,"(+/- 5209 )",298404,"(+/- 5471 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",20074,"(+/- 2240 )",16793,"(+/- 2329 )",14597,"(+/- 1995 )",10149,"(+/- 1868 )",14186,"(+/- 2213 )",13230,"(+/- 2082 )",32188,"(+/- 3141 )",12259,"(+/- 2100 )",13219,"(+/- 1691 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",17302,"(+/- 2265 )",15616,"(+/- 1932 )",13719,"(+/- 1928 )",8791,"(+/- 1756 )",8068,"(+/- 1594 )",10875,"(+/- 1955 )",18541,"(+/- 2376 )",9788,"(+/- 1965 )",14747,"(+/- 1731 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",28534,"(+/- 2256 )",20746,"(+/- 2087 )",18561,"(+/- 2215 )",15462,"(+/- 2175 )",18105,"(+/- 2234 )",20465,"(+/- 2442 )",27451,"(+/- 3013 )",19672,"(+/- 2331 )",24339,"(+/- 2609 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",28735,"(+/- 2664 )",23189,"(+/- 2260 )",19314,"(+/- 2330 )",17302,"(+/- 2393 )",16916,"(+/- 2511 )",17424,"(+/- 2196 )",20968,"(+/- 2386 )",16814,"(+/- 2469 )",22561,"(+/- 2400 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",36084,"(+/- 2995 )",30332,"(+/- 2365 )",29266,"(+/- 3122 )",20354,"(+/- 2510 )",22204,"(+/- 2250 )",27052,"(+/- 2600 )",28925,"(+/- 3102 )",24981,"(+/- 2387 )",33398,"(+/- 2943 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",50099,"(+/- 3402 )",43144,"(+/- 2971 )",40949,"(+/- 3338 )",35657,"(+/- 2904 )",34561,"(+/- 3012 )",39473,"(+/- 3105 )",41883,"(+/- 3196 )",41358,"(+/- 3182 )",46173,"(+/- 3111 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",31335,"(+/- 2903 )",35589,"(+/- 2788 )",32010,"(+/- 2597 )",30280,"(+/- 2613 )",31668,"(+/- 2752 )",39784,"(+/- 3317 )",32598,"(+/- 2775 )",38285,"(+/- 3213 )",39478,"(+/- 3549 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",45086,"(+/- 3257 )",45237,"(+/- 3135 )",46536,"(+/- 3316 )",53145,"(+/- 3187 )",55742,"(+/- 3923 )",54101,"(+/- 3089 )",47002,"(+/- 3276 )",60045,"(+/- 3778 )",52296,"(+/- 3768 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",16331,"(+/- 1967 )",24548,"(+/- 2454 )",27738,"(+/- 2726 )",34784,"(+/- 3069 )",33357,"(+/- 2540 )",31083,"(+/- 2282 )",25545,"(+/- 2187 )",31370,"(+/- 2650 )",25700,"(+/- 2510 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",15400,"(+/- 1654 )",23236,"(+/- 2214 )",32275,"(+/- 2504 )",53353,"(+/- 3310 )",54367,"(+/- 2900 )",40664,"(+/- 2634 )",28412,"(+/- 2038 )",43488,"(+/- 3165 )",26493,"(+/- 2251 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",55465,"(+/- 1303 )",67531,"(+/- 2283 )",75654,"(+/- 2635 )",100742,"(+/- 1910 )",98775,"(+/- 4139 )",85951,"(+/- 2617 )",64310,"(+/- 2188 )",90323,"(+/- 1871 )",71685,"(+/- 2311 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",76791,"(+/- 1749 )",92022,"(+/- 3036 )",102687,"(+/- 2662 )",137246,"(+/- 4026 )",133145,"(+/- 3703 )",112443,"(+/- 2724 )",94189,"(+/- 3252 )",116857,"(+/- 3241 )",95247,"(+/- 2771 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",728054,"(+/- 6904 )",736207,"(+/- 8848 )",757699,"(+/- 10057 )",743855,"(+/- 7530 )",760558,"(+/- 8562 )",766047,"(+/- 5308 )",802086,"(+/- 7701 )",752373,"(+/- 10889 )",738743,"(+/- 8736 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",709317,"(+/- 7821 )",716813,"(+/- 8805 )",730234,"(+/- 9619 )",732716,"(+/- 8046 )",739501,"(+/- 9135 )",747753,"(+/- 5858 )",770771,"(+/- 8095 )",733481,"(+/- 11201 )",715235,"(+/- 9002 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",475257,"(+/- 9553 )",546296,"(+/- 11053 )",540371,"(+/- 12193 )",617415,"(+/- 11276 )",602216,"(+/- 10607 )",605477,"(+/- 9623 )",516012,"(+/- 12769 )",578002,"(+/- 13447 )",527746,"(+/- 10654 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",345243,"(+/- 9372 )",268111,"(+/- 9436 )",281581,"(+/- 9986 )",218730,"(+/- 10517 )",227859,"(+/- 9320 )",259543,"(+/- 8903 )",313388,"(+/- 12058 )",256924,"(+/- 9935 )",317871,"(+/- 11928 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",18737,"(+/- 2956 )",19394,"(+/- 3187 )",27465,"(+/- 4337 )",11139,"(+/- 2359 )",21057,"(+/- 4112 )",18294,"(+/- 3343 )",31315,"(+/- 4164 )",18892,"(+/- 2850 )",23508,"(+/- 2913 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",160024,"(+/- 3128 )",162245,"(+/- 4771 )",183468,"(+/- 7937 )",177158,"(+/- 5844 )",166193,"(+/- 6452 )",169161,"(+/- 5587 )",148044,"(+/- 5278 )",159293,"(+/- 6227 )",153375,"(+/- 4439 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",1496,"(+/- 840 )",3531,"(+/- 1643 )",4523,"(+/- 1498 )",698,"(+/- 374 )",3000,"(+/- 1235 )",2130,"(+/- 1026 )",2197,"(+/- 930 )",1509,"(+/- 957 )",2801,"(+/- 1149 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.7,"(+/- 1.3 )",7.0,"(+/- 0.9 )",8.8,"(+/- 1.2 )",4.9,"(+/- 0.9 )",5.0,"(+/- 1.0 )",4.9,"(+/- 0.8 )",13.6,"(+/- 1.9 )",5.1,"(+/- 0.9 )",6.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.8,"(+/- 2.5 )",10.8,"(+/- 1.8 )",13.0,"(+/- 2.2 )",8.0,"(+/- 1.6 )",7.1,"(+/- 1.7 )",7.7,"(+/- 1.7 )",22.5,"(+/- 3.7 )",8.1,"(+/- 1.6 )",11.7,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.5,"(+/- 6.3 )",11.2,"(+/- 5.0 )",10.6,"(+/- 3.9 )",10.2,"(+/- 4.6 )",6.9,"(+/- 3.7 )",9.5,"(+/- 4.8 )",10.8,"(+/- 5.4 )",5.1,"(+/- 2.8 )",13.9,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.6,"(+/- 0.8 )",2.8,"(+/- 0.9 )",3.6,"(+/- 0.9 )",2.6,"(+/- 0.7 )",2.5,"(+/- 0.8 )",1.9,"(+/- 0.6 )",6.0,"(+/- 1.7 )",2.4,"(+/- 0.7 )",2.8,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.4,"(+/- 1.5 )",3.2,"(+/- 1.5 )",3.9,"(+/- 1.6 )",3.4,"(+/- 1.2 )",2.9,"(+/- 1.4 )",2.2,"(+/- 1.2 )",8.7,"(+/- 3.7 )",2.6,"(+/- 1.0 )",3.0,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.3,"(+/- 3.2 )",1.5,"(+/- 1.5 )",1.8,"(+/- 2.1 )",1.8,"(+/- 1.7 )",4.2,"(+/- 4.0 )",5.7,"(+/- 4.5 )",5.0,"(+/- 5.5 )",2.4,"(+/- 1.8 )",3.1,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",29.0,"(+/- 3.9 )",22.7,"(+/- 3.1 )",26.5,"(+/- 4.6 )",18.6,"(+/- 4.5 )",18.6,"(+/- 4.6 )",17.4,"(+/- 3.6 )",29.9,"(+/- 4.2 )",15.5,"(+/- 3.5 )",21.0,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.4,"(+/- 5.3 )",29.7,"(+/- 4.8 )",36.3,"(+/- 6.3 )",26.6,"(+/- 6.2 )",29.6,"(+/- 7.9 )",24.5,"(+/- 5.5 )",43.7,"(+/- 5.7 )",24.5,"(+/- 6.1 )",32.5,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.7,"(+/- 15.4 )",36.8,"(+/- 15.0 )",36.3,"(+/- 15.9 )",43.1,"(+/- 18.8 )",36.1,"(+/- 23.1 )",36.8,"(+/- 23.6 )",37.8,"(+/- 17.9 )",11.6,"(+/- 9.6 )",34.7,"(+/- 15.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.2,"(+/- 1.1 )",10.9,"(+/- 0.9 )",11.1,"(+/- 1.1 )",7.0,"(+/- 0.8 )",7.7,"(+/- 0.9 )",7.6,"(+/- 0.9 )",18.7,"(+/- 1.5 )",7.8,"(+/- 0.8 )",8.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.1,"(+/- 2.8 )",12.7,"(+/- 2.2 )",14.9,"(+/- 2.5 )",9.2,"(+/- 1.7 )",8.1,"(+/- 2.0 )",9.5,"(+/- 2.2 )",26.8,"(+/- 4.4 )",9.1,"(+/- 1.8 )",12.5,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.5,"(+/- 2.9 )",12.3,"(+/- 2.2 )",14.6,"(+/- 2.5 )",9.1,"(+/- 1.7 )",7.8,"(+/- 2.0 )",9.2,"(+/- 2.2 )",26.4,"(+/- 4.4 )",8.8,"(+/- 1.8 )",12.1,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.0,"(+/- 5.0 )",14.4,"(+/- 4.4 )",16.0,"(+/- 3.1 )",12.7,"(+/- 3.6 )",8.8,"(+/- 3.1 )",12.4,"(+/- 4.5 )",22.1,"(+/- 6.1 )",9.4,"(+/- 2.7 )",17.0,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.6,"(+/- 2.7 )",11.7,"(+/- 2.1 )",14.1,"(+/- 2.9 )",8.0,"(+/- 1.7 )",7.5,"(+/- 2.1 )",8.1,"(+/- 2.1 )",28.3,"(+/- 4.4 )",8.6,"(+/- 2.0 )",10.5,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.4,"(+/- 0.9 )",10.5,"(+/- 0.9 )",10.0,"(+/- 0.9 )",6.3,"(+/- 0.7 )",7.7,"(+/- 0.9 )",7.2,"(+/- 0.7 )",17.0,"(+/- 1.1 )",7.5,"(+/- 0.7 )",8.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.3,"(+/- 1.6 )",7.3,"(+/- 1.4 )",11.0,"(+/- 2.0 )",6.0,"(+/- 1.2 )",7.2,"(+/- 1.3 )",8.0,"(+/- 1.2 )",20.4,"(+/- 2.5 )",7.6,"(+/- 1.3 )",6.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.3,"(+/- 1.3 )",7.2,"(+/- 0.9 )",9.2,"(+/- 1.3 )",5.0,"(+/- 0.9 )",5.0,"(+/- 1.0 )",5.0,"(+/- 0.9 )",14.2,"(+/- 2.1 )",5.3,"(+/- 0.9 )",6.5,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.6,"(+/- 2.1 )",24.5,"(+/- 2.4 )",20.4,"(+/- 2.3 )",16.8,"(+/- 1.8 )",17.8,"(+/- 1.9 )",19.6,"(+/- 1.9 )",27.2,"(+/- 1.6 )",16.5,"(+/- 1.9 )",18.3,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",176808,"(+/- 4841 )",204984,"(+/- 4935 )",194010,"(+/- 6809 )",195941,"(+/- 6267 )",198120,"(+/- 6221 )",176350,"(+/- 5401 )",234367,"(+/- 7364 )",173643,"(+/- 7194 )",160022,"(+/- 5485 )"
Education,"School Enrollment","Nursery school, preschool",10945,"(+/- 1798 )",9447,"(+/- 1366 )",14030,"(+/- 2344 )",12762,"(+/- 1526 )",14668,"(+/- 1786 )",11784,"(+/- 1809 )",8407,"(+/- 1729 )",12708,"(+/- 1927 )",10461,"(+/- 1485 )"
Education,"School Enrollment",Kindergarten,7148,"(+/- 1352 )",7281,"(+/- 1302 )",9476,"(+/- 1629 )",9695,"(+/- 1666 )",9087,"(+/- 1642 )",7136,"(+/- 1752 )",9294,"(+/- 1598 )",9095,"(+/- 1679 )",6372,"(+/- 1288 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69104,"(+/- 2914 )",66793,"(+/- 2984 )",73872,"(+/- 4307 )",75010,"(+/- 4077 )",66289,"(+/- 4063 )",70956,"(+/- 3916 )",57180,"(+/- 2980 )",61125,"(+/- 3863 )",65203,"(+/- 3209 )"
Education,"School Enrollment","High school (grades 9-12)",35583,"(+/- 2052 )",37590,"(+/- 2337 )",44368,"(+/- 3241 )",42667,"(+/- 2530 )",36180,"(+/- 2933 )",41919,"(+/- 3304 )",29992,"(+/- 2132 )",38923,"(+/- 3467 )",37797,"(+/- 2204 )"
Education,"School Enrollment","College or graduate school",54028,"(+/- 3637 )",83873,"(+/- 3837 )",52264,"(+/- 4684 )",55807,"(+/- 4222 )",71896,"(+/- 4079 )",44555,"(+/- 2974 )",129494,"(+/- 5676 )",51792,"(+/- 4500 )",40189,"(+/- 4123 )"
Education,"Educational Attainment","Population 25 years and over",511565,"(+/- 4151 )",501567,"(+/- 6217 )",522913,"(+/- 6862 )",517450,"(+/- 6402 )",539871,"(+/- 7160 )",550191,"(+/- 6039 )",548738,"(+/- 7142 )",551929,"(+/- 7650 )",544349,"(+/- 6446 )"
Education,"Educational Attainment","Less than 9th grade",22965,"(+/- 2543 )",13494,"(+/- 2073 )",28276,"(+/- 2928 )",16731,"(+/- 2676 )",17591,"(+/- 2831 )",18326,"(+/- 2923 )",43556,"(+/- 4070 )",21305,"(+/- 2640 )",24896,"(+/- 2675 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",40090,"(+/- 2875 )",28236,"(+/- 3124 )",31060,"(+/- 3430 )",16484,"(+/- 2343 )",15055,"(+/- 2529 )",20462,"(+/- 2739 )",31806,"(+/- 3245 )",25198,"(+/- 2862 )",26927,"(+/- 2631 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",154913,"(+/- 5359 )",136089,"(+/- 5918 )",136623,"(+/- 6059 )",99437,"(+/- 5319 )",102905,"(+/- 5634 )",136117,"(+/- 6433 )",126404,"(+/- 7042 )",120683,"(+/- 5985 )",150355,"(+/- 5896 )"
Education,"Educational Attainment","Some college, no degree",95775,"(+/- 4953 )",81181,"(+/- 4568 )",86295,"(+/- 4599 )",75138,"(+/- 5210 )",65483,"(+/- 4151 )",82756,"(+/- 4277 )",75494,"(+/- 5332 )",84307,"(+/- 4414 )",96789,"(+/- 4999 )"
Education,"Educational Attainment","Associate's degree",46898,"(+/- 3619 )",43221,"(+/- 3443 )",42164,"(+/- 3421 )",40100,"(+/- 3387 )",27767,"(+/- 2931 )",44252,"(+/- 3029 )",25088,"(+/- 2742 )",39859,"(+/- 3501 )",51351,"(+/- 3048 )"
Education,"Educational Attainment","Bachelor's degree",88906,"(+/- 4687 )",116678,"(+/- 5258 )",110491,"(+/- 4770 )",136612,"(+/- 5766 )",145535,"(+/- 5791 )",151946,"(+/- 6709 )",127508,"(+/- 5965 )",153353,"(+/- 7045 )",115557,"(+/- 6107 )"
Education,"Educational Attainment","Graduate or professional degree",62018,"(+/- 3402 )",82668,"(+/- 4541 )",88004,"(+/- 4993 )",132948,"(+/- 5238 )",165535,"(+/- 6044 )",96332,"(+/- 3761 )",118882,"(+/- 5278 )",107224,"(+/- 5359 )",78474,"(+/- 4120 )"
Education,"Educational Attainment","Percent high school graduate or higher",87.7,"(+/- 0.7 )",91.7,"(+/- 0.7 )",88.7,"(+/- 0.8 )",93.6,"(+/- 0.6 )",94.0,"(+/- 0.7 )",93.0,"(+/- 0.7 )",86.3,"(+/- 1.0 )",91.6,"(+/- 0.7 )",90.5,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",29.5,"(+/- 1.0 )",39.7,"(+/- 1.2 )",38.0,"(+/- 1.1 )",52.1,"(+/- 1.2 )",57.6,"(+/- 1.0 )",45.1,"(+/- 1.3 )",44.9,"(+/- 1.1 )",47.2,"(+/- 1.2 )",35.6,"(+/- 1.2 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",253580,G,295089,G,279026,G,340133,G,388851,G,354981,G,504144,G,536974,G,248225,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",97,H,131,H,110,H,43,H,54,H,237,H,6,J,38,H,336,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",154,H,146,H,27,H,60,H,8,J,95,H,0,N,154,G,125,J
Business,"Paid employees for pay period including March 12",Utilities,1642,G,1694,J,551,H,687,H,g,D,812,H,550,H,2682,J,1377,G
Business,"Paid employees for pay period including March 12",Construction,10764,G,10327,G,12035,G,13479,G,16866,G,18449,G,9067,G,23026,G,17530,G
Business,"Paid employees for pay period including March 12",Manufacturing,28377,G,26469,G,40501,G,28694,G,16106,G,36080,G,10491,H,17863,G,16843,G
Business,"Paid employees for pay period including March 12","Wholesale trade",8966,G,12338,G,17620,H,23703,H,15940,G,16725,G,13819,G,19960,G,9657,G
Business,"Paid employees for pay period including March 12","Retail trade",36135,G,39086,G,30206,G,46526,G,38730,G,48941,G,35007,G,51689,G,46716,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6839,G,10107,G,8003,G,8634,G,7135,G,6952,G,18612,G,11845,G,6543,G
Business,"Paid employees for pay period including March 12",Information,3392,G,4240,G,10185,G,10071,G,20710,G,19147,G,20530,G,20343,G,3498,G
Business,"Paid employees for pay period including March 12","Finance and insurance",12533,H,16019,H,10159,G,12867,G,16424,G,11876,G,31693,G,67789,G,7435,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3140,G,2865,G,2818,G,5812,G,5671,G,3928,H,8762,G,10417,G,3208,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",9855,G,16091,G,26329,G,21497,G,45734,G,29939,G,55654,G,62740,G,12358,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4014,G,3562,H,6660,G,14260,H,20519,G,10242,H,15665,H,19447,G,4305,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",9662,G,11793,G,16366,G,20756,G,26714,G,20648,G,20252,G,29001,G,9721,G
Business,"Paid employees for pay period including March 12","Educational services",16050,G,22609,G,5590,G,24137,G,48599,H,10613,G,77415,G,9438,G,4514,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",58300,G,77011,G,53370,G,56367,G,54094,G,67472,G,107476,G,114699,G,52019,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5871,G,5125,G,4236,G,8618,G,5986,G,6352,G,9536,G,8146,G,6365,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25596,G,24959,G,22901,G,30456,G,30058,G,33437,G,52187,G,46805,G,33702,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12155,G,10437,G,11253,G,13359,G,16834,G,12938,G,17351,G,20791,G,11829,G
Business,"Paid employees for pay period including March 12","Industries not classified",38,J,80,G,106,G,107,J,185,G,98,H,71,H,101,H,144,H
Business,"Annual payroll ($1,000)","Total for all sectors",11130260,G,13255255,G,18173514,G,19734525,G,26718370,G,21353638,G,40034624,G,39550028,G,11241074,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",2863,G,3682,H,4505,G,1855,G,1879,H,10442,H,414,G,2804,J,11964,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",10796,H,11355,H,1769,G,3926,G,486,H,6833,H,0,N,10242,G,8097,H
Business,"Annual payroll ($1,000)",Utilities,176400,G,153868,J,50377,H,83402,G,D,D,90882,G,74505,H,294001,J,162245,G
Business,"Annual payroll ($1,000)",Construction,713113,G,656298,G,840678,G,941259,G,1274284,G,1313355,G,803864,G,1995324,G,1138510,G
Business,"Annual payroll ($1,000)",Manufacturing,1653976,G,1553728,G,3209207,G,2137343,H,1235057,G,3020456,G,714146,H,1165761,G,951300,G
Business,"Annual payroll ($1,000)","Wholesale trade",508795,G,724156,G,1954243,H,1949244,H,1430509,G,1466759,G,1372458,G,1760676,H,642650,G
Business,"Annual payroll ($1,000)","Retail trade",969424,G,1079264,G,892204,G,1267046,G,1261683,G,1442865,G,1052654,G,1606343,G,1375489,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",290508,G,414663,G,298995,G,405212,G,291122,G,340202,G,1041045,G,733819,G,250155,G
Business,"Annual payroll ($1,000)",Information,179462,G,270827,G,1141585,G,1029456,G,2560538,G,2266064,H,2817220,G,1961604,G,186073,G
Business,"Annual payroll ($1,000)","Finance and insurance",1065359,H,1204337,H,893331,G,1449560,G,1503775,G,1014466,G,7228992,G,10757412,G,558976,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",122372,G,133727,G,146787,G,395212,G,356043,G,216082,G,576690,G,1031593,G,153757,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",621797,H,1323360,G,3007692,G,2189455,G,5343777,G,2863978,G,7690353,G,6470776,G,824390,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",336563,G,304904,H,1345653,H,1830142,H,2656626,G,1434098,H,1920471,H,1702994,G,428623,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",365452,G,434045,G,782947,G,1016526,G,1579019,G,1060152,G,940335,G,1427311,G,547597,G
Business,"Annual payroll ($1,000)","Educational services",492002,G,767748,G,217176,G,885279,G,2703078,H,372444,G,3567758,G,379784,G,150779,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2698682,G,3368702,G,2387599,G,2673960,G,2690178,G,3191927,H,7670983,G,5769945,G,2412233,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",127052,H,93398,G,92490,G,429344,H,142085,G,146190,G,542680,H,436630,G,199002,G
Business,"Annual payroll ($1,000)","Accommodation and food services",466090,G,443574,G,432396,G,610335,G,659645,G,704531,G,1409719,G,1117199,G,860999,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",328346,G,312052,G,471454,H,432177,G,721944,G,388300,G,607214,G,921634,G,373646,G
Business,"Annual payroll ($1,000)","Industries not classified",1208,G,1567,G,2426,G,3792,H,5252,G,3612,G,3123,G,4176,G,4589,G
Business,"Total Establishments","Total for all sectors",16248,X,16760,X,16467,X,20832,X,21006,X,21277,X,17095,X,24588,X,22707,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",26,X,26,X,24,X,19,X,12,X,69,X,4,X,8,X,156,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,11,X,4,X,8,X,3,X,6,X,0,X,10,X,14,X
Business,"Total Establishments",Utilities,39,X,37,X,33,X,23,X,19,X,23,X,22,X,43,X,35,X
Business,"Total Establishments",Construction,1848,X,1798,X,1877,X,2080,X,1969,X,2618,X,842,X,2242,X,3339,X
