Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",20244,"(+/- 2739 )",18013,"(+/- 2065 )",32313,"(+/- 3014 )",45048,"(+/- 3697 )",26092,"(+/- 2732 )",21397,"(+/- 2792 )",19376,"(+/- 2720 )",35003,"(+/- 3945 )",21716,"(+/- 2991 )",37732,"(+/- 4389 )",27339,"(+/- 3134 )",23985,"(+/- 2766 )",21748,"(+/- 2411 )",21136,"(+/- 3000 )",26655,"(+/- 2252 )",28966,"(+/- 2828 )",24993,"(+/- 2439 )",24987,"(+/- 2423 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",48267,"(+/- 3544 )",35750,"(+/- 4344 )",33639,"(+/- 3478 )",74031,"(+/- 4447 )",123273,"(+/- 6102 )",23530,"(+/- 2039 )",85221,"(+/- 5372 )",14989,"(+/- 2016 )",76922,"(+/- 4865 )",18911,"(+/- 1893 )",16211,"(+/- 2150 )",5971,"(+/- 1565 )",9610,"(+/- 1607 )",11743,"(+/- 1644 )",2679,"(+/- 935 )",2034,"(+/- 704 )",3920,"(+/- 822 )",1646,"(+/- 700 )"
Workers,"Commuting to Work",Walked,11139,"(+/- 2008 )",5931,"(+/- 1459 )",6326,"(+/- 1281 )",11362,"(+/- 1982 )",16675,"(+/- 2449 )",5314,"(+/- 1088 )",41106,"(+/- 3245 )",4341,"(+/- 1022 )",15026,"(+/- 2295 )",7449,"(+/- 2307 )",2766,"(+/- 886 )",4714,"(+/- 1278 )",12469,"(+/- 1865 )",3274,"(+/- 985 )",7541,"(+/- 1155 )",4877,"(+/- 898 )",9273,"(+/- 1708 )",7575,"(+/- 1370 )"
Workers,"Commuting to Work","Other means",6561,"(+/- 1331 )",5005,"(+/- 1451 )",4379,"(+/- 1171 )",10314,"(+/- 1715 )",14692,"(+/- 1958 )",3432,"(+/- 829 )",15017,"(+/- 2895 )",5779,"(+/- 1135 )",10865,"(+/- 1596 )",4161,"(+/- 1052 )",4142,"(+/- 1368 )",3150,"(+/- 922 )",3895,"(+/- 970 )",4694,"(+/- 1658 )",2814,"(+/- 793 )",4233,"(+/- 986 )",4542,"(+/- 1038 )",4171,"(+/- 941 )"
Workers,"Commuting to Work","Worked at home",12623,"(+/- 1924 )",11628,"(+/- 2179 )",11515,"(+/- 2044 )",12477,"(+/- 2062 )",23171,"(+/- 2446 )",28664,"(+/- 2948 )",18752,"(+/- 2363 )",13555,"(+/- 2027 )",23541,"(+/- 2393 )",23321,"(+/- 2420 )",18251,"(+/- 2143 )",11581,"(+/- 1515 )",14786,"(+/- 2056 )",24929,"(+/- 2874 )",11355,"(+/- 1670 )",12547,"(+/- 1673 )",11497,"(+/- 1740 )",14019,"(+/- 1751 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",35.4,"(+/- 0.8 )",33.9,"(+/- 0.8 )",33.4,"(+/- 0.6 )",34.4,"(+/- 0.6 )",33.6,"(+/- 0.5 )",30.8,"(+/- 0.5 )",31.7,"(+/- 0.8 )",28.9,"(+/- 0.7 )",33.1,"(+/- 0.7 )",28.9,"(+/- 0.6 )",30.3,"(+/- 0.7 )",24.3,"(+/- 0.6 )",20.7,"(+/- 0.6 )",32.7,"(+/- 0.9 )",21.8,"(+/- 0.5 )",24.6,"(+/- 0.7 )",20.6,"(+/- 0.6 )",20.9,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",311632,"(+/- 10533 )",296196,"(+/- 9280 )",345363,"(+/- 10528 )",355895,"(+/- 11043 )",424263,"(+/- 10818 )",376682,"(+/- 8929 )",341092,"(+/- 10907 )",382369,"(+/- 8761 )",366497,"(+/- 9104 )",354974,"(+/- 6960 )",370632,"(+/- 7929 )",308688,"(+/- 6107 )",324408,"(+/- 7543 )",386323,"(+/- 8527 )",317566,"(+/- 5376 )",331348,"(+/- 6167 )",306326,"(+/- 6142 )",334600,"(+/- 7129 )"
Workers,Occupation,"Management, business, science, and arts occupations",103133,"(+/- 5431 )",86062,"(+/- 4784 )",118362,"(+/- 5283 )",95149,"(+/- 5644 )",215676,"(+/- 7381 )",190710,"(+/- 6410 )",164957,"(+/- 6715 )",132840,"(+/- 5296 )",180928,"(+/- 6579 )",146385,"(+/- 4849 )",130097,"(+/- 5064 )",91561,"(+/- 4070 )",123570,"(+/- 4762 )",155322,"(+/- 6842 )",97368,"(+/- 4016 )",100942,"(+/- 5018 )",84642,"(+/- 3849 )",135992,"(+/- 5378 )"
Workers,Occupation,"Service occupations",66306,"(+/- 4267 )",61790,"(+/- 4513 )",62729,"(+/- 4064 )",76738,"(+/- 4660 )",59081,"(+/- 4869 )",42663,"(+/- 3992 )",56321,"(+/- 4085 )",64234,"(+/- 5095 )",60344,"(+/- 5244 )",55060,"(+/- 3541 )",60842,"(+/- 4561 )",64180,"(+/- 4203 )",61560,"(+/- 4304 )",59883,"(+/- 4185 )",57687,"(+/- 3071 )",58430,"(+/- 3891 )",63393,"(+/- 3700 )",52780,"(+/- 3097 )"
Workers,Occupation,"Sales and office occupations",77955,"(+/- 5033 )",72905,"(+/- 4742 )",76776,"(+/- 4313 )",77453,"(+/- 4847 )",95770,"(+/- 4643 )",95327,"(+/- 5956 )",74289,"(+/- 4567 )",94951,"(+/- 5676 )",80083,"(+/- 5128 )",86097,"(+/- 4662 )",91828,"(+/- 4947 )",70706,"(+/- 3585 )",72867,"(+/- 4482 )",99555,"(+/- 6032 )",68608,"(+/- 3092 )",80277,"(+/- 4001 )",66904,"(+/- 3417 )",77630,"(+/- 4052 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",19954,"(+/- 2719 )",17215,"(+/- 2407 )",34057,"(+/- 3054 )",36260,"(+/- 3332 )",21990,"(+/- 3121 )",18822,"(+/- 2186 )",10111,"(+/- 1595 )",31134,"(+/- 3054 )",14373,"(+/- 1843 )",18785,"(+/- 2449 )",26487,"(+/- 2873 )",29424,"(+/- 2647 )",23714,"(+/- 2255 )",28901,"(+/- 3067 )",33408,"(+/- 2582 )",31912,"(+/- 2642 )",29377,"(+/- 2293 )",29188,"(+/- 2568 )"
Workers,Occupation,"Production, transportation, and material moving occupations",44284,"(+/- 4429 )",58224,"(+/- 4463 )",53439,"(+/- 4211 )",70295,"(+/- 4737 )",31746,"(+/- 2494 )",29160,"(+/- 3068 )",35414,"(+/- 3881 )",59210,"(+/- 4090 )",30769,"(+/- 3687 )",48647,"(+/- 4048 )",61378,"(+/- 4455 )",52817,"(+/- 3990 )",42697,"(+/- 2839 )",42662,"(+/- 3906 )",60495,"(+/- 3802 )",59787,"(+/- 3881 )",62010,"(+/- 3626 )",39010,"(+/- 2785 )"
Workers,Industry,"Civilian employed population 16 years and over",311632,"(+/- 10533 )",296196,"(+/- 9280 )",345363,"(+/- 10528 )",355895,"(+/- 11043 )",424263,"(+/- 10818 )",376682,"(+/- 8929 )",341092,"(+/- 10907 )",382369,"(+/- 8761 )",366497,"(+/- 9104 )",354974,"(+/- 6960 )",370632,"(+/- 7929 )",308688,"(+/- 6107 )",324408,"(+/- 7543 )",386323,"(+/- 8527 )",317566,"(+/- 5376 )",331348,"(+/- 6167 )",306326,"(+/- 6142 )",334600,"(+/- 7129 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",818,"(+/- 441 )",2116,"(+/- 719 )",447,"(+/- 264 )",1030,"(+/- 474 )",460,"(+/- 269 )",1003,"(+/- 483 )",420,"(+/- 345 )",464,"(+/- 305 )",487,"(+/- 322 )",917,"(+/- 346 )",869,"(+/- 464 )",6461,"(+/- 1127 )",6165,"(+/- 1173 )",3028,"(+/- 962 )",16020,"(+/- 1712 )",8102,"(+/- 1301 )",7152,"(+/- 1023 )",9623,"(+/- 1562 )"
Workers,Industry,Construction,16672,"(+/- 2250 )",13433,"(+/- 2349 )",25363,"(+/- 2685 )",26889,"(+/- 2951 )",18881,"(+/- 2647 )",17153,"(+/- 1964 )",8036,"(+/- 1552 )",20769,"(+/- 2302 )",13627,"(+/- 2141 )",15328,"(+/- 2035 )",18663,"(+/- 2730 )",18533,"(+/- 2349 )",17039,"(+/- 1914 )",25102,"(+/- 3106 )",19374,"(+/- 1895 )",20083,"(+/- 2105 )",18086,"(+/- 1859 )",19205,"(+/- 1965 )"
Workers,Industry,Manufacturing,26253,"(+/- 2952 )",32031,"(+/- 2788 )",37182,"(+/- 2975 )",49979,"(+/- 3809 )",33138,"(+/- 2893 )",43151,"(+/- 3765 )",24448,"(+/- 2906 )",62679,"(+/- 4849 )",26003,"(+/- 2737 )",58656,"(+/- 4187 )",40833,"(+/- 3601 )",31296,"(+/- 2848 )",27928,"(+/- 2549 )",54034,"(+/- 3698 )",50585,"(+/- 3062 )",58257,"(+/- 3522 )",55444,"(+/- 3565 )",36226,"(+/- 2941 )"
Workers,Industry,"Wholesale trade",6174,"(+/- 1370 )",6099,"(+/- 1453 )",10473,"(+/- 2053 )",10692,"(+/- 1788 )",10200,"(+/- 1730 )",15699,"(+/- 2093 )",7434,"(+/- 1725 )",13981,"(+/- 1813 )",12241,"(+/- 1877 )",14669,"(+/- 1934 )",13111,"(+/- 1802 )",7092,"(+/- 1171 )",7745,"(+/- 1474 )",15006,"(+/- 2464 )",8534,"(+/- 1474 )",10676,"(+/- 1786 )",7379,"(+/- 1109 )",10265,"(+/- 1601 )"
Workers,Industry,"Retail trade",31340,"(+/- 2933 )",31772,"(+/- 3148 )",36432,"(+/- 3320 )",35887,"(+/- 3124 )",35356,"(+/- 3232 )",37368,"(+/- 3050 )",27195,"(+/- 2705 )",43285,"(+/- 3031 )",32627,"(+/- 3769 )",37551,"(+/- 3300 )",41968,"(+/- 3404 )",36887,"(+/- 2901 )",35989,"(+/- 3389 )",42577,"(+/- 3533 )",36904,"(+/- 2662 )",39064,"(+/- 2833 )",34541,"(+/- 2389 )",35558,"(+/- 2841 )"
Workers,Industry,"Transportation and warehousing, and utilities",28798,"(+/- 3248 )",31143,"(+/- 3570 )",29198,"(+/- 3632 )",21671,"(+/- 2655 )",19564,"(+/- 2590 )",20757,"(+/- 2317 )",22917,"(+/- 2789 )",25514,"(+/- 2697 )",20294,"(+/- 2967 )",16337,"(+/- 1872 )",34867,"(+/- 3538 )",23127,"(+/- 2613 )",19534,"(+/- 2635 )",19352,"(+/- 2602 )",16343,"(+/- 1575 )",22476,"(+/- 2401 )",17468,"(+/- 1896 )",16765,"(+/- 1990 )"
Workers,Industry,Information,5081,"(+/- 978 )",4220,"(+/- 1116 )",5262,"(+/- 1152 )",6467,"(+/- 1270 )",11627,"(+/- 1581 )",9448,"(+/- 1575 )",8405,"(+/- 1477 )",8064,"(+/- 1522 )",9581,"(+/- 1449 )",6472,"(+/- 1107 )",8459,"(+/- 1416 )",4316,"(+/- 925 )",5247,"(+/- 1041 )",6776,"(+/- 1182 )",4675,"(+/- 1238 )",3937,"(+/- 978 )",3702,"(+/- 635 )",5580,"(+/- 1020 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",18664,"(+/- 2088 )",16280,"(+/- 2178 )",19874,"(+/- 2338 )",18540,"(+/- 2243 )",49483,"(+/- 3304 )",35214,"(+/- 3078 )",35965,"(+/- 3752 )",27422,"(+/- 3048 )",33582,"(+/- 2840 )",28582,"(+/- 2315 )",28934,"(+/- 2630 )",15086,"(+/- 1756 )",21664,"(+/- 3008 )",29852,"(+/- 3340 )",15846,"(+/- 1554 )",16001,"(+/- 1879 )",11738,"(+/- 1288 )",31702,"(+/- 2329 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",32304,"(+/- 3149 )",27490,"(+/- 2984 )",37441,"(+/- 3261 )",46992,"(+/- 3553 )",82086,"(+/- 4323 )",54519,"(+/- 3717 )",61476,"(+/- 4858 )",48050,"(+/- 3114 )",53847,"(+/- 3563 )",50801,"(+/- 4225 )",48663,"(+/- 3679 )",25300,"(+/- 2721 )",22480,"(+/- 2094 )",45351,"(+/- 4465 )",17574,"(+/- 1754 )",22650,"(+/- 2310 )",22715,"(+/- 2209 )",26229,"(+/- 2667 )"
Workers,Industry,"Educational services, and health care and social assistance",88242,"(+/- 4802 )",77256,"(+/- 3751 )",74788,"(+/- 4149 )",60234,"(+/- 4456 )",92548,"(+/- 5539 )",85237,"(+/- 4470 )",86155,"(+/- 5922 )",66914,"(+/- 4233 )",94434,"(+/- 4550 )",67914,"(+/- 4197 )",69323,"(+/- 3985 )",76217,"(+/- 3801 )",95747,"(+/- 4587 )",82934,"(+/- 4914 )",76066,"(+/- 3562 )",72417,"(+/- 3558 )",74097,"(+/- 3629 )",87832,"(+/- 3791 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",26027,"(+/- 2736 )",25120,"(+/- 2796 )",35636,"(+/- 3433 )",50022,"(+/- 4007 )",36876,"(+/- 3176 )",30412,"(+/- 2865 )",32460,"(+/- 3312 )",41060,"(+/- 4409 )",40700,"(+/- 4433 )",32882,"(+/- 3259 )",34368,"(+/- 3522 )",30387,"(+/- 2858 )",31491,"(+/- 3272 )",33683,"(+/- 3195 )",25467,"(+/- 2567 )",27244,"(+/- 2665 )",28032,"(+/- 2621 )",21064,"(+/- 2448 )"
Workers,Industry,"Other services, except public administration",15675,"(+/- 2481 )",12944,"(+/- 1929 )",18428,"(+/- 2137 )",20282,"(+/- 2417 )",20217,"(+/- 2780 )",17796,"(+/- 2235 )",14689,"(+/- 2131 )",16713,"(+/- 2056 )",20024,"(+/- 2426 )",17159,"(+/- 2290 )",18975,"(+/- 2782 )",15792,"(+/- 1798 )",15970,"(+/- 2057 )",15770,"(+/- 2356 )",15700,"(+/- 1774 )",17090,"(+/- 2241 )",15207,"(+/- 1967 )",16339,"(+/- 2055 )"
Workers,Industry,"Public administration",15584,"(+/- 1957 )",16292,"(+/- 2328 )",14839,"(+/- 1736 )",7210,"(+/- 1264 )",13827,"(+/- 2072 )",8925,"(+/- 1596 )",11492,"(+/- 1928 )",7454,"(+/- 1226 )",9050,"(+/- 1526 )",7706,"(+/- 1583 )",11599,"(+/- 2065 )",18194,"(+/- 2257 )",17409,"(+/- 2267 )",12858,"(+/- 1977 )",14478,"(+/- 1341 )",13351,"(+/- 1941 )",10765,"(+/- 1533 )",18212,"(+/- 2025 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",311632,"(+/- 10533 )",296196,"(+/- 9280 )",345363,"(+/- 10528 )",355895,"(+/- 11043 )",424263,"(+/- 10818 )",376682,"(+/- 8929 )",341092,"(+/- 10907 )",382369,"(+/- 8761 )",366497,"(+/- 9104 )",354974,"(+/- 6960 )",370632,"(+/- 7929 )",308688,"(+/- 6107 )",324408,"(+/- 7543 )",386323,"(+/- 8527 )",317566,"(+/- 5376 )",331348,"(+/- 6167 )",306326,"(+/- 6142 )",334600,"(+/- 7129 )"
Workers,"Class of Worker","Private wage and salary workers",256238,"(+/- 9823 )",237545,"(+/- 8345 )",291883,"(+/- 10130 )",308628,"(+/- 9452 )",364027,"(+/- 10092 )",322878,"(+/- 8522 )",286216,"(+/- 10111 )",342480,"(+/- 8176 )",308449,"(+/- 8394 )",306238,"(+/- 6997 )",326442,"(+/- 7531 )",248186,"(+/- 6228 )",244421,"(+/- 7554 )",325217,"(+/- 8829 )",251809,"(+/- 4979 )",272855,"(+/- 6063 )",255270,"(+/- 5764 )",268904,"(+/- 7089 )"
Workers,"Class of Worker","Government workers",44942,"(+/- 3479 )",47857,"(+/- 3818 )",41578,"(+/- 3523 )",27574,"(+/- 3260 )",38294,"(+/- 2875 )",35337,"(+/- 3120 )",40500,"(+/- 4067 )",27159,"(+/- 2589 )",33227,"(+/- 3228 )",30519,"(+/- 2480 )",32653,"(+/- 2875 )",47235,"(+/- 3278 )",61660,"(+/- 3720 )",47082,"(+/- 4193 )",43067,"(+/- 2647 )",40391,"(+/- 3128 )",33541,"(+/- 2629 )",47187,"(+/- 3012 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",10263,"(+/- 1688 )",10161,"(+/- 1344 )",11274,"(+/- 1761 )",19240,"(+/- 2595 )",21453,"(+/- 2850 )",17877,"(+/- 2580 )",14205,"(+/- 2245 )",11863,"(+/- 1603 )",24501,"(+/- 2535 )",16944,"(+/- 2190 )",11400,"(+/- 1825 )",13055,"(+/- 1707 )",17539,"(+/- 1909 )",13238,"(+/- 1917 )",21834,"(+/- 2244 )",17475,"(+/- 2096 )",16766,"(+/- 1566 )",17693,"(+/- 1882 )"
Workers,"Class of Worker","Unpaid family workers",189,"(+/- 187 )",633,"(+/- 362 )",628,"(+/- 302 )",453,"(+/- 435 )",489,"(+/- 235 )",590,"(+/- 414 )",171,"(+/- 190 )",867,"(+/- 471 )",320,"(+/- 178 )",1273,"(+/- 650 )",137,"(+/- 129 )",212,"(+/- 175 )",788,"(+/- 419 )",786,"(+/- 517 )",856,"(+/- 403 )",627,"(+/- 288 )",749,"(+/- 399 )",816,"(+/- 457 )"
Housing,"Housing Occupancy","Total housing units",310506,"(+/- 5921 )",297195,"(+/- 6371 )",263645,"(+/- 5561 )",248904,"(+/- 5481 )",324705,"(+/- 6533 )",275469,"(+/- 5009 )",344634,"(+/- 6813 )",268273,"(+/- 5669 )",317373,"(+/- 5471 )",271550,"(+/- 3183 )",262646,"(+/- 4224 )",323763,"(+/- 2381 )",322259,"(+/- 4509 )",272946,"(+/- 4061 )",318026,"(+/- 2804 )",300697,"(+/- 2927 )",323384,"(+/- 2955 )",313441,"(+/- 3282 )"
Housing,"Housing Occupancy","Occupied housing units",270378,"(+/- 5891 )",253451,"(+/- 6582 )",245766,"(+/- 5076 )",221320,"(+/- 5818 )",297914,"(+/- 6431 )",262101,"(+/- 4856 )",287358,"(+/- 7043 )",253560,"(+/- 5194 )",289228,"(+/- 5572 )",252695,"(+/- 2990 )",248393,"(+/- 4714 )",275493,"(+/- 3709 )",282769,"(+/- 5529 )",260871,"(+/- 4125 )",277450,"(+/- 4083 )",269928,"(+/- 4156 )",281393,"(+/- 3728 )",278604,"(+/- 4198 )"
Housing,"Housing Occupancy","Vacant housing units",40128,"(+/- 2955 )",43744,"(+/- 2889 )",17879,"(+/- 2883 )",27584,"(+/- 2509 )",26791,"(+/- 3093 )",13368,"(+/- 2136 )",57276,"(+/- 4609 )",14713,"(+/- 2580 )",28145,"(+/- 3247 )",18855,"(+/- 2623 )",14253,"(+/- 2055 )",48270,"(+/- 3602 )",39490,"(+/- 3671 )",12075,"(+/- 2122 )",40576,"(+/- 3531 )",30769,"(+/- 3469 )",41991,"(+/- 3218 )",34837,"(+/- 3068 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",3.3,"(+/- 0.9 )",2.9,"(+/- 0.7 )",1.3,"(+/- 0.5 )",2.2,"(+/- 0.8 )",1.7,"(+/- 0.6 )",0.8,"(+/- 0.4 )",2.9,"(+/- 1.1 )",1.6,"(+/- 0.6 )",1.2,"(+/- 0.5 )",1.9,"(+/- 0.6 )",1.4,"(+/- 0.5 )",2.3,"(+/- 0.8 )",1.6,"(+/- 0.5 )",1.3,"(+/- 0.5 )",2.0,"(+/- 0.5 )",1.7,"(+/- 0.7 )",2.2,"(+/- 0.6 )",2.2,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.9,"(+/- 1.4 )",8.8,"(+/- 1.5 )",7.2,"(+/- 1.9 )",5.5,"(+/- 1.2 )",4.2,"(+/- 1.1 )",6.6,"(+/- 2.4 )",8.1,"(+/- 1.0 )",3.5,"(+/- 1.3 )",7.8,"(+/- 1.7 )",3.9,"(+/- 1.4 )",5.5,"(+/- 1.7 )",7.7,"(+/- 1.6 )",9.6,"(+/- 1.7 )",3.7,"(+/- 2.0 )",8.2,"(+/- 1.7 )",5.4,"(+/- 1.5 )",8.6,"(+/- 1.6 )",11.3,"(+/- 2.3 )"
Housing,"Housing Tenure","Occupied housing units",270378,"(+/- 5891 )",253451,"(+/- 6582 )",245766,"(+/- 5076 )",221320,"(+/- 5818 )",297914,"(+/- 6431 )",262101,"(+/- 4856 )",287358,"(+/- 7043 )",253560,"(+/- 5194 )",289228,"(+/- 5572 )",252695,"(+/- 2990 )",248393,"(+/- 4714 )",275493,"(+/- 3709 )",282769,"(+/- 5529 )",260871,"(+/- 4125 )",277450,"(+/- 4083 )",269928,"(+/- 4156 )",281393,"(+/- 3728 )",278604,"(+/- 4198 )"
Housing,"Housing Tenure",Owner-occupied,158120,"(+/- 4890 )",153838,"(+/- 5004 )",180314,"(+/- 5149 )",106443,"(+/- 4339 )",164923,"(+/- 4675 )",208697,"(+/- 4467 )",120043,"(+/- 4733 )",170965,"(+/- 4795 )",174885,"(+/- 4906 )",176739,"(+/- 4127 )",179522,"(+/- 4594 )",184829,"(+/- 3866 )",183602,"(+/- 4115 )",214081,"(+/- 3836 )",208906,"(+/- 3472 )",194117,"(+/- 3843 )",190942,"(+/- 4227 )",211266,"(+/- 3941 )"
Housing,"Housing Tenure",Renter-occupied,112258,"(+/- 5244 )",99613,"(+/- 5263 )",65452,"(+/- 3857 )",114877,"(+/- 4835 )",132991,"(+/- 5122 )",53404,"(+/- 3906 )",167315,"(+/- 5874 )",82595,"(+/- 4175 )",114343,"(+/- 4464 )",75956,"(+/- 3499 )",68871,"(+/- 3640 )",90664,"(+/- 3894 )",99167,"(+/- 4328 )",46790,"(+/- 3676 )",68544,"(+/- 3242 )",75811,"(+/- 3564 )",90451,"(+/- 3891 )",67338,"(+/- 3684 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.83,"(+/- 0.07 )",2.78,"(+/- 0.07 )",3.02,"(+/- 0.07 )",3.33,"(+/- 0.10 )",2.65,"(+/- 0.05 )",2.82,"(+/- 0.05 )",2.57,"(+/- 0.09 )",2.86,"(+/- 0.07 )",2.60,"(+/- 0.05 )",2.82,"(+/- 0.04 )",2.95,"(+/- 0.06 )",2.53,"(+/- 0.04 )",2.38,"(+/- 0.04 )",2.89,"(+/- 0.04 )",2.48,"(+/- 0.04 )",2.54,"(+/- 0.04 )",2.45,"(+/- 0.04 )",2.55,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.34,"(+/- 0.08 )",2.64,"(+/- 0.11 )",2.60,"(+/- 0.12 )",2.99,"(+/- 0.09 )",2.12,"(+/- 0.06 )",2.31,"(+/- 0.11 )",2.16,"(+/- 0.06 )",2.66,"(+/- 0.11 )",2.24,"(+/- 0.08 )",2.57,"(+/- 0.09 )",2.69,"(+/- 0.11 )",2.26,"(+/- 0.07 )",2.21,"(+/- 0.07 )",2.62,"(+/- 0.14 )",2.27,"(+/- 0.09 )",2.37,"(+/- 0.09 )",2.18,"(+/- 0.07 )",2.10,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",270378,"(+/- 5891 )",253451,"(+/- 6582 )",245766,"(+/- 5076 )",221320,"(+/- 5818 )",297914,"(+/- 6431 )",262101,"(+/- 4856 )",287358,"(+/- 7043 )",253560,"(+/- 5194 )",289228,"(+/- 5572 )",252695,"(+/- 2990 )",248393,"(+/- 4714 )",275493,"(+/- 3709 )",282769,"(+/- 5529 )",260871,"(+/- 4125 )",277450,"(+/- 4083 )",269928,"(+/- 4156 )",281393,"(+/- 3728 )",278604,"(+/- 4198 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",66441,"(+/- 4474 )",60873,"(+/- 3981 )",47819,"(+/- 3689 )",62010,"(+/- 3739 )",102442,"(+/- 4742 )",61533,"(+/- 3911 )",106052,"(+/- 5441 )",66824,"(+/- 4214 )",82994,"(+/- 4173 )",64242,"(+/- 3703 )",64045,"(+/- 3835 )",70305,"(+/- 3488 )",89880,"(+/- 4303 )",61976,"(+/- 3894 )",61835,"(+/- 2769 )",62100,"(+/- 3482 )",68770,"(+/- 3280 )",70043,"(+/- 3473 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",56246,"(+/- 3780 )",57073,"(+/- 3719 )",50032,"(+/- 3569 )",55397,"(+/- 3194 )",69539,"(+/- 4213 )",50915,"(+/- 3802 )",71188,"(+/- 4434 )",52520,"(+/- 3545 )",67696,"(+/- 3299 )",55469,"(+/- 3448 )",49387,"(+/- 2998 )",58528,"(+/- 3561 )",57963,"(+/- 3478 )",51698,"(+/- 3638 )",59261,"(+/- 3328 )",54522,"(+/- 3067 )",57366,"(+/- 3279 )",57360,"(+/- 3264 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",61717,"(+/- 3873 )",61419,"(+/- 3326 )",68465,"(+/- 3369 )",50780,"(+/- 3517 )",56643,"(+/- 3278 )",71171,"(+/- 3626 )",56882,"(+/- 3894 )",60196,"(+/- 3623 )",65130,"(+/- 3978 )",63409,"(+/- 3739 )",73763,"(+/- 2901 )",65748,"(+/- 3657 )",60436,"(+/- 3370 )",87225,"(+/- 3521 )",66091,"(+/- 2633 )",69453,"(+/- 3356 )",64835,"(+/- 3378 )",65822,"(+/- 3135 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",39264,"(+/- 3257 )",33337,"(+/- 2493 )",39529,"(+/- 2691 )",30072,"(+/- 2186 )",32032,"(+/- 2071 )",43729,"(+/- 2578 )",25271,"(+/- 2388 )",38440,"(+/- 2780 )",37139,"(+/- 2632 )",38881,"(+/- 2669 )",36439,"(+/- 2417 )",38817,"(+/- 2620 )",34296,"(+/- 2331 )",36023,"(+/- 2773 )",40580,"(+/- 2273 )",41089,"(+/- 2382 )",40859,"(+/- 2181 )",39831,"(+/- 2136 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",20285,"(+/- 1963 )",16976,"(+/- 1763 )",19325,"(+/- 1674 )",10906,"(+/- 1497 )",17411,"(+/- 2110 )",19949,"(+/- 1752 )",13417,"(+/- 1630 )",17763,"(+/- 1936 )",17529,"(+/- 1750 )",16279,"(+/- 1615 )",12985,"(+/- 1296 )",18674,"(+/- 1501 )",17961,"(+/- 1737 )",13081,"(+/- 1880 )",20759,"(+/- 1655 )",19087,"(+/- 1903 )",20297,"(+/- 1543 )",21984,"(+/- 1863 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",26425,"(+/- 2266 )",23773,"(+/- 2091 )",20596,"(+/- 1791 )",12155,"(+/- 1700 )",19847,"(+/- 1835 )",14804,"(+/- 1551 )",14548,"(+/- 1560 )",17817,"(+/- 1872 )",18740,"(+/- 2099 )",14415,"(+/- 1583 )",11774,"(+/- 1490 )",23421,"(+/- 1734 )",22233,"(+/- 1822 )",10868,"(+/- 1700 )",28924,"(+/- 1785 )",23677,"(+/- 2008 )",29266,"(+/- 1819 )",23564,"(+/- 1887 )"
Housing,Value,"Owner-occupied units",158120,"(+/- 4890 )",153838,"(+/- 5004 )",180314,"(+/- 5149 )",106443,"(+/- 4339 )",164923,"(+/- 4675 )",208697,"(+/- 4467 )",120043,"(+/- 4733 )",170965,"(+/- 4795 )",174885,"(+/- 4906 )",176739,"(+/- 4127 )",179522,"(+/- 4594 )",184829,"(+/- 3866 )",183602,"(+/- 4115 )",214081,"(+/- 3836 )",208906,"(+/- 3472 )",194117,"(+/- 3843 )",190942,"(+/- 4227 )",211266,"(+/- 3941 )"
